"ANNEE";"MOIS";"NAT_SERIES";"DESTINATION";"SDP_AUT";"SDP_COM"
2024;4;"Brute";"Commerce - hotels";65096;30599
2024;4;"Brute";"Services publics";424608;301749
2024;4;"Brute";"Autres activites";1016725;615410
2024;4;"Brute";"Autres activites - industrie";326698;187599
2024;4;"Brute";"Autres activites - entrepot";449655;276066
2024;4;"Brute";"Autres activites - bureau";240372;151745
2024;4;"CVS-CJO";"Ensemble des locaux non-residentiels";2911563;1512559
2024;4;"CVS-CJO";"Exploitation agricole";621715;280675
2024;4;"CVS-CJO";"Commerce";557867;257251
2024;4;"CVS-CJO";"Commerce - hotels";65096;30599
2024;4;"CVS-CJO";"Services publics";494202;317845
2024;4;"CVS-CJO";"Autres activites";1237779;656788
2024;4;"CVS-CJO";"Autres activites - industrie";345053;218959
2024;4;"CVS-CJO";"Autres activites - entrepot";596571;293710
2024;4;"CVS-CJO";"Autres activites - bureau";297508;152671
2024;3;"Brute";"Ensemble des locaux non-residentiels";3113531;1809070
2024;3;"Brute";"Exploitation agricole";632469;327829
2024;3;"Brute";"Commerce";565909;300474
2024;3;"Brute";"Commerce - hotels";97433;19595
2024;3;"Brute";"Services publics";476062;360915
2024;3;"Brute";"Autres activites";1439092;819852
2024;3;"Brute";"Autres activites - industrie";398735;205289
2024;3;"Brute";"Autres activites - entrepot";627877;320790
2024;3;"Brute";"Autres activites - bureau";412480;293774
2024;3;"CVS-CJO";"Ensemble des locaux non-residentiels";3114818;1705853
2024;3;"CVS-CJO";"Exploitation agricole";613954;319262
2024;3;"CVS-CJO";"Commerce";596065;282200
2024;3;"CVS-CJO";"Commerce - hotels";97433;19595
2024;3;"CVS-CJO";"Services publics";489759;342363
2024;3;"CVS-CJO";"Autres activites";1415040;762028
2024;3;"CVS-CJO";"Autres activites - industrie";324945;157498
2024;3;"CVS-CJO";"Autres activites - entrepot";603365;323126
2024;3;"CVS-CJO";"Autres activites - bureau";377235;245201
2024;2;"Brute";"Ensemble des locaux non-residentiels";2743448;2026748
2024;2;"Brute";"Exploitation agricole";480714;395062
2024;2;"Brute";"Commerce";520089;302211
2024;2;"Brute";"Commerce - hotels";124666;35255
2024;2;"Brute";"Services publics";519262;289224
2024;2;"Brute";"Autres activites";1223382;1040251
2024;2;"Brute";"Autres activites - industrie";215095;282766
2024;2;"Brute";"Autres activites - entrepot";698582;549952
2024;2;"Brute";"Autres activites - bureau";309704;207533
2024;2;"CVS-CJO";"Ensemble des locaux non-residentiels";3095880;2075210
2024;2;"CVS-CJO";"Exploitation agricole";587597;368933
2024;2;"CVS-CJO";"Commerce";572569;337787
2024;2;"CVS-CJO";"Commerce - hotels";124666;35255
2024;2;"CVS-CJO";"Services publics";584017;318501
2024;2;"CVS-CJO";"Autres activites";1351697;1049989
2024;2;"CVS-CJO";"Autres activites - industrie";284241;295209
2024;2;"CVS-CJO";"Autres activites - entrepot";642691;620713
2024;2;"CVS-CJO";"Autres activites - bureau";368095;215184
2024;1;"Brute";"Ensemble des locaux non-residentiels";2731272;1523383
2024;1;"Brute";"Exploitation agricole";458141;214404
2024;1;"Brute";"Commerce";476080;304542
2024;1;"Brute";"Commerce - hotels";44227;49308
2024;1;"Brute";"Services publics";398774;296349
2024;1;"Brute";"Autres activites";1398278;708080
2024;1;"Brute";"Autres activites - industrie";344083;180492
2024;1;"Brute";"Autres activites - entrepot";780719;294730
2024;1;"Brute";"Autres activites - bureau";273476;232858
2024;1;"CVS-CJO";"Ensemble des locaux non-residentiels";2974485;1569928
2024;1;"CVS-CJO";"Exploitation agricole";480827;255137
2024;1;"CVS-CJO";"Commerce";522899;318472
2024;1;"CVS-CJO";"Commerce - hotels";44227;49308
2024;1;"CVS-CJO";"Services publics";456230;299158
2024;1;"CVS-CJO";"Autres activites";1514529;697161
2024;1;"CVS-CJO";"Autres activites - industrie";366152;195698
2024;1;"CVS-CJO";"Autres activites - entrepot";833069;237851
2024;1;"CVS-CJO";"Autres activites - bureau";299579;242378
2023;12;"Brute";"Ensemble des locaux non-residentiels";2975174;1433029
2023;12;"Brute";"Exploitation agricole";470433;280939
2023;12;"Brute";"Commerce";576277;270907
2023;12;"Brute";"Commerce - hotels";72984;14776
2023;12;"Brute";"Services publics";434028;266730
2023;12;"Brute";"Autres activites";1494437;614300
2023;12;"Brute";"Autres activites - industrie";296491;179454
2023;12;"Brute";"Autres activites - entrepot";816395;234953
2023;12;"Brute";"Autres activites - bureau";381551;199893
2023;12;"CVS-CJO";"Ensemble des locaux non-residentiels";3084992;1507254
2023;12;"CVS-CJO";"Exploitation agricole";607562;277438
2023;12;"CVS-CJO";"Commerce";579701;236232
2023;12;"CVS-CJO";"Commerce - hotels";72984;14776
2023;12;"CVS-CJO";"Services publics";416834;271138
2023;12;"CVS-CJO";"Autres activites";1480895;722446
2023;12;"CVS-CJO";"Autres activites - industrie";349003;216524
2023;12;"CVS-CJO";"Autres activites - entrepot";808307;293177
2023;12;"CVS-CJO";"Autres activites - bureau";337698;197173
2023;11;"Brute";"Ensemble des locaux non-residentiels";2789639;2191366
2023;11;"Brute";"Exploitation agricole";510046;260331
2023;11;"Brute";"Commerce";551849;274506
2023;11;"Brute";"Commerce - hotels";69318;30877
2023;11;"Brute";"Services publics";504825;429661
2023;11;"Brute";"Autres activites";1222918;1226788
2023;11;"Brute";"Autres activites - industrie";299327;211012
2023;11;"Brute";"Autres activites - entrepot";632024;714959
2023;11;"Brute";"Autres activites - bureau";291567;300817
2023;11;"CVS-CJO";"Ensemble des locaux non-residentiels";2744426;2132597
2023;11;"CVS-CJO";"Exploitation agricole";475435;287432
2023;11;"CVS-CJO";"Commerce";540461;286602
2023;11;"CVS-CJO";"Commerce - hotels";69318;30877
2023;11;"CVS-CJO";"Services publics";484764;477611
2023;11;"CVS-CJO";"Autres activites";1243766;1080952
2023;11;"CVS-CJO";"Autres activites - industrie";307189;213246
2023;11;"CVS-CJO";"Autres activites - entrepot";657949;639341
2023;11;"CVS-CJO";"Autres activites - bureau";291934;259422
2023;10;"Brute";"Ensemble des locaux non-residentiels";3534998;1987809
2023;10;"Brute";"Exploitation agricole";772448;329118
2023;10;"Brute";"Commerce";582982;302046
2023;10;"Brute";"Commerce - hotels";73604;25757
2023;10;"Brute";"Services publics";689944;332816
2023;10;"Brute";"Autres activites";1489626;1023606
2023;10;"Brute";"Autres activites - industrie";462063;302525
2023;10;"Brute";"Autres activites - entrepot";635625;427813
2023;10;"Brute";"Autres activites - bureau";391938;293268
2023;10;"CVS-CJO";"Ensemble des locaux non-residentiels";3186637;1943685
2023;10;"CVS-CJO";"Exploitation agricole";766727;299039
2023;10;"CVS-CJO";"Commerce";549729;308889
2023;10;"CVS-CJO";"Commerce - hotels";73604;25757
2023;10;"CVS-CJO";"Services publics";549738;300475
2023;10;"CVS-CJO";"Autres activites";1320443;1035282
2023;10;"CVS-CJO";"Autres activites - industrie";355284;263566
2023;10;"CVS-CJO";"Autres activites - entrepot";683576;423224
2023;10;"CVS-CJO";"Autres activites - bureau";334972;256917
2023;9;"Brute";"Ensemble des locaux non-residentiels";3593239;1943765
2023;9;"Brute";"Exploitation agricole";783562;337931
2023;9;"Brute";"Commerce";639668;309168
2023;9;"Brute";"Commerce - hotels";117755;72464
2023;9;"Brute";"Services publics";522235;306046
2023;9;"Brute";"Autres activites";1647777;990618
2023;9;"Brute";"Autres activites - industrie";379862;338785
2023;9;"Brute";"Autres activites - entrepot";879213;448911
2023;9;"Brute";"Autres activites - bureau";388702;202922
2023;9;"CVS-CJO";"Ensemble des locaux non-residentiels";3151623;1778421
2023;9;"CVS-CJO";"Exploitation agricole";701463;302209
2023;9;"CVS-CJO";"Commerce";585159;289024
2023;9;"CVS-CJO";"Commerce - hotels";117755;72464
2023;9;"CVS-CJO";"Services publics";483308;287707
2023;9;"CVS-CJO";"Autres activites";1381693;899481
2023;9;"CVS-CJO";"Autres activites - industrie";330185;283293
2023;9;"CVS-CJO";"Autres activites - entrepot";723492;383677
2023;9;"CVS-CJO";"Autres activites - bureau";323446;221786
2023;8;"Brute";"Ensemble des locaux non-residentiels";2806721;1472906
2023;8;"Brute";"Exploitation agricole";565516;239043
2023;8;"Brute";"Commerce";499990;303126
2023;8;"Brute";"Commerce - hotels";109779;36484
2023;8;"Brute";"Services publics";381907;265014
2023;8;"Brute";"Autres activites";1359310;665723
2023;8;"Brute";"Autres activites - industrie";327891;139584
2023;8;"Brute";"Autres activites - entrepot";711189;320932
2023;8;"Brute";"Autres activites - bureau";320230;205207
2023;8;"CVS-CJO";"Ensemble des locaux non-residentiels";2769358;1735363
2023;8;"CVS-CJO";"Exploitation agricole";569946;294195
2023;8;"CVS-CJO";"Commerce";493717;368365
2023;8;"CVS-CJO";"Commerce - hotels";109779;36484
2023;8;"CVS-CJO";"Services publics";384911;290462
2023;8;"CVS-CJO";"Autres activites";1320784;782341
2023;8;"CVS-CJO";"Autres activites - industrie";334434;193252
2023;8;"CVS-CJO";"Autres activites - entrepot";741056;389251
2023;8;"CVS-CJO";"Autres activites - bureau";370618;242135
2023;7;"Brute";"Ensemble des locaux non-residentiels";3609075;1741405
2023;7;"Brute";"Exploitation agricole";568276;318784
2023;7;"Brute";"Commerce";577463;258406
2023;7;"Brute";"Commerce - hotels";87481;25363
2023;7;"Brute";"Services publics";492714;315370
2023;7;"Brute";"Autres activites";1970619;848839
2023;7;"Brute";"Autres activites - industrie";570685;308555
2023;7;"Brute";"Autres activites - entrepot";1002050;301569
2023;7;"Brute";"Autres activites - bureau";397884;238715
2023;7;"CVS-CJO";"Ensemble des locaux non-residentiels";3326392;1649018
2023;7;"CVS-CJO";"Exploitation agricole";559085;276890
2023;7;"CVS-CJO";"Commerce";571827;263194
2023;7;"CVS-CJO";"Commerce - hotels";87481;25363
2023;7;"CVS-CJO";"Services publics";465590;293538
2023;7;"CVS-CJO";"Autres activites";1729890;815396
2023;7;"CVS-CJO";"Autres activites - industrie";529838;295412
2023;7;"CVS-CJO";"Autres activites - entrepot";835262;285069
2023;7;"CVS-CJO";"Autres activites - bureau";353602;263221
2023;6;"Brute";"Ensemble des locaux non-residentiels";3336741;2109456
2023;6;"Brute";"Exploitation agricole";581089;298480
2023;6;"Brute";"Commerce";635600;434520
2023;6;"Brute";"Commerce - hotels";55969;86424
2023;6;"Brute";"Services publics";534801;370876
2023;6;"Brute";"Autres activites";1585251;1005580
2023;6;"Brute";"Autres activites - industrie";400128;270976
2023;6;"Brute";"Autres activites - entrepot";816923;424162
2023;6;"Brute";"Autres activites - bureau";368200;310442
2023;6;"CVS-CJO";"Ensemble des locaux non-residentiels";3134858;1975149
2023;6;"CVS-CJO";"Exploitation agricole";488820;301430
2023;6;"CVS-CJO";"Commerce";557836;416297
2023;6;"CVS-CJO";"Commerce - hotels";55969;86424
2023;6;"CVS-CJO";"Services publics";503392;353296
2023;6;"CVS-CJO";"Autres activites";1584810;904126
2023;6;"CVS-CJO";"Autres activites - industrie";387357;257683
2023;6;"CVS-CJO";"Autres activites - entrepot";794568;395998
2023;6;"CVS-CJO";"Autres activites - bureau";372966;277352
2023;5;"Brute";"Ensemble des locaux non-residentiels";3057999;1485137
2023;5;"Brute";"Exploitation agricole";460610;273907
2023;5;"Brute";"Commerce";579272;306866
2023;5;"Brute";"Commerce - hotels";92916;63640
2023;5;"Brute";"Services publics";520456;318394
2023;5;"Brute";"Autres activites";1497663;585827
2023;5;"Brute";"Autres activites - industrie";454419;177463
2023;5;"Brute";"Autres activites - entrepot";723169;226590
2023;5;"Brute";"Autres activites - bureau";320075;181774
2023;5;"CVS-CJO";"Ensemble des locaux non-residentiels";3227229;1478662
2023;5;"CVS-CJO";"Exploitation agricole";454365;259886
2023;5;"CVS-CJO";"Commerce";609027;258238
2023;5;"CVS-CJO";"Commerce - hotels";92916;63640
2023;5;"CVS-CJO";"Services publics";564137;316135
2023;5;"CVS-CJO";"Autres activites";1599700;644403
2023;5;"CVS-CJO";"Autres activites - industrie";561230;185726
2023;5;"CVS-CJO";"Autres activites - entrepot";825388;258565
2023;5;"CVS-CJO";"Autres activites - bureau";373274;214436
2023;4;"Brute";"Ensemble des locaux non-residentiels";2574864;1725805
2023;4;"Brute";"Exploitation agricole";477809;321719
2023;4;"Brute";"Commerce";509225;235901
2023;4;"Brute";"Commerce - hotels";56102;20804
2023;4;"Brute";"Services publics";397645;317833
2023;4;"Brute";"Autres activites";1190187;850352
2023;4;"Brute";"Autres activites - industrie";336745;205850
2023;4;"Brute";"Autres activites - entrepot";573406;373632
2023;4;"Brute";"Autres activites - bureau";280036;270870
2023;4;"CVS-CJO";"Ensemble des locaux non-residentiels";2993101;1850707
2023;4;"CVS-CJO";"Exploitation agricole";493737;355205
2023;4;"CVS-CJO";"Commerce";570321;241616
2023;4;"CVS-CJO";"Commerce - hotels";56102;20804
2023;4;"CVS-CJO";"Services publics";452738;313611
2023;4;"CVS-CJO";"Autres activites";1476305;940275
2023;4;"CVS-CJO";"Autres activites - industrie";377721;237356
2023;4;"CVS-CJO";"Autres activites - entrepot";756125;405161
2023;4;"CVS-CJO";"Autres activites - bureau";348556;290671
2023;3;"Brute";"Ensemble des locaux non-residentiels";3190386;2148214
2023;3;"Brute";"Exploitation agricole";589964;330496
2023;3;"Brute";"Commerce";545458;371971
2023;3;"Brute";"Commerce - hotels";82033;81677
2023;3;"Brute";"Services publics";492622;340886
2023;3;"Brute";"Autres activites";1562342;1104832
2023;3;"Brute";"Autres activites - industrie";524475;326961
2023;3;"Brute";"Autres activites - entrepot";597998;443311
2023;3;"Brute";"Autres activites - bureau";439869;334560
2023;3;"CVS-CJO";"Ensemble des locaux non-residentiels";3052875;2043162
2023;3;"CVS-CJO";"Exploitation agricole";518035;341843
2023;3;"CVS-CJO";"Commerce";522177;377237
2023;3;"CVS-CJO";"Commerce - hotels";82033;81677
2023;3;"CVS-CJO";"Services publics";500135;352285
2023;3;"CVS-CJO";"Autres activites";1512528;971797
2023;3;"CVS-CJO";"Autres activites - industrie";422698;250055
2023;3;"CVS-CJO";"Autres activites - entrepot";570070;439402
2023;3;"CVS-CJO";"Autres activites - bureau";402106;263607
2023;2;"Brute";"Ensemble des locaux non-residentiels";2594563;1872558
2023;2;"Brute";"Exploitation agricole";413905;403234
2023;2;"Brute";"Commerce";539826;289618
2023;2;"Brute";"Commerce - hotels";81312;31425
2023;2;"Brute";"Services publics";437038;395221
2023;2;"Brute";"Autres activites";1203794;784482
2023;2;"Brute";"Autres activites - industrie";294641;183795
2023;2;"Brute";"Autres activites - entrepot";614695;358082
2023;2;"Brute";"Autres activites - bureau";294458;242605
2023;2;"CVS-CJO";"Ensemble des locaux non-residentiels";3058383;1876126
2023;2;"CVS-CJO";"Exploitation agricole";534181;337822
2023;2;"CVS-CJO";"Commerce";627616;294108
2023;2;"CVS-CJO";"Commerce - hotels";81312;31425
2023;2;"CVS-CJO";"Services publics";495553;389670
2023;2;"CVS-CJO";"Autres activites";1401033;854526
2023;2;"CVS-CJO";"Autres activites - industrie";398319;188939
2023;2;"CVS-CJO";"Autres activites - entrepot";569243;398556
2023;2;"CVS-CJO";"Autres activites - bureau";344691;268207
2023;1;"Brute";"Ensemble des locaux non-residentiels";3029304;1882897
2023;1;"Brute";"Exploitation agricole";611555;293785
2023;1;"Brute";"Commerce";518785;363803
2023;1;"Brute";"Commerce - hotels";81776;71858
2023;1;"Brute";"Services publics";537752;345161
2023;1;"Brute";"Autres activites";1361210;880148
2023;1;"Brute";"Autres activites - industrie";305013;198252
2023;1;"Brute";"Autres activites - entrepot";658741;452567
2023;1;"Brute";"Autres activites - bureau";397456;229329
2023;1;"CVS-CJO";"Ensemble des locaux non-residentiels";3281858;1938166
2023;1;"CVS-CJO";"Exploitation agricole";650742;333468
2023;1;"CVS-CJO";"Commerce";564776;382964
2023;1;"CVS-CJO";"Commerce - hotels";81776;71858
2023;1;"CVS-CJO";"Services publics";607080;370389
2023;1;"CVS-CJO";"Autres activites";1459260;851345
2023;1;"CVS-CJO";"Autres activites - industrie";333014;216776
2023;1;"CVS-CJO";"Autres activites - entrepot";697065;357437
2023;1;"CVS-CJO";"Autres activites - bureau";431016;239980
2022;12;"Brute";"Ensemble des locaux non-residentiels";2987645;1923282
2022;12;"Brute";"Exploitation agricole";534471;344975
2022;12;"Brute";"Commerce";525809;429055
2022;12;"Brute";"Commerce - hotels";76228;82816
2022;12;"Brute";"Services publics";511566;361990
2022;12;"Brute";"Autres activites";1415794;787262
2022;12;"Brute";"Autres activites - industrie";344526;222222
2022;12;"Brute";"Autres activites - entrepot";656995;248171
2022;12;"Brute";"Autres activites - bureau";414273;316869
2022;12;"CVS-CJO";"Ensemble des locaux non-residentiels";3087186;2020627
2022;12;"CVS-CJO";"Exploitation agricole";635351;354843
2022;12;"CVS-CJO";"Commerce";499102;408479
2022;12;"CVS-CJO";"Commerce - hotels";76228;82816
2022;12;"CVS-CJO";"Services publics";511963;382884
2022;12;"CVS-CJO";"Autres activites";1440770;874421
2022;12;"CVS-CJO";"Autres activites - industrie";405318;262797
2022;12;"CVS-CJO";"Autres activites - entrepot";657180;305716
2022;12;"CVS-CJO";"Autres activites - bureau";369532;319601
2022;11;"Brute";"Ensemble des locaux non-residentiels";3759929;2011653
2022;11;"Brute";"Exploitation agricole";646477;340724
2022;11;"Brute";"Commerce";606610;365714
2022;11;"Brute";"Commerce - hotels";103442;40132
2022;11;"Brute";"Services publics";547858;327498
2022;11;"Brute";"Autres activites";1958985;977707
2022;11;"Brute";"Autres activites - industrie";445693;289530
2022;11;"Brute";"Autres activites - entrepot";1078975;439756
2022;11;"Brute";"Autres activites - bureau";434317;248422
2022;11;"CVS-CJO";"Ensemble des locaux non-residentiels";3792605;1938957
2022;11;"CVS-CJO";"Exploitation agricole";650416;349014
2022;11;"CVS-CJO";"Commerce";626828;351298
2022;11;"CVS-CJO";"Commerce - hotels";103442;40132
2022;11;"CVS-CJO";"Services publics";529525;330387
2022;11;"CVS-CJO";"Autres activites";1985836;908258
2022;11;"CVS-CJO";"Autres activites - industrie";443952;292894
2022;11;"CVS-CJO";"Autres activites - entrepot";1142743;401231
2022;11;"CVS-CJO";"Autres activites - bureau";431966;237711
2022;10;"Brute";"Ensemble des locaux non-residentiels";3882570;2044651
2022;10;"Brute";"Exploitation agricole";616188;333198
2022;10;"Brute";"Commerce";690913;349771
2022;10;"Brute";"Commerce - hotels";134124;44140
2022;10;"Brute";"Services publics";711047;474455
2022;10;"Brute";"Autres activites";1864423;887092
2022;10;"Brute";"Autres activites - industrie";445239;212911
2022;10;"Brute";"Autres activites - entrepot";936271;391951
2022;10;"Brute";"Autres activites - bureau";482913;282230
2022;10;"CVS-CJO";"Ensemble des locaux non-residentiels";3617188;1990682
2022;10;"CVS-CJO";"Exploitation agricole";655655;293930
2022;10;"CVS-CJO";"Commerce";685349;356567
2022;10;"CVS-CJO";"Commerce - hotels";134124;44140
2022;10;"CVS-CJO";"Services publics";573574;436447
2022;10;"CVS-CJO";"Autres activites";1702610;903738
2022;10;"CVS-CJO";"Autres activites - industrie";342396;183948
2022;10;"CVS-CJO";"Autres activites - entrepot";985631;388130
2022;10;"CVS-CJO";"Autres activites - bureau";413507;255165
2022;9;"Brute";"Ensemble des locaux non-residentiels";3931371;2102316
2022;9;"Brute";"Exploitation agricole";775520;267458
2022;9;"Brute";"Commerce";698501;384906
2022;9;"Brute";"Commerce - hotels";109523;83356
2022;9;"Brute";"Services publics";579762;312557
2022;9;"Brute";"Autres activites";1877587;1137356
2022;9;"Brute";"Autres activites - industrie";422096;293259
2022;9;"Brute";"Autres activites - entrepot";931072;568036
2022;9;"Brute";"Autres activites - bureau";524419;276061
2022;9;"CVS-CJO";"Ensemble des locaux non-residentiels";3321308;1927064
2022;9;"CVS-CJO";"Exploitation agricole";637103;251733
2022;9;"CVS-CJO";"Commerce";603275;379865
2022;9;"CVS-CJO";"Commerce - hotels";109523;83356
2022;9;"CVS-CJO";"Services publics";536100;314209
2022;9;"CVS-CJO";"Autres activites";1544830;981257
2022;9;"CVS-CJO";"Autres activites - industrie";360215;249541
2022;9;"CVS-CJO";"Autres activites - entrepot";774263;487146
2022;9;"CVS-CJO";"Autres activites - bureau";437588;282221
2022;8;"Brute";"Ensemble des locaux non-residentiels";3290266;1780746
2022;8;"Brute";"Exploitation agricole";532439;322313
2022;8;"Brute";"Commerce";648929;273473
2022;8;"Brute";"Commerce - hotels";102070;38468
2022;8;"Brute";"Services publics";528455;346044
2022;8;"Brute";"Autres activites";1580443;838914
2022;8;"Brute";"Autres activites - industrie";377232;169512
2022;8;"Brute";"Autres activites - entrepot";596972;413939
2022;8;"Brute";"Autres activites - bureau";606239;255463
2022;8;"CVS-CJO";"Ensemble des locaux non-residentiels";3298201;2043499
2022;8;"CVS-CJO";"Exploitation agricole";543106;358098
2022;8;"CVS-CJO";"Commerce";651321;322543
2022;8;"CVS-CJO";"Commerce - hotels";102070;38468
2022;8;"CVS-CJO";"Services publics";548468;338660
2022;8;"CVS-CJO";"Autres activites";1555306;1024198
2022;8;"CVS-CJO";"Autres activites - industrie";381078;230475
2022;8;"CVS-CJO";"Autres activites - entrepot";605306;513571
2022;8;"CVS-CJO";"Autres activites - bureau";702244;310507
2022;7;"Brute";"Ensemble des locaux non-residentiels";3246946;1792814
2022;7;"Brute";"Exploitation agricole";549700;313048
2022;7;"Brute";"Commerce";567519;312720
2022;7;"Brute";"Commerce - hotels";79985;50900
2022;7;"Brute";"Services publics";408191;219098
2022;7;"Brute";"Autres activites";1721534;947932
2022;7;"Brute";"Autres activites - industrie";440608;241056
2022;7;"Brute";"Autres activites - entrepot";897625;390618
2022;7;"Brute";"Autres activites - bureau";383301;316258
2022;7;"CVS-CJO";"Ensemble des locaux non-residentiels";3030699;1724915
2022;7;"CVS-CJO";"Exploitation agricole";544506;282058
2022;7;"CVS-CJO";"Commerce";568109;311332
2022;7;"CVS-CJO";"Commerce - hotels";79985;50900
2022;7;"CVS-CJO";"Services publics";382219;201932
2022;7;"CVS-CJO";"Autres activites";1535865;929593
2022;7;"CVS-CJO";"Autres activites - industrie";420083;237703
2022;7;"CVS-CJO";"Autres activites - entrepot";770233;371494
2022;7;"CVS-CJO";"Autres activites - bureau";338207;310764
2022;6;"Brute";"Ensemble des locaux non-residentiels";3204228;2329383
2022;6;"Brute";"Exploitation agricole";609146;366388
2022;6;"Brute";"Commerce";670158;478931
2022;6;"Brute";"Commerce - hotels";100521;65202
2022;6;"Brute";"Services publics";432869;321141
2022;6;"Brute";"Autres activites";1492057;1162863
2022;6;"Brute";"Autres activites - industrie";392244;211164
2022;6;"Brute";"Autres activites - entrepot";629555;632410
2022;6;"Brute";"Autres activites - bureau";470258;319289
2022;6;"CVS-CJO";"Ensemble des locaux non-residentiels";3025139;2144477
2022;6;"CVS-CJO";"Exploitation agricole";532648;364101
2022;6;"CVS-CJO";"Commerce";616620;438224
2022;6;"CVS-CJO";"Commerce - hotels";100521;65202
2022;6;"CVS-CJO";"Services publics";412073;289233
2022;6;"CVS-CJO";"Autres activites";1463798;1052919
2022;6;"CVS-CJO";"Autres activites - industrie";368644;199967
2022;6;"CVS-CJO";"Autres activites - entrepot";603543;590773
2022;6;"CVS-CJO";"Autres activites - bureau";477312;293499
2022;5;"Brute";"Ensemble des locaux non-residentiels";3171341;2351289
2022;5;"Brute";"Exploitation agricole";701611;463017
2022;5;"Brute";"Commerce";568810;481101
2022;5;"Brute";"Commerce - hotels";95609;58327
2022;5;"Brute";"Services publics";527534;273179
2022;5;"Brute";"Autres activites";1373385;1133666
2022;5;"Brute";"Autres activites - industrie";299607;221377
2022;5;"Brute";"Autres activites - entrepot";653546;676241
2022;5;"Brute";"Autres activites - bureau";420232;236050
2022;5;"CVS-CJO";"Ensemble des locaux non-residentiels";3265082;2335235
2022;5;"CVS-CJO";"Exploitation agricole";649221;414029
2022;5;"CVS-CJO";"Commerce";557278;423886
2022;5;"CVS-CJO";"Commerce - hotels";95609;58327
2022;5;"CVS-CJO";"Services publics";587336;285640
2022;5;"CVS-CJO";"Autres activites";1471247;1211680
2022;5;"CVS-CJO";"Autres activites - industrie";359462;233115
2022;5;"CVS-CJO";"Autres activites - entrepot";742185;774521
2022;5;"CVS-CJO";"Autres activites - bureau";490444;287876
2022;4;"Brute";"Ensemble des locaux non-residentiels";3089869;2718536
2022;4;"Brute";"Exploitation agricole";713490;514364
2022;4;"Brute";"Commerce";553071;561489
2022;4;"Brute";"Commerce - hotels";73785;75064
2022;4;"Brute";"Services publics";364972;404838
2022;4;"Brute";"Autres activites";1458336;1236776
2022;4;"Brute";"Autres activites - industrie";354875;336129
2022;4;"Brute";"Autres activites - entrepot";599659;595490
2022;4;"Brute";"Autres activites - bureau";503802;305157
2022;4;"CVS-CJO";"Ensemble des locaux non-residentiels";3570422;2994022
2022;4;"CVS-CJO";"Exploitation agricole";704173;577093
2022;4;"CVS-CJO";"Commerce";591711;594153
2022;4;"CVS-CJO";"Commerce - hotels";73785;75064
2022;4;"CVS-CJO";"Services publics";413031;417289
2022;4;"CVS-CJO";"Autres activites";1861507;1405487
2022;4;"CVS-CJO";"Autres activites - industrie";424751;382850
2022;4;"CVS-CJO";"Autres activites - entrepot";794062;662563
2022;4;"CVS-CJO";"Autres activites - bureau";628331;324269
2022;3;"Brute";"Ensemble des locaux non-residentiels";3536915;2311795
2022;3;"Brute";"Exploitation agricole";708000;399679
2022;3;"Brute";"Commerce";723830;364628
2022;3;"Brute";"Commerce - hotels";115905;39784
2022;3;"Brute";"Services publics";505725;527329
2022;3;"Brute";"Autres activites";1599360;1019911
2022;3;"Brute";"Autres activites - industrie";484001;328718
2022;3;"Brute";"Autres activites - entrepot";705397;375406
2022;3;"Brute";"Autres activites - bureau";409962;315787
2022;3;"CVS-CJO";"Ensemble des locaux non-residentiels";3397546;2192047
2022;3;"CVS-CJO";"Exploitation agricole";633986;395530
2022;3;"CVS-CJO";"Commerce";698481;355307
2022;3;"CVS-CJO";"Commerce - hotels";115905;39784
2022;3;"CVS-CJO";"Services publics";510715;538686
2022;3;"CVS-CJO";"Autres activites";1554364;902524
2022;3;"CVS-CJO";"Autres activites - industrie";393875;254222
2022;3;"CVS-CJO";"Autres activites - entrepot";673114;355571
2022;3;"CVS-CJO";"Autres activites - bureau";381332;275448
2022;2;"Brute";"Ensemble des locaux non-residentiels";2554651;2114672
2022;2;"Brute";"Exploitation agricole";468117;322459
2022;2;"Brute";"Commerce";522382;398677
2022;2;"Brute";"Commerce - hotels";68478;49738
2022;2;"Brute";"Services publics";362811;359854
2022;2;"Brute";"Autres activites";1201339;1033592
2022;2;"Brute";"Autres activites - industrie";300905;258793
2022;2;"Brute";"Autres activites - entrepot";630631;534050
2022;2;"Brute";"Autres activites - bureau";269803;240749
2022;2;"CVS-CJO";"Ensemble des locaux non-residentiels";2979966;2115818
2022;2;"CVS-CJO";"Exploitation agricole";585190;264923
2022;2;"CVS-CJO";"Commerce";600684;396094
2022;2;"CVS-CJO";"Commerce - hotels";68478;49738
2022;2;"CVS-CJO";"Services publics";400366;348689
2022;2;"CVS-CJO";"Autres activites";1393726;1106112
2022;2;"CVS-CJO";"Autres activites - industrie";404096;258997
2022;2;"CVS-CJO";"Autres activites - entrepot";586487;590417
2022;2;"CVS-CJO";"Autres activites - bureau";312685;267432
2022;1;"Brute";"Ensemble des locaux non-residentiels";2648922;2417175
2022;1;"Brute";"Exploitation agricole";466387;379568
2022;1;"Brute";"Commerce";541807;278297
2022;1;"Brute";"Commerce - hotels";91755;31771
2022;1;"Brute";"Services publics";310790;283863
2022;1;"Brute";"Autres activites";1329935;1475389
2022;1;"Brute";"Autres activites - industrie";294621;286001
2022;1;"Brute";"Autres activites - entrepot";688800;935479
2022;1;"Brute";"Autres activites - bureau";346514;253909
