"ANNEE";"MOIS";"NAT_SERIES";"DESTINATION";"SDP_AUT";"SDP_COM"
2019;10;"CVS-CJO";"Autres activites";1519048;949223
2019;10;"CVS-CJO";"Autres activites - industrie";337325;209344
2019;10;"CVS-CJO";"Autres activites - entrepot";693635;340747
2019;10;"CVS-CJO";"Autres activites - bureau";453254;340525
2019;9;"Brute";"Ensemble des locaux non-residentiels";3414581;2552139
2019;9;"Brute";"Exploitation agricole";804857;636286
2019;9;"Brute";"Commerce";599384;441700
2019;9;"Brute";"Commerce - hotels";115072;60315
2019;9;"Brute";"Services publics";475721;389781
2019;9;"Brute";"Autres activites";1534620;1084369
2019;9;"Brute";"Autres activites - industrie";402769;263819
2019;9;"Brute";"Autres activites - entrepot";607533;534955
2019;9;"Brute";"Autres activites - bureau";524318;285594
2019;9;"CVS-CJO";"Ensemble des locaux non-residentiels";3084126;2430703
2019;9;"CVS-CJO";"Exploitation agricole";739924;642534
2019;9;"CVS-CJO";"Commerce";594402;428492
2019;9;"CVS-CJO";"Commerce - hotels";115072;60315
2019;9;"CVS-CJO";"Services publics";460389;364721
2019;9;"CVS-CJO";"Autres activites";1289411;994956
2019;9;"CVS-CJO";"Autres activites - industrie";319427;235415
2019;9;"CVS-CJO";"Autres activites - entrepot";524732;452418
2019;9;"CVS-CJO";"Autres activites - bureau";413600;299506
2019;8;"Brute";"Ensemble des locaux non-residentiels";2588528;1688167
2019;8;"Brute";"Exploitation agricole";569167;452590
2019;8;"Brute";"Commerce";580010;296902
2019;8;"Brute";"Commerce - hotels";100490;35290
2019;8;"Brute";"Services publics";336510;299695
2019;8;"Brute";"Autres activites";1102840;638673
2019;8;"Brute";"Autres activites - industrie";238522;169501
2019;8;"Brute";"Autres activites - entrepot";398597;226519
2019;8;"Brute";"Autres activites - bureau";465721;242653
2019;8;"CVS-CJO";"Ensemble des locaux non-residentiels";2726501;1941059
2019;8;"CVS-CJO";"Exploitation agricole";626098;481558
2019;8;"CVS-CJO";"Commerce";617196;349363
2019;8;"CVS-CJO";"Commerce - hotels";100490;35290
2019;8;"CVS-CJO";"Services publics";363869;327016
2019;8;"CVS-CJO";"Autres activites";1119338;783122
2019;8;"CVS-CJO";"Autres activites - industrie";241764;206286
2019;8;"CVS-CJO";"Autres activites - entrepot";384561;285314
2019;8;"CVS-CJO";"Autres activites - bureau";543790;309376
2019;7;"Brute";"Ensemble des locaux non-residentiels";4411089;2607351
2019;7;"Brute";"Exploitation agricole";1088073;459716
2019;7;"Brute";"Commerce";750795;514135
2019;7;"Brute";"Commerce - hotels";148584;105469
2019;7;"Brute";"Services publics";880883;452284
2019;7;"Brute";"Autres activites";1691338;1181216
2019;7;"Brute";"Autres activites - industrie";309192;223098
2019;7;"Brute";"Autres activites - entrepot";770320;562262
2019;7;"Brute";"Autres activites - bureau";611826;395856
2019;7;"CVS-CJO";"Ensemble des locaux non-residentiels";4037306;2595369
2019;7;"CVS-CJO";"Exploitation agricole";876285;455133
2019;7;"CVS-CJO";"Commerce";664489;528861
2019;7;"CVS-CJO";"Commerce - hotels";148584;105469
2019;7;"CVS-CJO";"Services publics";838567;437847
2019;7;"CVS-CJO";"Autres activites";1657965;1173528
2019;7;"CVS-CJO";"Autres activites - industrie";307720;242978
2019;7;"CVS-CJO";"Autres activites - entrepot";706031;593216
2019;7;"CVS-CJO";"Autres activites - bureau";527593;388454
2019;6;"Brute";"Ensemble des locaux non-residentiels";3603426;2304009
2019;6;"Brute";"Exploitation agricole";889654;541772
2019;6;"Brute";"Commerce";532806;422896
2019;6;"Brute";"Commerce - hotels";100640;60381
2019;6;"Brute";"Services publics";535587;413606
2019;6;"Brute";"Autres activites";1645379;925719
2019;6;"Brute";"Autres activites - industrie";301382;236544
2019;6;"Brute";"Autres activites - entrepot";851886;366182
2019;6;"Brute";"Autres activites - bureau";492111;322993
2019;6;"CVS-CJO";"Ensemble des locaux non-residentiels";3368734;2141727
2019;6;"CVS-CJO";"Exploitation agricole";798684;530780
2019;6;"CVS-CJO";"Commerce";520155;361713
2019;6;"CVS-CJO";"Commerce - hotels";100640;60381
2019;6;"CVS-CJO";"Services publics";510691;368380
2019;6;"CVS-CJO";"Autres activites";1539204;880854
2019;6;"CVS-CJO";"Autres activites - industrie";287409;206106
2019;6;"CVS-CJO";"Autres activites - entrepot";779143;333216
2019;6;"CVS-CJO";"Autres activites - bureau";486010;323459
2019;5;"Brute";"Ensemble des locaux non-residentiels";3681044;2248592
2019;5;"Brute";"Exploitation agricole";1024185;666719
2019;5;"Brute";"Commerce";722334;417829
2019;5;"Brute";"Commerce - hotels";114648;67499
2019;5;"Brute";"Services publics";423968;345346
2019;5;"Brute";"Autres activites";1510557;818698
2019;5;"Brute";"Autres activites - industrie";327871;249811
2019;5;"Brute";"Autres activites - entrepot";751945;314063
2019;5;"Brute";"Autres activites - bureau";430741;254824
2019;5;"CVS-CJO";"Ensemble des locaux non-residentiels";3924765;2214008
2019;5;"CVS-CJO";"Exploitation agricole";970499;588784
2019;5;"CVS-CJO";"Commerce";759124;382970
2019;5;"CVS-CJO";"Commerce - hotels";114648;67499
2019;5;"CVS-CJO";"Services publics";476287;379339
2019;5;"CVS-CJO";"Autres activites";1718855;862915
2019;5;"CVS-CJO";"Autres activites - industrie";397319;270352
2019;5;"CVS-CJO";"Autres activites - entrepot";864148;370189
2019;5;"CVS-CJO";"Autres activites - bureau";513910;274533
2019;4;"Brute";"Ensemble des locaux non-residentiels";3078113;1809911
2019;4;"Brute";"Exploitation agricole";772174;429217
2019;4;"Brute";"Commerce";534535;313557
2019;4;"Brute";"Commerce - hotels";80265;56188
2019;4;"Brute";"Services publics";402727;256970
2019;4;"Brute";"Autres activites";1368676;810156
2019;4;"Brute";"Autres activites - industrie";346952;301435
2019;4;"Brute";"Autres activites - entrepot";574995;207663
2019;4;"Brute";"Autres activites - bureau";446729;301058
2019;4;"CVS-CJO";"Ensemble des locaux non-residentiels";3508155;2011405
2019;4;"CVS-CJO";"Exploitation agricole";800722;499648
2019;4;"CVS-CJO";"Commerce";562391;340452
2019;4;"CVS-CJO";"Commerce - hotels";80265;56188
2019;4;"CVS-CJO";"Services publics";468727;281691
2019;4;"CVS-CJO";"Autres activites";1676315;889614
2019;4;"CVS-CJO";"Autres activites - industrie";435201;334902
2019;4;"CVS-CJO";"Autres activites - entrepot";730749;230227
2019;4;"CVS-CJO";"Autres activites - bureau";570128;333151
2019;3;"Brute";"Ensemble des locaux non-residentiels";3338181;2595108
2019;3;"Brute";"Exploitation agricole";740103;536244
2019;3;"Brute";"Commerce";524841;421303
2019;3;"Brute";"Commerce - hotels";96315;57479
2019;3;"Brute";"Services publics";461785;352999
2019;3;"Brute";"Autres activites";1611451;1284469
2019;3;"Brute";"Autres activites - industrie";334341;325176
2019;3;"Brute";"Autres activites - entrepot";842450;637971
2019;3;"Brute";"Autres activites - bureau";434660;321323
2019;3;"CVS-CJO";"Ensemble des locaux non-residentiels";3293397;2475037
2019;3;"CVS-CJO";"Exploitation agricole";740148;499769
2019;3;"CVS-CJO";"Commerce";539382;421695
2019;3;"CVS-CJO";"Commerce - hotels";96315;57479
2019;3;"CVS-CJO";"Services publics";448582;341783
2019;3;"CVS-CJO";"Autres activites";1565285;1211790
2019;3;"CVS-CJO";"Autres activites - industrie";310910;264382
2019;3;"CVS-CJO";"Autres activites - entrepot";833019;574948
2019;3;"CVS-CJO";"Autres activites - bureau";429547;308065
2019;2;"Brute";"Ensemble des locaux non-residentiels";3492561;2110846
2019;2;"Brute";"Exploitation agricole";717325;466530
2019;2;"Brute";"Commerce";470204;392304
2019;2;"Brute";"Commerce - hotels";98109;50595
2019;2;"Brute";"Services publics";418318;375849
2019;2;"Brute";"Autres activites";1886713;876163
2019;2;"Brute";"Autres activites - industrie";337540;209259
2019;2;"Brute";"Autres activites - entrepot";1093059;454357
2019;2;"Brute";"Autres activites - bureau";456114;212547
2019;2;"CVS-CJO";"Ensemble des locaux non-residentiels";3997705;2090591
2019;2;"CVS-CJO";"Exploitation agricole";832998;443529
2019;2;"CVS-CJO";"Commerce";556778;377696
2019;2;"CVS-CJO";"Commerce - hotels";98109;50595
2019;2;"CVS-CJO";"Services publics";464956;376763
2019;2;"CVS-CJO";"Autres activites";2142973;892603
2019;2;"CVS-CJO";"Autres activites - industrie";408106;207739
2019;2;"CVS-CJO";"Autres activites - entrepot";1043987;471231
2019;2;"CVS-CJO";"Autres activites - bureau";528822;230729
2019;1;"Brute";"Ensemble des locaux non-residentiels";3760682;2481413
2019;1;"Brute";"Exploitation agricole";928331;531814
2019;1;"Brute";"Commerce";612152;391526
2019;1;"Brute";"Commerce - hotels";111578;78339
2019;1;"Brute";"Services publics";543336;376923
2019;1;"Brute";"Autres activites";1676861;1181081
2019;1;"Brute";"Autres activites - industrie";321873;230354
2019;1;"Brute";"Autres activites - entrepot";904242;544653
2019;1;"Brute";"Autres activites - bureau";450746;406074
2019;1;"CVS-CJO";"Ensemble des locaux non-residentiels";3873467;2568887
2019;1;"CVS-CJO";"Exploitation agricole";964972;577558
2019;1;"CVS-CJO";"Commerce";618138;420280
2019;1;"CVS-CJO";"Commerce - hotels";111578;78339
2019;1;"CVS-CJO";"Services publics";578318;420703
2019;1;"CVS-CJO";"Autres activites";1712039;1150346
2019;1;"CVS-CJO";"Autres activites - industrie";358483;257714
2019;1;"CVS-CJO";"Autres activites - entrepot";956864;423814
2019;1;"CVS-CJO";"Autres activites - bureau";501307;407536
2018;12;"Brute";"Ensemble des locaux non-residentiels";3129959;2167578
2018;12;"Brute";"Exploitation agricole";617956;489318
2018;12;"Brute";"Commerce";575654;383062
2018;12;"Brute";"Commerce - hotels";128718;100179
2018;12;"Brute";"Services publics";513950;381935
2018;12;"Brute";"Autres activites";1422400;913240
2018;12;"Brute";"Autres activites - industrie";345631;179748
2018;12;"Brute";"Autres activites - entrepot";593273;324868
2018;12;"Brute";"Autres activites - bureau";483496;408624
2018;12;"CVS-CJO";"Ensemble des locaux non-residentiels";3303333;2263819
2018;12;"CVS-CJO";"Exploitation agricole";775824;543818
2018;12;"CVS-CJO";"Commerce";594055;368159
2018;12;"CVS-CJO";"Commerce - hotels";128718;100179
2018;12;"CVS-CJO";"Services publics";509185;380855
2018;12;"CVS-CJO";"Autres activites";1424269;970987
2018;12;"CVS-CJO";"Autres activites - industrie";339449;211152
2018;12;"CVS-CJO";"Autres activites - entrepot";615712;400323
2018;12;"CVS-CJO";"Autres activites - bureau";435661;369112
2018;11;"Brute";"Ensemble des locaux non-residentiels";3139136;2162710
2018;11;"Brute";"Exploitation agricole";712360;551073
2018;11;"Brute";"Commerce";659796;318582
2018;11;"Brute";"Commerce - hotels";131268;23527
2018;11;"Brute";"Services publics";512487;398955
2018;11;"Brute";"Autres activites";1254495;894051
2018;11;"Brute";"Autres activites - industrie";289834;243155
2018;11;"Brute";"Autres activites - entrepot";536153;297839
2018;11;"Brute";"Autres activites - bureau";428508;353057
2018;11;"CVS-CJO";"Ensemble des locaux non-residentiels";3126757;2090344
2018;11;"CVS-CJO";"Exploitation agricole";731739;583614
2018;11;"CVS-CJO";"Commerce";635452;291923
2018;11;"CVS-CJO";"Commerce - hotels";131268;23527
2018;11;"CVS-CJO";"Services publics";474088;384466
2018;11;"CVS-CJO";"Autres activites";1285478;830341
2018;11;"CVS-CJO";"Autres activites - industrie";306639;239396
2018;11;"CVS-CJO";"Autres activites - entrepot";584008;294752
2018;11;"CVS-CJO";"Autres activites - bureau";429314;309523
2018;10;"Brute";"Ensemble des locaux non-residentiels";3674814;2803036
2018;10;"Brute";"Exploitation agricole";688403;735777
2018;10;"Brute";"Commerce";714404;455329
2018;10;"Brute";"Commerce - hotels";95005;61340
2018;10;"Brute";"Services publics";646509;447986
2018;10;"Brute";"Autres activites";1625497;1163842
2018;10;"Brute";"Autres activites - industrie";456733;334609
2018;10;"Brute";"Autres activites - entrepot";607993;358674
2018;10;"Brute";"Autres activites - bureau";560771;470559
2018;10;"CVS-CJO";"Ensemble des locaux non-residentiels";3302535;2579879
2018;10;"CVS-CJO";"Exploitation agricole";716607;627855
2018;10;"CVS-CJO";"Commerce";628645;458316
2018;10;"CVS-CJO";"Commerce - hotels";95005;61340
2018;10;"CVS-CJO";"Services publics";542204;401298
2018;10;"CVS-CJO";"Autres activites";1415079;1092410
2018;10;"CVS-CJO";"Autres activites - industrie";341117;284751
2018;10;"CVS-CJO";"Autres activites - entrepot";550095;348890
2018;10;"CVS-CJO";"Autres activites - bureau";468798;400764
2018;9;"Brute";"Ensemble des locaux non-residentiels";3719082;1979503
2018;9;"Brute";"Exploitation agricole";943563;436631
2018;9;"Brute";"Commerce";629206;342744
2018;9;"Brute";"Commerce - hotels";75905;39523
2018;9;"Brute";"Services publics";492384;395590
2018;9;"Brute";"Autres activites";1653928;804420
2018;9;"Brute";"Autres activites - industrie";422261;229441
2018;9;"Brute";"Autres activites - entrepot";673123;314176
2018;9;"Brute";"Autres activites - bureau";558544;260803
2018;9;"CVS-CJO";"Ensemble des locaux non-residentiels";3459812;1846297
2018;9;"CVS-CJO";"Exploitation agricole";934342;423151
2018;9;"CVS-CJO";"Commerce";664195;316478
2018;9;"CVS-CJO";"Commerce - hotels";75905;39523
2018;9;"CVS-CJO";"Services publics";472019;336473
2018;9;"CVS-CJO";"Autres activites";1389256;770195
2018;9;"CVS-CJO";"Autres activites - industrie";331213;211066
2018;9;"CVS-CJO";"Autres activites - entrepot";596237;262733
2018;9;"CVS-CJO";"Autres activites - bureau";436189;294521
2018;8;"Brute";"Ensemble des locaux non-residentiels";2916886;1384459
2018;8;"Brute";"Exploitation agricole";621970;353306
2018;8;"Brute";"Commerce";530668;207020
2018;8;"Brute";"Commerce - hotels";90740;43573
2018;8;"Brute";"Services publics";388267;241575
2018;8;"Brute";"Autres activites";1375978;582323
2018;8;"Brute";"Autres activites - industrie";309294;114512
2018;8;"Brute";"Autres activites - entrepot";701721;263397
2018;8;"Brute";"Autres activites - bureau";364963;204414
2018;8;"CVS-CJO";"Ensemble des locaux non-residentiels";3028000;1594312
2018;8;"CVS-CJO";"Exploitation agricole";646875;386123
2018;8;"CVS-CJO";"Commerce";539267;273978
2018;8;"CVS-CJO";"Commerce - hotels";90740;43573
2018;8;"CVS-CJO";"Services publics";423264;293122
2018;8;"CVS-CJO";"Autres activites";1418594;641089
2018;8;"CVS-CJO";"Autres activites - industrie";322493;133372
2018;8;"CVS-CJO";"Autres activites - entrepot";681037;325003
2018;8;"CVS-CJO";"Autres activites - bureau";429467;244298
2018;7;"Brute";"Ensemble des locaux non-residentiels";3505615;2399556
2018;7;"Brute";"Exploitation agricole";950619;698594
2018;7;"Brute";"Commerce";564354;379494
2018;7;"Brute";"Commerce - hotels";119146;34377
2018;7;"Brute";"Services publics";666063;437324
2018;7;"Brute";"Autres activites";1324582;884123
2018;7;"Brute";"Autres activites - industrie";380082;221452
2018;7;"Brute";"Autres activites - entrepot";412108;316499
2018;7;"Brute";"Autres activites - bureau";532391;346171
2018;7;"CVS-CJO";"Ensemble des locaux non-residentiels";3269061;2402212
2018;7;"CVS-CJO";"Exploitation agricole";792243;694605
2018;7;"CVS-CJO";"Commerce";524309;409921
2018;7;"CVS-CJO";"Commerce - hotels";119146;34377
2018;7;"CVS-CJO";"Services publics";633405;443127
2018;7;"CVS-CJO";"Autres activites";1319104;854559
2018;7;"CVS-CJO";"Autres activites - industrie";382105;248335
2018;7;"CVS-CJO";"Autres activites - entrepot";385521;328030
2018;7;"CVS-CJO";"Autres activites - bureau";448835;306122
2018;6;"Brute";"Ensemble des locaux non-residentiels";3404546;2212527
2018;6;"Brute";"Exploitation agricole";924837;452298
2018;6;"Brute";"Commerce";610340;516783
2018;6;"Brute";"Commerce - hotels";74782;94989
2018;6;"Brute";"Services publics";487345;378021
2018;6;"Brute";"Autres activites";1382021;865409
2018;6;"Brute";"Autres activites - industrie";329583;267279
2018;6;"Brute";"Autres activites - entrepot";664975;353959
2018;6;"Brute";"Autres activites - bureau";387463;244173
2018;6;"CVS-CJO";"Ensemble des locaux non-residentiels";3119561;2065283
2018;6;"CVS-CJO";"Exploitation agricole";762466;458881
2018;6;"CVS-CJO";"Commerce";560408;472084
2018;6;"CVS-CJO";"Commerce - hotels";74782;94989
2018;6;"CVS-CJO";"Services publics";477903;334651
2018;6;"CVS-CJO";"Autres activites";1318784;799667
2018;6;"CVS-CJO";"Autres activites - industrie";318711;225196
2018;6;"CVS-CJO";"Autres activites - entrepot";594983;326235
2018;6;"CVS-CJO";"Autres activites - bureau";379312;237604
2018;5;"Brute";"Ensemble des locaux non-residentiels";2688680;2402297
2018;5;"Brute";"Exploitation agricole";734189;588123
2018;5;"Brute";"Commerce";593670;482176
2018;5;"Brute";"Commerce - hotels";60630;82334
2018;5;"Brute";"Services publics";429268;496840
2018;5;"Brute";"Autres activites";931555;834272
2018;5;"Brute";"Autres activites - industrie";215214;212367
2018;5;"Brute";"Autres activites - entrepot";405889;293527
2018;5;"Brute";"Autres activites - bureau";310452;328378
2018;5;"CVS-CJO";"Ensemble des locaux non-residentiels";2950558;2431213
2018;5;"CVS-CJO";"Exploitation agricole";723233;538742
2018;5;"CVS-CJO";"Commerce";658654;458718
2018;5;"CVS-CJO";"Commerce - hotels";60630;82334
2018;5;"CVS-CJO";"Services publics";492999;536964
2018;5;"CVS-CJO";"Autres activites";1075672;896789
2018;5;"CVS-CJO";"Autres activites - industrie";258142;228901
2018;5;"CVS-CJO";"Autres activites - entrepot";463811;353432
2018;5;"CVS-CJO";"Autres activites - bureau";383984;337151
2018;4;"Brute";"Ensemble des locaux non-residentiels";2574168;1592759
2018;4;"Brute";"Exploitation agricole";608210;281579
2018;4;"Brute";"Commerce";426007;328417
2018;4;"Brute";"Commerce - hotels";84268;66478
2018;4;"Brute";"Services publics";410098;229019
2018;4;"Brute";"Autres activites";1129849;753489
2018;4;"Brute";"Autres activites - industrie";261009;225928
2018;4;"Brute";"Autres activites - entrepot";516369;196881
2018;4;"Brute";"Autres activites - bureau";352471;330681
2018;4;"CVS-CJO";"Ensemble des locaux non-residentiels";2972549;1775301
2018;4;"CVS-CJO";"Exploitation agricole";672404;338911
2018;4;"CVS-CJO";"Commerce";471431;353371
2018;4;"CVS-CJO";"Commerce - hotels";84268;66478
2018;4;"CVS-CJO";"Services publics";480837;264330
2018;4;"CVS-CJO";"Autres activites";1347877;818689
2018;4;"CVS-CJO";"Autres activites - industrie";317890;253295
2018;4;"CVS-CJO";"Autres activites - entrepot";646263;218540
2018;4;"CVS-CJO";"Autres activites - bureau";453647;361561
2018;3;"Brute";"Ensemble des locaux non-residentiels";3690571;2469179
2018;3;"Brute";"Exploitation agricole";732301;591924
2018;3;"Brute";"Commerce";657620;377386
2018;3;"Brute";"Commerce - hotels";121180;47408
2018;3;"Brute";"Services publics";632367;512115
2018;3;"Brute";"Autres activites";1668283;987019
2018;3;"Brute";"Autres activites - industrie";301519;285368
2018;3;"Brute";"Autres activites - entrepot";773934;368502
2018;3;"Brute";"Autres activites - bureau";592830;333149
2018;3;"CVS-CJO";"Ensemble des locaux non-residentiels";3602958;2335173
2018;3;"CVS-CJO";"Exploitation agricole";694429;550828
2018;3;"CVS-CJO";"Commerce";639772;377075
2018;3;"CVS-CJO";"Commerce - hotels";121180;47408
2018;3;"CVS-CJO";"Services publics";611422;511564
2018;3;"CVS-CJO";"Autres activites";1657335;895706
2018;3;"CVS-CJO";"Autres activites - industrie";290468;233225
2018;3;"CVS-CJO";"Autres activites - entrepot";768071;333728
2018;3;"CVS-CJO";"Autres activites - bureau";601664;333109
2018;2;"Brute";"Ensemble des locaux non-residentiels";3044381;2289896
2018;2;"Brute";"Exploitation agricole";709116;542025
2018;2;"Brute";"Commerce";524170;431945
2018;2;"Brute";"Commerce - hotels";73406;37924
2018;2;"Brute";"Services publics";608712;325668
2018;2;"Brute";"Autres activites";1202383;990165
2018;2;"Brute";"Autres activites - industrie";339444;311197
2018;2;"Brute";"Autres activites - entrepot";367683;317550
2018;2;"Brute";"Autres activites - bureau";495256;361418
2018;2;"CVS-CJO";"Ensemble des locaux non-residentiels";3310389;2319191
2018;2;"CVS-CJO";"Exploitation agricole";762800;540514
2018;2;"CVS-CJO";"Commerce";598061;423378
2018;2;"CVS-CJO";"Commerce - hotels";73406;37924
2018;2;"CVS-CJO";"Services publics";650518;340595
2018;2;"CVS-CJO";"Autres activites";1299010;1014704
2018;2;"CVS-CJO";"Autres activites - industrie";412215;311126
2018;2;"CVS-CJO";"Autres activites - entrepot";346111;317068
2018;2;"CVS-CJO";"Autres activites - bureau";564139;393008
2018;1;"Brute";"Ensemble des locaux non-residentiels";3382311;2210929
2018;1;"Brute";"Exploitation agricole";1137774;465481
2018;1;"Brute";"Commerce";540927;378869
2018;1;"Brute";"Commerce - hotels";118201;57345
2018;1;"Brute";"Services publics";427641;401223
2018;1;"Brute";"Autres activites";1275967;965339
2018;1;"Brute";"Autres activites - industrie";284433;170349
2018;1;"Brute";"Autres activites - entrepot";507177;509693
2018;1;"Brute";"Autres activites - bureau";484357;285297
2018;1;"CVS-CJO";"Ensemble des locaux non-residentiels";3493014;2248313
2018;1;"CVS-CJO";"Exploitation agricole";1190411;472529
2018;1;"CVS-CJO";"Commerce";542288;385813
2018;1;"CVS-CJO";"Commerce - hotels";118201;57345
2018;1;"CVS-CJO";"Services publics";445958;405608
2018;1;"CVS-CJO";"Autres activites";1314357;984363
2018;1;"CVS-CJO";"Autres activites - industrie";315017;191805
2018;1;"CVS-CJO";"Autres activites - entrepot";553041;407652
2018;1;"CVS-CJO";"Autres activites - bureau";541486;292383
2017;12;"Brute";"Ensemble des locaux non-residentiels";3132186;2040139
2017;12;"Brute";"Exploitation agricole";617730;393149
2017;12;"Brute";"Commerce";735245;374905
2017;12;"Brute";"Commerce - hotels";150875;56350
2017;12;"Brute";"Services publics";463848;379869
2017;12;"Brute";"Autres activites";1315360;892129
2017;12;"Brute";"Autres activites - industrie";395830;215368
2017;12;"Brute";"Autres activites - entrepot";446423;338976
2017;12;"Brute";"Autres activites - bureau";473107;337784
2017;12;"CVS-CJO";"Ensemble des locaux non-residentiels";3290420;2147095
2017;12;"CVS-CJO";"Exploitation agricole";789689;446074
2017;12;"CVS-CJO";"Commerce";747122;355058
2017;12;"CVS-CJO";"Commerce - hotels";150875;56350
2017;12;"CVS-CJO";"Services publics";451273;370348
2017;12;"CVS-CJO";"Autres activites";1302336;975615
2017;12;"CVS-CJO";"Autres activites - industrie";377673;257426
2017;12;"CVS-CJO";"Autres activites - entrepot";462664;422737
2017;12;"CVS-CJO";"Autres activites - bureau";426142;293458
2017;11;"Brute";"Ensemble des locaux non-residentiels";3222543;2307035
2017;11;"Brute";"Exploitation agricole";714809;414365
2017;11;"Brute";"Commerce";750472;481585
2017;11;"Brute";"Commerce - hotels";152197;56152
2017;11;"Brute";"Services publics";607478;395184
2017;11;"Brute";"Autres activites";1149781;1015901
2017;11;"Brute";"Autres activites - industrie";305719;334665
2017;11;"Brute";"Autres activites - entrepot";375272;284111
2017;11;"Brute";"Autres activites - bureau";468790;397124
2017;11;"CVS-CJO";"Ensemble des locaux non-residentiels";3271542;2254003
2017;11;"CVS-CJO";"Exploitation agricole";760665;465605
2017;11;"CVS-CJO";"Commerce";734098;473744
2017;11;"CVS-CJO";"Commerce - hotels";152197;56152
2017;11;"CVS-CJO";"Services publics";567027;391418
2017;11;"CVS-CJO";"Autres activites";1209752;923236
2017;11;"CVS-CJO";"Autres activites - industrie";336263;333293
2017;11;"CVS-CJO";"Autres activites - entrepot";412069;283984
2017;11;"CVS-CJO";"Autres activites - bureau";469053;332763
2017;10;"Brute";"Ensemble des locaux non-residentiels";3970303;2359403
2017;10;"Brute";"Exploitation agricole";834394;632176
2017;10;"Brute";"Commerce";757245;386558
2017;10;"Brute";"Commerce - hotels";91436;40130
2017;10;"Brute";"Services publics";640046;349726
2017;10;"Brute";"Autres activites";1738620;990872
2017;10;"Brute";"Autres activites - industrie";279570;276304
2017;10;"Brute";"Autres activites - entrepot";934091;473984
2017;10;"Brute";"Autres activites - bureau";524959;240584
2017;10;"CVS-CJO";"Ensemble des locaux non-residentiels";3622463;2182303
2017;10;"CVS-CJO";"Exploitation agricole";918446;532975
2017;10;"CVS-CJO";"Commerce";692860;388608
2017;10;"CVS-CJO";"Commerce - hotels";91436;40130
2017;10;"CVS-CJO";"Services publics";544501;316235
2017;10;"CVS-CJO";"Autres activites";1466656;944485
2017;10;"CVS-CJO";"Autres activites - industrie";204371;230887
2017;10;"CVS-CJO";"Autres activites - entrepot";815562;456833
2017;10;"CVS-CJO";"Autres activites - bureau";431566;206199
2017;9;"Brute";"Ensemble des locaux non-residentiels";3775242;2767979
2017;9;"Brute";"Exploitation agricole";866335;495733
2017;9;"Brute";"Commerce";651352;471177
2017;9;"Brute";"Commerce - hotels";118172;50293
2017;9;"Brute";"Services publics";487658;439372
2017;9;"Brute";"Autres activites";1769898;1361501
2017;9;"Brute";"Autres activites - industrie";391369;216839
2017;9;"Brute";"Autres activites - entrepot";840979;886144
2017;9;"Brute";"Autres activites - bureau";537550;258518
2017;9;"CVS-CJO";"Ensemble des locaux non-residentiels";3469289;2604455
2017;9;"CVS-CJO";"Exploitation agricole";839701;492427
2017;9;"CVS-CJO";"Commerce";666810;447707
2017;9;"CVS-CJO";"Commerce - hotels";118172;50293
2017;9;"CVS-CJO";"Services publics";470492;368758
2017;9;"CVS-CJO";"Autres activites";1492286;1295563
2017;9;"CVS-CJO";"Autres activites - industrie";306632;203118
2017;9;"CVS-CJO";"Autres activites - entrepot";759901;742318
2017;9;"CVS-CJO";"Autres activites - bureau";419129;280500
2017;8;"Brute";"Ensemble des locaux non-residentiels";3955370;2217732
2017;8;"Brute";"Exploitation agricole";833759;529230
2017;8;"Brute";"Commerce";814538;485645
2017;8;"Brute";"Commerce - hotels";136237;51674
2017;8;"Brute";"Services publics";577034;446267
2017;8;"Brute";"Autres activites";1730039;755796
2017;8;"Brute";"Autres activites - industrie";590496;190125
2017;8;"Brute";"Autres activites - entrepot";776832;317077
2017;8;"Brute";"Autres activites - bureau";362711;248593
2017;8;"CVS-CJO";"Ensemble des locaux non-residentiels";4125357;2461437
2017;8;"CVS-CJO";"Exploitation agricole";851974;551314
2017;8;"CVS-CJO";"Commerce";824949;553505
2017;8;"CVS-CJO";"Commerce - hotels";136237;51674
2017;8;"CVS-CJO";"Services publics";634152;508915
2017;8;"CVS-CJO";"Autres activites";1814282;847703
2017;8;"CVS-CJO";"Autres activites - industrie";628777;211840
2017;8;"CVS-CJO";"Autres activites - entrepot";756291;383207
2017;8;"CVS-CJO";"Autres activites - bureau";434195;315435
2017;7;"Brute";"Ensemble des locaux non-residentiels";3399456;1513395
2017;7;"Brute";"Exploitation agricole";917751;332133
2017;7;"Brute";"Commerce";698318;301402
2017;7;"Brute";"Commerce - hotels";102935;34157
2017;7;"Brute";"Services publics";537112;244835
2017;7;"Brute";"Autres activites";1246273;634996
2017;7;"Brute";"Autres activites - industrie";314367;156802
2017;7;"Brute";"Autres activites - entrepot";461519;178577
2017;7;"Brute";"Autres activites - bureau";470387;299617
2017;7;"CVS-CJO";"Ensemble des locaux non-residentiels";3289707;1529252
2017;7;"CVS-CJO";"Exploitation agricole";834178;318303
2017;7;"CVS-CJO";"Commerce";708407;316037
2017;7;"CVS-CJO";"Commerce - hotels";102935;34157
2017;7;"CVS-CJO";"Services publics";504446;254306
2017;7;"CVS-CJO";"Autres activites";1242676;640606
2017;7;"CVS-CJO";"Autres activites - industrie";311644;178474
2017;7;"CVS-CJO";"Autres activites - entrepot";444326;179108
2017;7;"CVS-CJO";"Autres activites - bureau";389913;318455
2017;6;"Brute";"Ensemble des locaux non-residentiels";3672070;2316315
