Department,Millesime,Indicateur,Valeur
24,2012,PopUnAnPlus,412680
24,2012,Population,416384
24,2012,PopulationLegale,416384
24,2012,RPMaisons,159087
24,2012,RPProprietaires,129154
24,2012,ResidencesPrincipales,190244
24,2013,Deces,5266
24,2013,Naissances,3486
24,2014,Deces,5241
24,2014,Naissances,3479
24,2015,Deces,5492
24,2015,Naissances,3255
24,2016,Deces,5592
24,2016,Naissances,3228
24,2017,Actifs1564,173951
24,2017,ArriveesHorsDep,14900
24,2017,Chomeurs1564,24527
24,2017,Deces,5651
24,2017,Logements,258732
24,2017,LogementsVacants,26919
24,2017,Naissances,3175
24,2017,Pop65Plus,116032
24,2017,PopUnAnPlus,410466
24,2017,Population,413606
24,2017,PopulationLegale,413606
24,2017,RPMaisons,163903
24,2017,RPProprietaires,133422
24,2017,ResidencesPrincipales,194935
24,2018,Deces,5598
24,2018,Naissances,2942
24,2019,Deces,5578
24,2019,Naissances,2972
24,2020,Deces,5597
24,2020,Naissances,3012
24,2021,Deces,6231
24,2021,Naissances,3073
24,2022,Deces,6292
24,2022,Naissances,3073
24,2023,Actifs1564,174841
24,2023,ArriveesHorsDep,14729
24,2023,Chomeurs1564,19622
24,2023,Deces,5745
24,2023,Logements,268633
24,2023,LogementsVacants,25974
24,2023,Naissances,2746
24,2023,NiveauVieMedian,24150
24,2023,Pop65Plus,128185
24,2023,PopUnAnPlus,414665
24,2023,Population,417614
24,2023,PopulationLegale,417614
24,2023,RPMaisons,170827
24,2023,RPProprietaires,141197
24,2023,RPProprietaires65Plus,65479
24,2023,RPTotalAge,203880
24,2023,ResidencesPrincipales,203880
24,2023,TauxPauvrete,17
24,2024,Deces,5898
24,2024,Naissances,2669
24,2025,Deces,5831
24,2025,Naissances,2647
25,1968,PopulationLegale,426458
25,1975,PopulationLegale,471082
25,1982,PopulationLegale,477163
25,1990,PopulationLegale,484770
25,1999,PopulationLegale,499062
25,2007,PopulationLegale,520133
25,2008,Deces,4028
25,2008,Naissances,7097
25,2009,Deces,4077
25,2009,Naissances,6914
25,2010,Deces,4050
25,2010,Naissances,7105
25,2011,Deces,4146
25,2011,Naissances,6826
25,2012,Actifs1564,252855
25,2012,ArriveesHorsDep,18479
25,2012,Chomeurs1564,30367
25,2012,Deces,4305
25,2012,Logements,266904
25,2012,LogementsVacants,20120
25,2012,Naissances,6778
25,2012,Pop65Plus,89442
25,2012,PopUnAnPlus,524178
25,2012,Population,531062
25,2012,PopulationLegale,531062
25,2012,RPMaisons,122806
25,2012,RPProprietaires,138227
25,2012,ResidencesPrincipales,234867
25,2013,Deces,4182
25,2013,Naissances,6732
25,2014,Deces,4296
25,2014,Naissances,6659
25,2015,Deces,4442
25,2015,Naissances,6521
25,2016,Deces,4466
25,2016,Naissances,6344
25,2017,Actifs1564,251031
25,2017,ArriveesHorsDep,16685
25,2017,Chomeurs1564,30888
25,2017,Deces,4629
25,2017,Logements,279578
25,2017,LogementsVacants,23695
25,2017,Naissances,6123
25,2017,Pop65Plus,102956
25,2017,PopUnAnPlus,532863
25,2017,Population,539067
25,2017,PopulationLegale,539067
25,2017,RPMaisons,128893
25,2017,RPProprietaires,144638
25,2017,ResidencesPrincipales,243469
25,2018,Deces,4827
25,2018,Naissances,5992
25,2019,Deces,4721
25,2019,Naissances,5757
25,2020,Deces,5425
25,2020,Naissances,5671
25,2021,Deces,4933
25,2021,Naissances,5589
25,2022,Deces,5220
25,2022,Naissances,5394
25,2023,Actifs1564,258211
25,2023,ArriveesHorsDep,16056
25,2023,Chomeurs1564,26894
25,2023,Deces,5116
25,2023,Logements,292326
25,2023,LogementsVacants,24984
25,2023,Naissances,5116
25,2023,NiveauVieMedian,27190
25,2023,Pop65Plus,113742
25,2023,PopUnAnPlus,541541
25,2023,Population,547163
25,2023,PopulationLegale,547163
25,2023,RPMaisons,135075
25,2023,RPProprietaires,152743
25,2023,RPProprietaires65Plus,55453
25,2023,RPTotalAge,254754
25,2023,ResidencesPrincipales,254754
25,2023,TauxPauvrete,13
25,2024,Deces,5142
25,2024,Naissances,4976
25,2025,Deces,5191
25,2025,Naissances,4853
26,1968,PopulationLegale,342891
26,1975,PopulationLegale,361847
26,1982,PopulationLegale,389781
26,1990,PopulationLegale,414072
26,1999,PopulationLegale,437778
26,2007,PopulationLegale,473428
26,2008,Deces,4089
26,2008,Naissances,5927
26,2009,Deces,4212
26,2009,Naissances,5846
26,2010,Deces,4104
26,2010,Naissances,5915
26,2011,Deces,4234
26,2011,Naissances,5978
26,2012,Actifs1564,223150
26,2012,ArriveesHorsDep,19070
26,2012,Chomeurs1564,29559
26,2012,Deces,4358
26,2012,Logements,254219
26,2012,LogementsVacants,20779
26,2012,Naissances,5912
26,2012,Pop65Plus,93436
26,2012,PopUnAnPlus,485211
26,2012,Population,491334
26,2012,PopulationLegale,491334
26,2012,RPMaisons,137199
26,2012,RPProprietaires,131514
26,2012,ResidencesPrincipales,212937
26,2013,Deces,4419
26,2013,Naissances,6026
26,2014,Deces,4388
26,2014,Naissances,5965
26,2015,Deces,4523
26,2015,Naissances,5769
26,2016,Deces,4623
26,2016,Naissances,5548
26,2017,Actifs1564,230640
26,2017,ArriveesHorsDep,18364
26,2017,Chomeurs1564,32723
26,2017,Deces,4809
26,2017,Logements,272494
26,2017,LogementsVacants,23774
26,2017,Naissances,5571
26,2017,Pop65Plus,109092
26,2017,PopUnAnPlus,505876
26,2017,Population,511553
26,2017,PopulationLegale,511553
26,2017,RPMaisons,146118
26,2017,RPProprietaires,140551
26,2017,ResidencesPrincipales,226937
26,2018,Deces,4888
26,2018,Naissances,5411
26,2019,Deces,4963
26,2019,Naissances,5476
26,2020,Deces,5291
26,2020,Naissances,5187
26,2021,Deces,5223
26,2021,Naissances,5308
26,2022,Deces,5401
26,2022,Naissances,5276
26,2023,Actifs1564,239562
26,2023,ArriveesHorsDep,17861
26,2023,Chomeurs1564,27566
26,2023,Deces,5168
26,2023,Logements,287966
26,2023,LogementsVacants,23682
26,2023,Naissances,4816
26,2023,NiveauVieMedian,25210
26,2023,Pop65Plus,122714
26,2023,PopUnAnPlus,519135
26,2023,Population,524207
26,2023,PopulationLegale,524207
26,2023,RPMaisons,155721
26,2023,RPProprietaires,150798
26,2023,RPProprietaires65Plus,59743
26,2023,RPTotalAge,241892
26,2023,ResidencesPrincipales,241892
26,2023,TauxPauvrete,16
26,2024,Deces,5154
26,2024,Naissances,4722
26,2025,Deces,5341
26,2025,Naissances,4424
27,1968,PopulationLegale,383385
27,1975,PopulationLegale,422952
27,1982,PopulationLegale,462254
27,1990,PopulationLegale,513818
27,1999,PopulationLegale,541054
27,2007,PopulationLegale,572105
27,2008,Deces,4912
27,2008,Naissances,7717
27,2009,Deces,5060
27,2009,Naissances,7714
27,2010,Deces,4992
27,2010,Naissances,7715
27,2011,Deces,4893
27,2011,Naissances,7738
27,2012,Actifs1564,280231
27,2012,ArriveesHorsDep,21180
27,2012,Chomeurs1564,36811
27,2012,Deces,5218
27,2012,Logements,280523
27,2012,LogementsVacants,18940
27,2012,Naissances,7676
27,2012,Pop65Plus,93603
27,2012,PopUnAnPlus,583543
27,2012,Population,591616
27,2012,PopulationLegale,591616
27,2012,RPMaisons,186915
27,2012,RPProprietaires,155986
27,2012,ResidencesPrincipales,242659
27,2013,Deces,5236
27,2013,Naissances,7352
27,2014,Deces,5201
27,2014,Naissances,7242
27,2015,Deces,5271
27,2015,Naissances,6930
27,2016,Deces,5321
27,2016,Naissances,6974
27,2017,Actifs1564,279036
27,2017,ArriveesHorsDep,19013
27,2017,Chomeurs1564,37445
27,2017,Deces,5490
27,2017,Logements,295109
27,2017,LogementsVacants,23752
27,2017,Naissances,6594
27,2017,Pop65Plus,111305
27,2017,PopUnAnPlus,595012
27,2017,Population,601843
27,2017,PopulationLegale,601843
27,2017,RPMaisons,196848
27,2017,RPProprietaires,164473
27,2017,ResidencesPrincipales,252388
27,2018,Deces,5584
27,2018,Naissances,6434
27,2019,Deces,5714
27,2019,Naissances,6175
27,2020,Deces,6233
27,2020,Naissances,6181
27,2021,Deces,5979
27,2021,Naissances,6211
27,2022,Deces,6125
27,2022,Naissances,6237
27,2023,Actifs1564,279710
27,2023,ArriveesHorsDep,18525
27,2023,Chomeurs1564,31153
27,2023,Deces,5758
27,2023,Logements,305145
27,2023,LogementsVacants,22449
27,2023,Naissances,5689
27,2023,NiveauVieMedian,25520
27,2023,Pop65Plus,125832
27,2023,PopUnAnPlus,596648
27,2023,Population,602714
27,2023,PopulationLegale,602714
27,2023,RPMaisons,204732
27,2023,RPProprietaires,172442
27,2023,RPProprietaires65Plus,61402
27,2023,RPTotalAge,263665
27,2023,ResidencesPrincipales,263665
27,2023,TauxPauvrete,14
27,2024,Deces,5870
27,2024,Naissances,5461
27,2025,Deces,5975
27,2025,Naissances,5249
28,1968,PopulationLegale,302064
28,1975,PopulationLegale,335151
28,1982,PopulationLegale,362813
28,1990,PopulationLegale,396073
28,1999,PopulationLegale,407665
28,2007,PopulationLegale,422411
28,2008,Deces,3779
28,2008,Naissances,5677
28,2009,Deces,3752
28,2009,Naissances,5573
28,2010,Deces,3812
28,2010,Naissances,5716
28,2011,Deces,3673
28,2011,Naissances,5540
28,2012,Actifs1564,204240
28,2012,ArriveesHorsDep,14971
28,2012,Chomeurs1564,23548
28,2012,Deces,3944
28,2012,Logements,207952
28,2012,LogementsVacants,15174
28,2012,Naissances,5548
28,2012,Pop65Plus,74161
28,2012,PopUnAnPlus,426344
28,2012,Population,432107
28,2012,PopulationLegale,432107
28,2012,RPMaisons,132660
28,2012,RPProprietaires,118836
28,2012,ResidencesPrincipales,179655
28,2013,Deces,3865
28,2013,Naissances,5312
28,2014,Deces,3646
28,2014,Naissances,5295
28,2015,Deces,3969
28,2015,Naissances,5063
28,2016,Deces,4235
28,2016,Naissances,5208
28,2017,Actifs1564,200253
28,2017,ArriveesHorsDep,13381
28,2017,Chomeurs1564,25102
28,2017,Deces,4052
28,2017,Logements,215350
28,2017,LogementsVacants,18092
28,2017,Naissances,4781
28,2017,Pop65Plus,85647
28,2017,PopUnAnPlus,428333
28,2017,Population,433233
28,2017,PopulationLegale,433233
28,2017,RPMaisons,136400
28,2017,RPProprietaires,121777
28,2017,ResidencesPrincipales,184213
28,2018,Deces,4171
28,2018,Naissances,4730
28,2019,Deces,4267
28,2019,Naissances,4583
28,2020,Deces,4491
28,2020,Naissances,4439
28,2021,Deces,4562
28,2021,Naissances,4498
28,2022,Deces,4589
28,2022,Naissances,4602
28,2023,Actifs1564,201065
28,2023,ArriveesHorsDep,12920
28,2023,Chomeurs1564,21240
28,2023,Deces,4362
28,2023,Logements,222884
28,2023,LogementsVacants,18479
28,2023,Naissances,4190
28,2023,NiveauVieMedian,25980
28,2023,Pop65Plus,94306
28,2023,PopUnAnPlus,428794
28,2023,Population,433129
28,2023,PopulationLegale,433129
28,2023,RPMaisons,141485
28,2023,RPProprietaires,126971
28,2023,RPProprietaires65Plus,46730
28,2023,RPTotalAge,191532
28,2023,ResidencesPrincipales,191532
28,2023,TauxPauvrete,13
28,2024,Deces,4451
28,2024,Naissances,3990
28,2025,Deces,4415
28,2025,Naissances,3904
29,1968,PopulationLegale,768929
29,1975,PopulationLegale,804088
29,1982,PopulationLegale,828364
29,1990,PopulationLegale,838687
29,1999,PopulationLegale,852418
29,2007,PopulationLegale,885906
29,2008,Deces,9457
29,2008,Naissances,10040
29,2009,Deces,9633
29,2009,Naissances,9733
29,2010,Deces,9819
29,2010,Naissances,9823
29,2011,Deces,9562
29,2011,Naissances,9615
29,2012,Actifs1564,404256
29,2012,ArriveesHorsDep,25949
29,2012,Chomeurs1564,46766
29,2012,Deces,10144
29,2012,Logements,519088
29,2012,LogementsVacants,39376
29,2012,Naissances,9597
29,2012,Pop65Plus,179755
29,2012,PopUnAnPlus,891296
29,2012,Population,901293
29,2012,PopulationLegale,901293
29,2012,RPMaisons,301112
29,2012,RPProprietaires,285993
29,2012,ResidencesPrincipales,411909
29,2013,Deces,9844
29,2013,Naissances,9277
29,2014,Deces,9545
29,2014,Naissances,9088
29,2015,Deces,10154
29,2015,Naissances,8790
29,2016,Deces,10464
29,2016,Naissances,8419
29,2017,Actifs1564,402849
29,2017,ArriveesHorsDep,25945
29,2017,Chomeurs1564,50360
29,2017,Deces,10462
29,2017,Logements,542677
29,2017,LogementsVacants,42221
29,2017,Naissances,8370
29,2017,Pop65Plus,202569
29,2017,PopUnAnPlus,900337
29,2017,Population,909028
29,2017,PopulationLegale,909028
29,2017,RPMaisons,310799
29,2017,RPProprietaires,293390
29,2017,ResidencesPrincipales,425945
29,2018,Deces,10662
29,2018,Naissances,8095
29,2019,Deces,10229
29,2019,Naissances,7975
29,2020,Deces,10529
29,2020,Naissances,7885
29,2021,Deces,10770
29,2021,Naissances,8154
29,2022,Deces,11480
29,2022,Naissances,7964
29,2023,Actifs1564,419126
29,2023,ArriveesHorsDep,25766
29,2023,Chomeurs1564,40997
29,2023,Deces,10980
29,2023,Logements,565650
29,2023,LogementsVacants,37427
29,2023,Naissances,7273
29,2023,NiveauVieMedian,26210
29,2023,Pop65Plus,231331
29,2023,PopUnAnPlus,925593
29,2023,Population,933455
29,2023,PopulationLegale,933455
29,2023,RPMaisons,328515
29,2023,RPProprietaires,311855
29,2023,RPProprietaires65Plus,126781
29,2023,RPTotalAge,451952
29,2023,ResidencesPrincipales,451952
29,2023,TauxPauvrete,11
29,2024,Deces,11103
29,2024,Naissances,7119
29,2025,Deces,10967
29,2025,Naissances,7030
2A,1968,PopulationLegale,89566
2A,1975,PopulationLegale,100278
2A,1982,PopulationLegale,108604
2A,1990,PopulationLegale,118808
2A,1999,PopulationLegale,118593
2A,2007,PopulationLegale,139362
2A,2008,Deces,1335
2A,2008,Naissances,1370
2A,2009,Deces,1384
2A,2009,Naissances,1422
2A,2010,Deces,1318
2A,2010,Naissances,1408
2A,2011,Deces,1444
2A,2011,Naissances,1422
2A,2012,Actifs1564,66238
2A,2012,ArriveesHorsDep,4095
2A,2012,Chomeurs1564,7918
2A,2012,Deces,1363
2A,2012,Logements,107085
2A,2012,LogementsVacants,3911
2A,2012,Naissances,1398
2A,2012,Pop65Plus,30925
2A,2012,PopUnAnPlus,144015
2A,2012,Population,145429
2A,2012,PopulationLegale,145429
2A,2012,RPMaisons,26896
2A,2012,RPProprietaires,34559
2A,2012,ResidencesPrincipales,62173
2A,2013,Deces,1421
2A,2013,Naissances,1317
2A,2014,Deces,1469
2A,2014,Naissances,1371
2A,2015,Deces,1471
2A,2015,Naissances,1336
2A,2016,Deces,1464
2A,2016,Naissances,1372
2A,2017,Actifs1564,71431
2A,2017,ArriveesHorsDep,3867
2A,2017,Chomeurs1564,8249
2A,2017,Deces,1456
2A,2017,Logements,118848
2A,2017,LogementsVacants,3126
2A,2017,Naissances,1328
2A,2017,Pop65Plus,36626
2A,2017,PopUnAnPlus,155713
2A,2017,Population,157249
2A,2017,PopulationLegale,157249
2A,2017,RPMaisons,30887
2A,2017,RPProprietaires,38831
2A,2017,ResidencesPrincipales,68743
2A,2018,Deces,1502
2A,2018,Naissances,1374
2A,2019,Deces,1514
2A,2019,Naissances,1348
2A,2020,Deces,1664
2A,2020,Naissances,1286
2A,2021,Deces,1689
2A,2021,Naissances,1307
2A,2022,Deces,1795
2A,2022,Naissances,1333
2A,2023,Actifs1564,75909
2A,2023,ArriveesHorsDep,4085
2A,2023,Chomeurs1564,6321
2A,2023,Deces,1669
2A,2023,Logements,128776
2A,2023,LogementsVacants,4050
2A,2023,Naissances,1193
2A,2023,NiveauVieMedian,26050
2A,2023,Pop65Plus,42080
2A,2023,PopUnAnPlus,166844
2A,2023,Population,168306
2A,2023,PopulationLegale,168306
2A,2023,RPMaisons,33242
2A,2023,RPProprietaires,42194
2A,2023,RPProprietaires65Plus,18444
2A,2023,RPTotalAge,75184
2A,2023,ResidencesPrincipales,75184
2A,2023,TauxPauvrete,18
2A,2024,Deces,1568
2A,2024,Naissances,1152
2A,2025,Deces,1590
2A,2025,Naissances,1125
2B,1968,PopulationLegale,115702
2B,1975,PopulationLegale,125284
2B,1982,PopulationLegale,131574
2B,1990,PopulationLegale,131563
2B,1999,PopulationLegale,141603
2B,2007,PopulationLegale,159847
2B,2008,Deces,1469
2B,2008,Naissances,1569
2B,2009,Deces,1479
2B,2009,Naissances,1580
2B,2010,Deces,1648
2B,2010,Naissances,1591
2B,2011,Deces,1527
2B,2011,Naissances,1662
2B,2012,Actifs1564,73793
2B,2012,ArriveesHorsDep,6004
2B,2012,Chomeurs1564,9400
2B,2012,Deces,1558
2B,2012,Logements,120216
2B,2012,LogementsVacants,4538
2B,2012,Naissances,1612
2B,2012,Pop65Plus,34605
2B,2012,PopUnAnPlus,169029
2B,2012,Population,170828
2B,2012,PopulationLegale,170828
2B,2012,RPMaisons,35310
2B,2012,RPProprietaires,39473
2B,2012,ResidencesPrincipales,73962
2B,2013,Deces,1617
2B,2013,Naissances,1599
2B,2014,Deces,1578
2B,2014,Naissances,1616
2B,2015,Deces,1635
2B,2015,Naissances,1530
2B,2016,Deces,1628
2B,2016,Naissances,1541
2B,2017,Actifs1564,76310
2B,2017,ArriveesHorsDep,4828
2B,2017,Chomeurs1564,10192
2B,2017,Deces,1709
2B,2017,Logements,130820
2B,2017,LogementsVacants,4845
2B,2017,Naissances,1590
2B,2017,Pop65Plus,40281
2B,2017,PopUnAnPlus,176123
2B,2017,Population,177689
2B,2017,PopulationLegale,177689
2B,2017,RPMaisons,38237
2B,2017,RPProprietaires,43434
2B,2017,ResidencesPrincipales,79689
2B,2018,Deces,1637
2B,2018,Naissances,1480
2B,2019,Deces,1702
2B,2019,Naissances,1503
2B,2020,Deces,1734
2B,2020,Naissances,1401
2B,2021,Deces,1928
2B,2021,Naissances,1421
2B,2022,Deces,1949
2B,2022,Naissances,1416
2B,2023,Actifs1564,80419
2B,2023,ArriveesHorsDep,4123
2B,2023,Chomeurs1564,7969
2B,2023,Deces,1894
2B,2023,Logements,141352
2B,2023,LogementsVacants,4419
2B,2023,Naissances,1307
2B,2023,NiveauVieMedian,24200
2B,2023,Pop65Plus,47070
2B,2023,PopUnAnPlus,185715
2B,2023,Population,187180
2B,2023,PopulationLegale,187180
2B,2023,RPMaisons,41481
2B,2023,RPProprietaires,47804
2B,2023,RPProprietaires65Plus,21270
2B,2023,RPTotalAge,87285
2B,2023,ResidencesPrincipales,87285
2B,2023,TauxPauvrete,22
2B,2024,Deces,1907
2B,2024,Naissances,1325
2B,2025,Deces,1893
2B,2025,Naissances,1169
30,1968,PopulationLegale,478544
30,1975,PopulationLegale,494575
30,1982,PopulationLegale,530478
30,1990,PopulationLegale,585049
30,1999,PopulationLegale,623125
30,2007,PopulationLegale,689847
30,2008,Deces,6369
30,2008,Naissances,8449
30,2009,Deces,6556
30,2009,Naissances,8354
30,2010,Deces,6614
30,2010,Naissances,8494
30,2011,Deces,6567
30,2011,Naissances,8467
30,2012,Actifs1564,316376
30,2012,ArriveesHorsDep,26864
30,2012,Chomeurs1564,53092
30,2012,Deces,6892
30,2012,Logements,401359
30,2012,LogementsVacants,32618
30,2012,Naissances,8196
30,2012,Pop65Plus,143326
30,2012,PopUnAnPlus,717302
30,2012,Population,725618
30,2012,PopulationLegale,725618
30,2012,RPMaisons,204931
30,2012,RPProprietaires,187138
30,2012,ResidencesPrincipales,317173
30,2013,Deces,6797
30,2013,Naissances,8427
30,2014,Deces,6818
30,2014,Naissances,8216
30,2015,Deces,7347
30,2015,Naissances,8006
30,2016,Deces,7379
30,2016,Naissances,8005
30,2017,Actifs1564,318384
30,2017,ArriveesHorsDep,24406
30,2017,Chomeurs1564,55313
30,2017,Deces,7234
30,2017,Logements,423840
30,2017,LogementsVacants,35560
30,2017,Naissances,7708
30,2017,Pop65Plus,165768
30,2017,PopUnAnPlus,736629
30,2017,Population,744178
30,2017,PopulationLegale,744178
30,2017,RPMaisons,217443
30,2017,RPProprietaires,196343
30,2017,ResidencesPrincipales,333199
30,2018,Deces,7576
30,2018,Naissances,7585
30,2019,Deces,7480
30,2019,Naissances,7484
30,2020,Deces,8096
30,2020,Naissances,7377
30,2021,Deces,8260
30,2021,Naissances,7481
30,2022,Deces,8493
30,2022,Naissances,7422
30,2023,Actifs1564,331401
30,2023,ArriveesHorsDep,24256
30,2023,Chomeurs1564,46230
30,2023,Deces,8094
30,2023,Logements,451147
30,2023,LogementsVacants,37207
30,2023,Naissances,6709
30,2023,NiveauVieMedian,23930
30,2023,Pop65Plus,189289
30,2023,PopUnAnPlus,764058
30,2023,Population,770940
30,2023,PopulationLegale,770940
30,2023,RPMaisons,232846
30,2023,RPProprietaires,212376
30,2023,RPProprietaires65Plus,88982
30,2023,RPTotalAge,357160
30,2023,ResidencesPrincipales,357160
30,2023,TauxPauvrete,21
30,2024,Deces,8108
30,2024,Naissances,6546
30,2025,Deces,8112
30,2025,Naissances,6304
31,1968,PopulationLegale,690712
31,1975,PopulationLegale,777431
31,1982,PopulationLegale,824501
31,1990,PopulationLegale,925962
31,1999,PopulationLegale,1046338
31,2007,PopulationLegale,1202920
31,2008,Deces,8285
31,2008,Naissances,15415
31,2009,Deces,8348
31,2009,Naissances,15317
31,2010,Deces,8395
31,2010,Naissances,15770
31,2011,Deces,8297
31,2011,Naissances,16031
31,2012,Actifs1564,638413
31,2012,ArriveesHorsDep,62496
31,2012,Chomeurs1564,78790
31,2012,Deces,8728
31,2012,Logements,652508
31,2012,LogementsVacants,46534
31,2012,Naissances,16347
31,2012,Pop65Plus,192005
31,2012,PopUnAnPlus,1263192
31,2012,Population,1279349
31,2012,PopulationLegale,1279349
31,2012,RPMaisons,301153
31,2012,RPProprietaires,306922
31,2012,ResidencesPrincipales,580858
31,2013,Deces,8881
31,2013,Naissances,16290
31,2014,Deces,8812
31,2014,Naissances,16641
31,2015,Deces,9194
31,2015,Naissances,16363
31,2016,Deces,9242
31,2016,Naissances,16049
31,2017,Actifs1564,677413
31,2017,ArriveesHorsDep,58837
31,2017,Chomeurs1564,88369
31,2017,Deces,9673
31,2017,Logements,715532
31,2017,LogementsVacants,52498
31,2017,Naissances,16024
31,2017,Pop65Plus,221512
31,2017,PopUnAnPlus,1346761
31,2017,Population,1362672
31,2017,PopulationLegale,1362672
31,2017,RPMaisons,321494
31,2017,RPProprietaires,331085
31,2017,ResidencesPrincipales,631799
31,2018,Deces,9661
31,2018,Naissances,15966
31,2019,Deces,9986
31,2019,Naissances,15870
31,2020,Deces,10319
31,2020,Naissances,15825
31,2021,Deces,10685
31,2021,Naissances,15968
31,2022,Deces,10922
31,2022,Naissances,15523
31,2023,Actifs1564,744672
31,2023,ArriveesHorsDep,57241
31,2023,Chomeurs1564,81903
31,2023,Deces,10645
31,2023,Logements,797106
31,2023,LogementsVacants,56168
31,2023,Naissances,14331
31,2023,NiveauVieMedian,27040
31,2023,Pop65Plus,252753
31,2023,PopUnAnPlus,1456035
31,2023,Population,1471468
31,2023,PopulationLegale,1471468
31,2023,RPMaisons,346165
31,2023,RPProprietaires,363358
31,2023,RPProprietaires65Plus,120523
31,2023,RPTotalAge,706806
31,2023,ResidencesPrincipales,706806
31,2023,TauxPauvrete,16
31,2024,Deces,10579
31,2024,Naissances,14454
31,2025,Deces,10842
31,2025,Naissances,14230
32,1968,PopulationLegale,181577
32,1975,PopulationLegale,175366
32,1982,PopulationLegale,174154
32,1990,PopulationLegale,174587
32,1999,PopulationLegale,172335
32,2007,PopulationLegale,183615
32,2008,Deces,2080
32,2008,Naissances,1689
32,2009,Deces,2192
32,2009,Naissances,1718
32,2010,Deces,2246
32,2010,Naissances,1671
32,2011,Deces,2166
32,2011,Naissances,1587
32,2012,Actifs1564,83278
32,2012,ArriveesHorsDep,7924
32,2012,Chomeurs1564,8043
32,2012,Deces,2278
32,2012,Logements,105477
32,2012,LogementsVacants,10509
32,2012,Naissances,1668
32,2012,Pop65Plus,46317
32,2012,PopUnAnPlus,187737
32,2012,Population,189530
32,2012,PopulationLegale,189530
32,2012,RPMaisons,69921
32,2012,RPProprietaires,58246
32,2012,ResidencesPrincipales,84867
32,2013,Deces,2275
32,2013,Naissances,1648
32,2014,Deces,2239
32,2014,Naissances,1643
32,2015,Deces,2400
32,2015,Naissances,1576
32,2016,Deces,2417
32,2016,Naissances,1497
32,2017,Actifs1564,83248
32,2017,ArriveesHorsDep,7278
32,2017,Chomeurs1564,9214
32,2017,Deces,2521
32,2017,Logements,110358
32,2017,LogementsVacants,11817
32,2017,Naissances,1383
32,2017,Pop65Plus,51483
32,2017,PopUnAnPlus,189456
32,2017,Population,191091
32,2017,PopulationLegale,191091
32,2017,RPMaisons,73154
32,2017,RPProprietaires,60744
32,2017,ResidencesPrincipales,88060
32,2018,Deces,2499
32,2018,Naissances,1434
32,2019,Deces,2445
32,2019,Naissances,1388
32,2020,Deces,2465
32,2020,Naissances,1409
32,2021,Deces,2515
32,2021,Naissances,1515
32,2022,Deces,2648
32,2022,Naissances,1471
32,2023,Actifs1564,83394
32,2023,ArriveesHorsDep,7287
32,2023,Chomeurs1564,7661
32,2023,Deces,2583
32,2023,Logements,114137
32,2023,LogementsVacants,11353
32,2023,Naissances,1246
32,2023,NiveauVieMedian,24770
32,2023,Pop65Plus,56457
32,2023,PopUnAnPlus,191202
32,2023,Population,192645
32,2023,PopulationLegale,192645
32,2023,RPMaisons,76303
32,2023,RPProprietaires,63762
32,2023,RPProprietaires65Plus,28090
32,2023,RPTotalAge,92103
32,2023,ResidencesPrincipales,92103
32,2023,TauxPauvrete,16
32,2024,Deces,2587
32,2024,Naissances,1243
32,2025,Deces,2469
32,2025,Naissances,1178
33,1968,PopulationLegale,1009390
33,1975,PopulationLegale,1061480
33,1982,PopulationLegale,1127546
33,1990,PopulationLegale,1213499
33,1999,PopulationLegale,1287334
33,2007,PopulationLegale,1409345
33,2008,Deces,11774
33,2008,Naissances,16636
33,2009,Deces,11937
33,2009,Naissances,17072
33,2010,Deces,12062
33,2010,Naissances,17271
33,2011,Deces,11817
33,2011,Naissances,17098
33,2012,Actifs1564,706195
33,2012,ArriveesHorsDep,53958
33,2012,Chomeurs1564,87265
33,2012,Deces,12736
33,2012,Logements,784118
33,2012,LogementsVacants,49983
33,2012,Naissances,17097
33,2012,Pop65Plus,254096
33,2012,PopUnAnPlus,1466773
33,2012,Population,1483712
33,2012,PopulationLegale,1483712
33,2012,RPMaisons,426290
33,2012,RPProprietaires,371425
33,2012,ResidencesPrincipales,668173
33,2013,Deces,12408
33,2013,Naissances,17265
33,2014,Deces,12464
33,2014,Naissances,17303
33,2015,Deces,13113
33,2015,Naissances,17103
33,2016,Deces,12802
33,2016,Naissances,17052
33,2017,Actifs1564,753055
33,2017,ArriveesHorsDep,57915
33,2017,Chomeurs1564,100977
33,2017,Deces,13527
33,2017,Logements,856616
33,2017,LogementsVacants,53618
33,2017,Naissances,17004
33,2017,Pop65Plus,297480
33,2017,PopUnAnPlus,1566724
33,2017,Population,1583384
33,2017,PopulationLegale,1583384
33,2017,RPMaisons,452110
33,2017,RPProprietaires,398083
33,2017,ResidencesPrincipales,727304
33,2018,Deces,13645
33,2018,Naissances,17115
33,2019,Deces,13859
33,2019,Naissances,16955
33,2020,Deces,13920
33,2020,Naissances,16970
33,2021,Deces,14930
33,2021,Naissances,17494
33,2022,Deces,15542
33,2022,Naissances,16997
33,2023,Actifs1564,826467
33,2023,ArriveesHorsDep,52585
33,2023,Chomeurs1564,86422
33,2023,Deces,14564
33,2023,Logements,944356
33,2023,LogementsVacants,56681
33,2023,Naissances,15762
33,2023,NiveauVieMedian,26820
33,2023,Pop65Plus,341415
33,2023,PopUnAnPlus,1673942
33,2023,Population,1690493
33,2023,PopulationLegale,1690493
33,2023,RPMaisons,480493
