Department,Millesime,Indicateur,Valeur
47,2025,Naissances,2410
48,1968,PopulationLegale,77258
48,1975,PopulationLegale,74825
48,1982,PopulationLegale,74294
48,1990,PopulationLegale,72825
48,1999,PopulationLegale,73509
48,2007,PopulationLegale,76880
48,2008,Deces,908
48,2008,Naissances,779
48,2009,Deces,898
48,2009,Naissances,798
48,2010,Deces,948
48,2010,Naissances,736
48,2011,Deces,941
48,2011,Naissances,695
48,2012,Actifs1564,34158
48,2012,ArriveesHorsDep,3317
48,2012,Chomeurs1564,2849
48,2012,Deces,954
48,2012,Logements,58823
48,2012,LogementsVacants,5550
48,2012,Naissances,711
48,2012,Pop65Plus,16956
48,2012,PopUnAnPlus,76083
48,2012,Population,76889
48,2012,PopulationLegale,76889
48,2012,RPMaisons,25008
48,2012,RPProprietaires,22256
48,2012,ResidencesPrincipales,34150
48,2013,Deces,956
48,2013,Naissances,663
48,2014,Deces,913
48,2014,Naissances,651
48,2015,Deces,998
48,2015,Naissances,694
48,2016,Deces,1002
48,2016,Naissances,661
48,2017,Actifs1564,33715
48,2017,ArriveesHorsDep,3400
48,2017,Chomeurs1564,3242
48,2017,Deces,1023
48,2017,Logements,60898
48,2017,LogementsVacants,6220
48,2017,Naissances,595
48,2017,Pop65Plus,18910
48,2017,PopUnAnPlus,75907
48,2017,Population,76601
48,2017,PopulationLegale,76601
48,2017,RPMaisons,25929
48,2017,RPProprietaires,22851
48,2017,ResidencesPrincipales,34983
48,2018,Deces,961
48,2018,Naissances,580
48,2019,Deces,989
48,2019,Naissances,578
48,2020,Deces,1012
48,2020,Naissances,525
48,2021,Deces,1071
48,2021,Naissances,604
48,2022,Deces,1011
48,2022,Naissances,583
48,2023,Actifs1564,33692
48,2023,ArriveesHorsDep,3127
48,2023,Chomeurs1564,2610
48,2023,Deces,961
48,2023,Logements,62355
48,2023,LogementsVacants,5308
48,2023,Naissances,562
48,2023,NiveauVieMedian,24270
48,2023,Pop65Plus,20887
48,2023,PopUnAnPlus,75884
48,2023,Population,76486
48,2023,PopulationLegale,76486
48,2023,RPMaisons,27133
48,2023,RPProprietaires,24119
48,2023,RPProprietaires65Plus,10638
48,2023,RPTotalAge,36725
48,2023,ResidencesPrincipales,36725
48,2023,TauxPauvrete,15
48,2024,Deces,952
48,2024,Naissances,501
48,2025,Deces,954
48,2025,Naissances,480
49,1968,PopulationLegale,584933
49,1975,PopulationLegale,629466
49,1982,PopulationLegale,674997
49,1990,PopulationLegale,705599
49,1999,PopulationLegale,732657
49,2007,PopulationLegale,770608
49,2008,Deces,6238
49,2008,Naissances,10273
49,2009,Deces,6243
49,2009,Naissances,10168
49,2010,Deces,6357
49,2010,Naissances,10310
49,2011,Deces,6240
49,2011,Naissances,10322
49,2012,Actifs1564,372134
49,2012,ArriveesHorsDep,28421
49,2012,Chomeurs1564,42914
49,2012,Deces,6462
49,2012,Logements,375931
49,2012,LogementsVacants,25690
49,2012,Naissances,10061
49,2012,Pop65Plus,136406
49,2012,PopUnAnPlus,784801
49,2012,Population,795405
49,2012,PopulationLegale,795405
49,2012,RPMaisons,241174
49,2012,RPProprietaires,204397
49,2012,ResidencesPrincipales,339602
49,2013,Deces,6657
49,2013,Naissances,10012
49,2014,Deces,6342
49,2014,Naissances,9780
49,2015,Deces,7021
49,2015,Naissances,9413
49,2016,Deces,6978
49,2016,Naissances,9086
49,2017,Actifs1564,376495
49,2017,ArriveesHorsDep,26564
49,2017,Chomeurs1564,46564
49,2017,Deces,7182
49,2017,Logements,394578
49,2017,LogementsVacants,27441
49,2017,Naissances,8968
49,2017,Pop65Plus,156245
49,2017,PopUnAnPlus,803891
49,2017,Population,813493
49,2017,PopulationLegale,813493
49,2017,RPMaisons,251203
49,2017,RPProprietaires,214347
49,2017,ResidencesPrincipales,355093
49,2018,Deces,7212
49,2018,Naissances,8776
49,2019,Deces,7146
49,2019,Naissances,8483
49,2020,Deces,7534
49,2020,Naissances,8384
49,2021,Deces,7466
49,2021,Naissances,8742
49,2022,Deces,7999
49,2022,Naissances,8480
49,2023,Actifs1564,394266
49,2023,ArriveesHorsDep,25424
49,2023,Chomeurs1564,36913
49,2023,Deces,7492
49,2023,Logements,414821
49,2023,LogementsVacants,25556
49,2023,Naissances,7945
49,2023,NiveauVieMedian,25550
49,2023,Pop65Plus,175749
49,2023,PopUnAnPlus,825297
49,2023,Population,833776
49,2023,PopulationLegale,833776
49,2023,RPMaisons,264197
49,2023,RPProprietaires,226940
49,2023,RPProprietaires65Plus,82494
49,2023,RPTotalAge,375558
49,2023,ResidencesPrincipales,375558
49,2023,TauxPauvrete,12
49,2024,Deces,7447
49,2024,Naissances,7786
49,2025,Deces,7799
49,2025,Naissances,7709
50,1968,PopulationLegale,452705
50,1975,PopulationLegale,452275
50,1982,PopulationLegale,466482
50,1990,PopulationLegale,480123
50,1999,PopulationLegale,481983
50,2007,PopulationLegale,495676
50,2008,Deces,5005
50,2008,Naissances,5395
50,2009,Deces,5184
50,2009,Naissances,5239
50,2010,Deces,5370
50,2010,Naissances,5245
50,2011,Deces,5141
50,2011,Naissances,5197
50,2012,Actifs1564,221938
50,2012,ArriveesHorsDep,13284
50,2012,Chomeurs1564,23699
50,2012,Deces,5407
50,2012,Logements,286571
50,2012,LogementsVacants,22462
50,2012,Naissances,5289
50,2012,Pop65Plus,106082
50,2012,PopUnAnPlus,494345
50,2012,Population,499890
50,2012,PopulationLegale,499890
50,2012,RPMaisons,178205
50,2012,RPProprietaires,139071
50,2012,ResidencesPrincipales,222688
50,2013,Deces,5431
50,2013,Naissances,5001
50,2014,Deces,5302
50,2014,Naissances,4918
50,2015,Deces,5648
50,2015,Naissances,4866
50,2016,Deces,5777
50,2016,Naissances,4561
50,2017,Actifs1564,218892
50,2017,ArriveesHorsDep,12241
50,2017,Chomeurs1564,23781
50,2017,Deces,5716
50,2017,Logements,297133
50,2017,LogementsVacants,25120
50,2017,Naissances,4442
50,2017,Pop65Plus,119436
50,2017,PopUnAnPlus,492106
50,2017,Population,496883
50,2017,PopulationLegale,496883
50,2017,RPMaisons,183760
50,2017,RPProprietaires,144352
50,2017,ResidencesPrincipales,227731
50,2018,Deces,5853
50,2018,Naissances,4306
50,2019,Deces,5879
50,2019,Naissances,4403
50,2020,Deces,5953
50,2020,Naissances,4257
50,2021,Deces,6323
50,2021,Naissances,4419
50,2022,Deces,6730
50,2022,Naissances,4365
50,2023,Actifs1564,221579
50,2023,ArriveesHorsDep,12546
50,2023,Chomeurs1564,18683
50,2023,Deces,6221
50,2023,Logements,305712
50,2023,LogementsVacants,22826
50,2023,Naissances,3938
50,2023,NiveauVieMedian,25430
50,2023,Pop65Plus,132160
50,2023,PopUnAnPlus,493107
50,2023,Population,497522
50,2023,PopulationLegale,497522
50,2023,RPMaisons,190636
50,2023,RPProprietaires,152652
50,2023,RPProprietaires65Plus,63811
50,2023,RPTotalAge,237370
50,2023,ResidencesPrincipales,237370
50,2023,TauxPauvrete,12
50,2024,Deces,6152
50,2024,Naissances,3948
50,2025,Deces,6128
50,2025,Naissances,3660
51,1968,PopulationLegale,485302
51,1975,PopulationLegale,530454
51,1982,PopulationLegale,543670
51,1990,PopulationLegale,558276
51,1999,PopulationLegale,565284
51,2007,PopulationLegale,566561
51,2008,Deces,4798
51,2008,Naissances,7066
51,2009,Deces,4874
51,2009,Naissances,7061
51,2010,Deces,4868
51,2010,Naissances,7182
51,2011,Deces,4832
51,2011,Naissances,7070
51,2012,Actifs1564,270164
51,2012,ArriveesHorsDep,19500
51,2012,Chomeurs1564,34264
51,2012,Deces,4970
51,2012,Logements,281894
51,2012,LogementsVacants,22467
51,2012,Naissances,6761
51,2012,Pop65Plus,92656
51,2012,PopUnAnPlus,561592
51,2012,Population,568795
51,2012,PopulationLegale,568795
51,2012,RPMaisons,142809
51,2012,RPProprietaires,130218
51,2012,ResidencesPrincipales,253158
51,2013,Deces,5002
51,2013,Naissances,7001
51,2014,Deces,4829
51,2014,Naissances,6889
51,2015,Deces,5333
51,2015,Naissances,6618
51,2016,Deces,5202
51,2016,Naissances,6411
51,2017,Actifs1564,263367
51,2017,ArriveesHorsDep,16904
51,2017,Chomeurs1564,36063
51,2017,Deces,5334
51,2017,Logements,294041
51,2017,LogementsVacants,26198
51,2017,Naissances,6091
51,2017,Pop65Plus,107099
51,2017,PopUnAnPlus,562562
51,2017,Population,568895
51,2017,PopulationLegale,568895
51,2017,RPMaisons,146234
51,2017,RPProprietaires,133124
51,2017,ResidencesPrincipales,259819
51,2018,Deces,5270
51,2018,Naissances,6069
51,2019,Deces,5120
51,2019,Naissances,6113
51,2020,Deces,5693
51,2020,Naissances,5843
51,2021,Deces,5579
51,2021,Naissances,6041
51,2022,Deces,5766
51,2022,Naissances,5790
51,2023,Actifs1564,263354
51,2023,ArriveesHorsDep,15894
51,2023,Chomeurs1564,30344
51,2023,Deces,5400
51,2023,Logements,304458
51,2023,LogementsVacants,27779
51,2023,Naissances,5174
51,2023,NiveauVieMedian,25700
51,2023,Pop65Plus,118692
51,2023,PopUnAnPlus,557402
51,2023,Population,563076
51,2023,PopulationLegale,563076
51,2023,RPMaisons,149792
51,2023,RPProprietaires,139219
51,2023,RPProprietaires65Plus,53066
51,2023,RPTotalAge,265839
51,2023,ResidencesPrincipales,265839
51,2023,TauxPauvrete,16
51,2024,Deces,5419
51,2024,Naissances,5146
51,2025,Deces,5323
51,2025,Naissances,5164
52,1968,PopulationLegale,214340
52,1975,PopulationLegale,212304
52,1982,PopulationLegale,210670
52,1990,PopulationLegale,204067
52,1999,PopulationLegale,194873
52,2007,PopulationLegale,187407
52,2008,Deces,2100
52,2008,Naissances,2036
52,2009,Deces,2089
52,2009,Naissances,1944
52,2010,Deces,1962
52,2010,Naissances,1889
52,2011,Deces,1872
52,2011,Naissances,1916
52,2012,Actifs1564,81187
52,2012,ArriveesHorsDep,5317
52,2012,Chomeurs1564,10707
52,2012,Deces,1995
52,2012,Logements,100421
52,2012,LogementsVacants,11000
52,2012,Naissances,1847
52,2012,Pop65Plus,38148
52,2012,PopUnAnPlus,180222
52,2012,Population,182136
52,2012,PopulationLegale,182136
52,2012,RPMaisons,60967
52,2012,RPProprietaires,52625
52,2012,ResidencesPrincipales,82036
52,2013,Deces,2119
52,2013,Naissances,1923
52,2014,Deces,2008
52,2014,Naissances,1881
52,2015,Deces,2145
52,2015,Naissances,1725
52,2016,Deces,2057
52,2016,Naissances,1611
52,2017,Actifs1564,76855
52,2017,ArriveesHorsDep,4544
52,2017,Chomeurs1564,10297
52,2017,Deces,2185
52,2017,Logements,100650
52,2017,LogementsVacants,11745
52,2017,Naissances,1550
52,2017,Pop65Plus,42186
52,2017,PopUnAnPlus,173973
52,2017,Population,175640
52,2017,PopulationLegale,175640
52,2017,RPMaisons,61108
52,2017,RPProprietaires,52770
52,2017,ResidencesPrincipales,81313
52,2018,Deces,2148
52,2018,Naissances,1507
52,2019,Deces,2137
52,2019,Naissances,1424
52,2020,Deces,2378
52,2020,Naissances,1381
52,2021,Deces,2323
52,2021,Naissances,1445
52,2022,Deces,2251
52,2022,Naissances,1361
52,2023,Actifs1564,73205
52,2023,ArriveesHorsDep,4642
52,2023,Chomeurs1564,7959
52,2023,Deces,2158
52,2023,Logements,100360
52,2023,LogementsVacants,11750
52,2023,Naissances,1375
52,2023,NiveauVieMedian,23980
52,2023,Pop65Plus,45002
52,2023,PopUnAnPlus,166910
52,2023,Population,168331
52,2023,PopulationLegale,168331
52,2023,RPMaisons,61480
52,2023,RPProprietaires,52884
52,2023,RPProprietaires65Plus,22953
52,2023,RPTotalAge,80915
52,2023,ResidencesPrincipales,80915
52,2023,TauxPauvrete,16
52,2024,Deces,2190
52,2024,Naissances,1250
52,2025,Deces,2142
52,2025,Naissances,1241
53,1968,PopulationLegale,252762
53,1975,PopulationLegale,261789
53,1982,PopulationLegale,271784
53,1990,PopulationLegale,278037
53,1999,PopulationLegale,285338
53,2007,PopulationLegale,300643
53,2008,Deces,2663
53,2008,Naissances,3912
53,2009,Deces,2707
53,2009,Naissances,3897
53,2010,Deces,2739
53,2010,Naissances,3962
53,2011,Deces,2734
53,2011,Naissances,3733
53,2012,Actifs1564,141347
53,2012,ArriveesHorsDep,9173
53,2012,Chomeurs1564,12070
53,2012,Deces,2870
53,2012,Logements,151650
53,2012,LogementsVacants,12391
53,2012,Naissances,3750
53,2012,Pop65Plus,58473
53,2012,PopUnAnPlus,303409
53,2012,Population,307453
53,2012,PopulationLegale,307453
53,2012,RPMaisons,105906
53,2012,RPProprietaires,86454
53,2012,ResidencesPrincipales,131356
53,2013,Deces,2730
53,2013,Naissances,3656
53,2014,Deces,2759
53,2014,Naissances,3456
53,2015,Deces,3048
53,2015,Naissances,3341
53,2016,Deces,3100
53,2016,Naissances,3225
53,2017,Actifs1564,138728
53,2017,ArriveesHorsDep,8899
53,2017,Chomeurs1564,12876
53,2017,Deces,3045
53,2017,Logements,156662
53,2017,LogementsVacants,14183
53,2017,Naissances,3012
53,2017,Pop65Plus,65928
53,2017,PopUnAnPlus,304059
53,2017,Population,307445
53,2017,PopulationLegale,307445
53,2017,RPMaisons,108469
53,2017,RPProprietaires,89257
53,2017,ResidencesPrincipales,134164
53,2018,Deces,3006
53,2018,Naissances,3024
53,2019,Deces,3132
53,2019,Naissances,3003
53,2020,Deces,3370
53,2020,Naissances,2968
53,2021,Deces,3217
53,2021,Naissances,2986
53,2022,Deces,3413
53,2022,Naissances,3040
53,2023,Actifs1564,139923
53,2023,ArriveesHorsDep,8587
53,2023,Chomeurs1564,10514
53,2023,Deces,3330
53,2023,Logements,162042
53,2023,LogementsVacants,14977
53,2023,Naissances,2873
53,2023,NiveauVieMedian,25140
53,2023,Pop65Plus,71648
53,2023,PopUnAnPlus,302409
53,2023,Population,305468
53,2023,PopulationLegale,305468
53,2023,RPMaisons,112186
53,2023,RPProprietaires,92914
53,2023,RPProprietaires65Plus,35563
53,2023,RPTotalAge,138699
53,2023,ResidencesPrincipales,138699
53,2023,TauxPauvrete,12
53,2024,Deces,3242
53,2024,Naissances,2841
53,2025,Deces,3165
53,2025,Naissances,2747
54,1968,PopulationLegale,705554
54,1975,PopulationLegale,722693
54,1982,PopulationLegale,716964
54,1990,PopulationLegale,711943
54,1999,PopulationLegale,713779
54,2007,PopulationLegale,726592
54,2008,Deces,6170
54,2008,Naissances,8559
54,2009,Deces,6226
54,2009,Naissances,8487
54,2010,Deces,6427
54,2010,Naissances,8536
54,2011,Deces,6206
54,2011,Naissances,8499
54,2012,Actifs1564,339627
54,2012,ArriveesHorsDep,23996
54,2012,Chomeurs1564,45136
54,2012,Deces,6474
54,2012,Logements,360503
54,2012,LogementsVacants,31200
54,2012,Naissances,8387
54,2012,Pop65Plus,123415
54,2012,PopUnAnPlus,724623
54,2012,Population,733266
54,2012,PopulationLegale,733266
54,2012,RPMaisons,180398
54,2012,RPProprietaires,186313
54,2012,ResidencesPrincipales,324035
54,2013,Deces,6430
54,2013,Naissances,8197
54,2014,Deces,6232
54,2014,Naissances,8135
54,2015,Deces,6618
54,2015,Naissances,7785
54,2016,Deces,6648
54,2016,Naissances,7795
54,2017,Actifs1564,334105
54,2017,ArriveesHorsDep,23783
54,2017,Chomeurs1564,46664
54,2017,Deces,6700
54,2017,Logements,375755
54,2017,LogementsVacants,35346
54,2017,Naissances,7507
54,2017,Pop65Plus,138109
54,2017,PopUnAnPlus,725698
54,2017,Population,733481
54,2017,PopulationLegale,733481
54,2017,RPMaisons,184686
54,2017,RPProprietaires,191434
54,2017,ResidencesPrincipales,333167
54,2018,Deces,6681
54,2018,Naissances,7139
54,2019,Deces,6701
54,2019,Naissances,7003
54,2020,Deces,7625
54,2020,Naissances,6819
54,2021,Deces,7388
54,2021,Naissances,6785
54,2022,Deces,7416
54,2022,Naissances,6560
54,2023,Actifs1564,339061
54,2023,ArriveesHorsDep,21728
54,2023,Chomeurs1564,37659
54,2023,Deces,7119
54,2023,Logements,389086
54,2023,LogementsVacants,35305
54,2023,Naissances,5913
54,2023,NiveauVieMedian,25910
54,2023,Pop65Plus,151452
54,2023,PopUnAnPlus,725419
54,2023,Population,732236
54,2023,PopulationLegale,732236
54,2023,RPMaisons,189374
54,2023,RPProprietaires,198663
54,2023,RPProprietaires65Plus,72650
54,2023,RPTotalAge,344462
54,2023,ResidencesPrincipales,344462
54,2023,TauxPauvrete,16
54,2024,Deces,7010
54,2024,Naissances,5858
54,2025,Deces,7137
54,2025,Naissances,5634
55,1968,PopulationLegale,209372
55,1975,PopulationLegale,203799
55,1982,PopulationLegale,199983
55,1990,PopulationLegale,196223
55,1999,PopulationLegale,192198
55,2007,PopulationLegale,193962
55,2008,Deces,1956
55,2008,Naissances,2220
55,2009,Deces,1901
55,2009,Naissances,2122
55,2010,Deces,1904
55,2010,Naissances,2221
55,2011,Deces,1940
55,2011,Naissances,2119
55,2012,Actifs1564,87824
55,2012,ArriveesHorsDep,5635
55,2012,Chomeurs1564,11605
55,2012,Deces,2002
55,2012,Logements,98104
55,2012,LogementsVacants,10226
55,2012,Naissances,2107
55,2012,Pop65Plus,36075
55,2012,PopUnAnPlus,190491
55,2012,Population,192800
55,2012,PopulationLegale,192800
55,2012,RPMaisons,63887
55,2012,RPProprietaires,55550
55,2012,ResidencesPrincipales,83316
55,2013,Deces,1999
55,2013,Naissances,2070
55,2014,Deces,1923
55,2014,Naissances,1928
55,2015,Deces,2099
55,2015,Naissances,1872
55,2016,Deces,2113
55,2016,Naissances,1751
55,2017,Actifs1564,83861
55,2017,ArriveesHorsDep,4846
55,2017,Chomeurs1564,11446
55,2017,Deces,2011
55,2017,Logements,99736
55,2017,LogementsVacants,11630
55,2017,Naissances,1729
55,2017,Pop65Plus,40416
55,2017,PopUnAnPlus,185344
55,2017,Population,187187
55,2017,PopulationLegale,187187
55,2017,RPMaisons,64713
55,2017,RPProprietaires,56058
55,2017,ResidencesPrincipales,83575
55,2018,Deces,2077
55,2018,Naissances,1626
55,2019,Deces,2148
55,2019,Naissances,1551
55,2020,Deces,2461
55,2020,Naissances,1512
55,2021,Deces,2234
55,2021,Naissances,1581
55,2022,Deces,2297
55,2022,Naissances,1473
55,2023,Actifs1564,80783
55,2023,ArriveesHorsDep,4581
55,2023,Chomeurs1564,8943
55,2023,Deces,2189
55,2023,Logements,100335
55,2023,LogementsVacants,11431
55,2023,Naissances,1388
55,2023,NiveauVieMedian,24740
55,2023,Pop65Plus,44933
55,2023,PopUnAnPlus,178782
55,2023,Population,180290
55,2023,PopulationLegale,180290
55,2023,RPMaisons,65175
55,2023,RPProprietaires,56821
55,2023,RPProprietaires65Plus,22910
55,2023,RPTotalAge,83933
55,2023,ResidencesPrincipales,83933
55,2023,TauxPauvrete,15
55,2024,Deces,2164
55,2024,Naissances,1297
55,2025,Deces,2263
55,2025,Naissances,1229
56,1968,PopulationLegale,540474
56,1975,PopulationLegale,563588
56,1982,PopulationLegale,590889
56,1990,PopulationLegale,619838
56,1999,PopulationLegale,643873
56,2007,PopulationLegale,702487
56,2008,Deces,7137
56,2008,Naissances,8288
56,2009,Deces,7270
56,2009,Naissances,7942
56,2010,Deces,7424
56,2010,Naissances,8029
56,2011,Deces,7436
56,2011,Naissances,7894
56,2012,Actifs1564,323673
56,2012,ArriveesHorsDep,26389
56,2012,Chomeurs1564,36820
56,2012,Deces,7763
56,2012,Logements,438653
56,2012,LogementsVacants,30048
56,2012,Naissances,7909
56,2012,Pop65Plus,149895
56,2012,PopUnAnPlus,724063
56,2012,Population,732372
56,2012,PopulationLegale,732372
56,2012,RPMaisons,245631
56,2012,RPProprietaires,222517
56,2012,ResidencesPrincipales,329155
56,2013,Deces,7906
56,2013,Naissances,7645
56,2014,Deces,7637
56,2014,Naissances,7554
56,2015,Deces,8178
56,2015,Naissances,7108
56,2016,Deces,8315
56,2016,Naissances,6974
56,2017,Actifs1564,326698
56,2017,ArriveesHorsDep,25545
56,2017,Chomeurs1564,41477
56,2017,Deces,8363
56,2017,Logements,464186
56,2017,LogementsVacants,34542
56,2017,Naissances,6754
56,2017,Pop65Plus,176119
56,2017,PopUnAnPlus,743763
56,2017,Population,750863
56,2017,PopulationLegale,750863
56,2017,RPMaisons,257987
56,2017,RPProprietaires,233619
56,2017,ResidencesPrincipales,346231
56,2018,Deces,8517
56,2018,Naissances,6637
56,2019,Deces,8701
56,2019,Naissances,6661
56,2020,Deces,8759
56,2020,Naissances,6478
56,2021,Deces,9134
56,2021,Naissances,6755
56,2022,Deces,9540
56,2022,Naissances,6766
56,2023,Actifs1564,342475
56,2023,ArriveesHorsDep,26574
56,2023,Chomeurs1564,32083
56,2023,Deces,9115
56,2023,Logements,491517
56,2023,LogementsVacants,31558
56,2023,Naissances,6186
56,2023,NiveauVieMedian,26250
56,2023,Pop65Plus,207954
56,2023,PopUnAnPlus,776962
56,2023,Population,783390
56,2023,PopulationLegale,783390
56,2023,RPMaisons,277635
56,2023,RPProprietaires,255282
56,2023,RPProprietaires65Plus,109554
56,2023,RPTotalAge,373800
56,2023,ResidencesPrincipales,373800
56,2023,TauxPauvrete,11
56,2024,Deces,9291
56,2024,Naissances,5974
56,2025,Deces,9394
56,2025,Naissances,6005
57,1968,PopulationLegale,971314
57,1975,PopulationLegale,1006373
57,1982,PopulationLegale,1007189
57,1990,PopulationLegale,1011302
57,1999,PopulationLegale,1023447
57,2007,PopulationLegale,1039023
57,2008,Deces,8784
57,2008,Naissances,12012
57,2009,Deces,9042
57,2009,Naissances,11831
57,2010,Deces,8876
57,2010,Naissances,11856
57,2011,Deces,8978
57,2011,Naissances,11474
57,2012,Actifs1564,493019
57,2012,ArriveesHorsDep,22594
57,2012,Chomeurs1564,66067
57,2012,Deces,9304
57,2012,Logements,493278
57,2012,LogementsVacants,40289
57,2012,Naissances,11579
57,2012,Pop65Plus,175392
57,2012,PopUnAnPlus,1033992
57,2012,Population,1046468
57,2012,PopulationLegale,1046468
57,2012,RPMaisons,251226
57,2012,RPProprietaires,265527
57,2012,ResidencesPrincipales,444111
57,2013,Deces,9466
57,2013,Naissances,11421
57,2014,Deces,9271
57,2014,Naissances,11385
57,2015,Deces,9837
57,2015,Naissances,10946
57,2016,Deces,9713
57,2016,Naissances,10707
57,2017,Actifs1564,485387
57,2017,ArriveesHorsDep,20412
57,2017,Chomeurs1564,66979
57,2017,Deces,10057
57,2017,Logements,514328
57,2017,LogementsVacants,46665
57,2017,Naissances,10547
57,2017,Pop65Plus,198477
57,2017,PopUnAnPlus,1032380
57,2017,Population,1043522
57,2017,PopulationLegale,1043522
57,2017,RPMaisons,259480
57,2017,RPProprietaires,273545
57,2017,ResidencesPrincipales,457123
57,2018,Deces,10303
57,2018,Naissances,10189
57,2019,Deces,10282
57,2019,Naissances,10232
57,2020,Deces,11580
57,2020,Naissances,9697
57,2021,Deces,11144
57,2021,Naissances,9744
57,2022,Deces,11172
57,2022,Naissances,9346
57,2023,Actifs1564,493742
57,2023,ArriveesHorsDep,22140
57,2023,Chomeurs1564,54008
57,2023,Deces,10518
57,2023,Logements,539299
57,2023,LogementsVacants,48424
57,2023,Naissances,8660
57,2023,NiveauVieMedian,26030
57,2023,Pop65Plus,221557
57,2023,PopUnAnPlus,1041330
57,2023,Population,1051309
57,2023,PopulationLegale,1051309
57,2023,RPMaisons,267031
57,2023,RPProprietaires,286838
57,2023,RPProprietaires65Plus,101538
57,2023,RPTotalAge,478218
57,2023,ResidencesPrincipales,478218
57,2023,TauxPauvrete,17
57,2024,Deces,10836
57,2024,Naissances,8693
57,2025,Deces,10757
57,2025,Naissances,8268
58,1968,PopulationLegale,247702
58,1975,PopulationLegale,245212
58,1982,PopulationLegale,239635
58,1990,PopulationLegale,233278
58,1999,PopulationLegale,225198
58,2007,PopulationLegale,221488
58,2008,Deces,2873
58,2008,Naissances,2049
58,2009,Deces,2971
58,2009,Naissances,1986
58,2010,Deces,2910
58,2010,Naissances,1982
58,2011,Deces,2995
58,2011,Naissances,1999
58,2012,Actifs1564,89472
58,2012,ArriveesHorsDep,6695
58,2012,Chomeurs1564,11929
58,2012,Deces,3003
58,2012,Logements,140730
58,2012,LogementsVacants,16619
58,2012,Naissances,1942
58,2012,Pop65Plus,54818
58,2012,PopUnAnPlus,214747
58,2012,Population,216786
58,2012,PopulationLegale,216786
58,2012,RPMaisons,77795
58,2012,RPProprietaires,68639
58,2012,ResidencesPrincipales,102788
58,2013,Deces,2936
58,2013,Naissances,1850
58,2014,Deces,2907
58,2014,Naissances,1801
58,2015,Deces,2965
58,2015,Naissances,1777
58,2016,Deces,2995
58,2016,Naissances,1675
58,2017,Actifs1564,83441
58,2017,ArriveesHorsDep,6304
58,2017,Chomeurs1564,11420
58,2017,Deces,3145
58,2017,Logements,141642
58,2017,LogementsVacants,19482
58,2017,Naissances,1628
58,2017,Pop65Plus,59376
58,2017,PopUnAnPlus,205519
58,2017,Population,207182
58,2017,PopulationLegale,207182
58,2017,RPMaisons,77734
58,2017,RPProprietaires,68201
58,2017,ResidencesPrincipales,100961
58,2018,Deces,3053
58,2018,Naissances,1657
58,2019,Deces,2993
58,2019,Naissances,1522
58,2020,Deces,3182
58,2020,Naissances,1482
58,2021,Deces,3232
58,2021,Naissances,1547
58,2022,Deces,3164
58,2022,Naissances,1507
58,2023,Actifs1564,80757
58,2023,ArriveesHorsDep,6425
58,2023,Chomeurs1564,9131
58,2023,Deces,3107
58,2023,Logements,141787
58,2023,LogementsVacants,19075
58,2023,Naissances,1412
58,2023,NiveauVieMedian,24010
58,2023,Pop65Plus,62589
58,2023,PopUnAnPlus,199906
58,2023,Population,201417
58,2023,PopulationLegale,201417
58,2023,RPMaisons,78618
58,2023,RPProprietaires,69004
58,2023,RPProprietaires65Plus,32525
58,2023,RPTotalAge,101408
58,2023,ResidencesPrincipales,101408
58,2023,TauxPauvrete,17
58,2024,Deces,3069
58,2024,Naissances,1339
58,2025,Deces,3154
58,2025,Naissances,1321
59,1968,PopulationLegale,2418847
59,1975,PopulationLegale,2511478
59,1982,PopulationLegale,2520526
59,1990,PopulationLegale,2531855
59,1999,PopulationLegale,2555020
59,2007,PopulationLegale,2564950
59,2008,Deces,21991
59,2008,Naissances,36572
59,2009,Deces,21779
59,2009,Naissances,36508
59,2010,Deces,21886
59,2010,Naissances,36703
59,2011,Deces,21697
59,2011,Naissances,36678
59,2012,Actifs1564,1169861
59,2012,ArriveesHorsDep,50396
59,2012,Chomeurs1564,196685
59,2012,Deces,22492
59,2012,Logements,1155039
59,2012,LogementsVacants,75007
59,2012,Naissances,36513
59,2012,Pop65Plus,373656
59,2012,PopUnAnPlus,2550073
59,2012,Population,2587128
59,2012,PopulationLegale,2587128
59,2012,RPMaisons,732721
59,2012,RPProprietaires,590583
59,2012,ResidencesPrincipales,1067041
59,2013,Deces,22414
59,2013,Naissances,36354
59,2014,Deces,21589
59,2014,Naissances,35923
59,2015,Deces,22740
59,2015,Naissances,34678
59,2016,Deces,22381
59,2016,Naissances,33501
59,2017,Actifs1564,1174466
59,2017,ArriveesHorsDep,49507
59,2017,Chomeurs1564,207172
59,2017,Deces,22628
59,2017,Logements,1214497
59,2017,LogementsVacants,93711
59,2017,Naissances,32304
59,2017,Pop65Plus,426260
59,2017,PopUnAnPlus,2571198
59,2017,Population,2604361
59,2017,PopulationLegale,2604361
59,2017,RPMaisons,746411
59,2017,RPProprietaires,603415
59,2017,ResidencesPrincipales,1102629
59,2018,Deces,22923
59,2018,Naissances,31396
59,2019,Deces,22594
59,2019,Naissances,31096
59,2020,Deces,25137
59,2020,Naissances,30145
59,2021,Deces,24765
59,2021,Naissances,30010
59,2022,Deces,24713
59,2022,Naissances,28956
59,2023,Actifs1564,1205573
59,2023,ArriveesHorsDep,49339
59,2023,Chomeurs1564,174857
59,2023,Deces,23391
