"ANNEE";"MOIS";"TYPE_LGT";"NAT_SERIES";"LOG_AUT";"LOG_COM";"SDP_AUT";"SDP_COM"
"2020";"03";"Collectif";"Brute";18875;12106;1224582;783115
"2020";"03";"Collectif";"CVS-CJO";18392;13212;1193246;854660
"2020";"03";"Individuel groupe";"Brute";4076;2652;371862;234120
"2020";"03";"Individuel groupe";"CVS-CJO";3690;2523;336646;222732
"2020";"03";"Individuel pur";"Brute";9805;7488;1202132;897280
"2020";"03";"Individuel pur";"CVS-CJO";9342;6408;1145366;767865
"2020";"03";"Residence";"Brute";3240;1626;152500;72800
"2020";"03";"Residence";"CVS-CJO";3824;2346;179988;105036
"2020";"03";"Tous Logements";"Brute";35996;23872;2951076;1987315
"2020";"03";"Tous Logements";"CVS-CJO";35248;24489;2889752;2038680
"2020";"02";"Collectif";"Brute";17440;12688;1126421;820399
"2020";"02";"Collectif";"CVS-CJO";20424;16149;1319153;1044185
"2020";"02";"Individuel groupe";"Brute";4005;2902;357636;266208
"2020";"02";"Individuel groupe";"CVS-CJO";4345;3210;387997;294462
"2020";"02";"Individuel pur";"Brute";11036;10871;1331781;1292445
"2020";"02";"Individuel pur";"CVS-CJO";11692;10830;1410944;1287570
"2020";"02";"Residence";"Brute";2779;2305;146300;108200
"2020";"02";"Residence";"CVS-CJO";3476;2463;182994;115617
"2020";"02";"Tous Logements";"Brute";35260;28766;2962138;2487252
"2020";"02";"Tous Logements";"CVS-CJO";39937;32652;3355046;2823255
"2020";"01";"Collectif";"Brute";16971;13766;1104422;886910
"2020";"01";"Collectif";"CVS-CJO";21254;16452;1383147;1059962
"2020";"01";"Individuel groupe";"Brute";4407;3753;392293;333778
"2020";"01";"Individuel groupe";"CVS-CJO";4627;3859;411876;343205
"2020";"01";"Individuel pur";"Brute";12691;11188;1514567;1342811
"2020";"01";"Individuel pur";"CVS-CJO";11697;10918;1395941;1310405
"2020";"01";"Residence";"Brute";2130;3057;107100;120900
"2020";"01";"Residence";"CVS-CJO";2889;3033;145264;119951
"2020";"01";"Tous Logements";"Brute";36199;31764;3118382;2684399
"2020";"01";"Tous Logements";"CVS-CJO";40467;34262;3486051;2895507
"2019";"12";"Collectif";"Brute";23539;28758;1500308;1814977
"2019";"12";"Collectif";"CVS-CJO";21038;16583;1340902;1046588
"2019";"12";"Individuel groupe";"Brute";4281;3732;387721;320121
"2019";"12";"Individuel groupe";"CVS-CJO";4186;2968;379117;254587
"2019";"12";"Individuel pur";"Brute";12168;8623;1447977;1026716
"2019";"12";"Individuel pur";"CVS-CJO";12028;10296;1431317;1225915
"2019";"12";"Residence";"Brute";4685;4939;186700;227200
"2019";"12";"Residence";"CVS-CJO";3906;2943;155656;135382
"2019";"12";"Tous Logements";"Brute";44673;46052;3522706;3389014
"2019";"12";"Tous Logements";"CVS-CJO";41158;32790;3245529;2413050
"2019";"11";"Collectif";"Brute";16214;22511;1046080;1445168
"2019";"11";"Collectif";"CVS-CJO";18972;17445;1224018;1119939
"2019";"11";"Individuel groupe";"Brute";3806;3088;341190;274562
"2019";"11";"Individuel groupe";"CVS-CJO";4602;2970;412548;264070
"2019";"11";"Individuel pur";"Brute";10610;9485;1261283;1149910
"2019";"11";"Individuel pur";"CVS-CJO";12057;9847;1433298;1193797
"2019";"11";"Residence";"Brute";1963;3678;103300;188700
"2019";"11";"Residence";"CVS-CJO";2250;2380;118403;122106
"2019";"11";"Tous Logements";"Brute";32593;38762;2751853;3058340
"2019";"11";"Tous Logements";"CVS-CJO";37881;32642;3198323;2575469
"2019";"10";"Collectif";"Brute";24020;17112;1579397;1074639
"2019";"10";"Collectif";"CVS-CJO";20612;16066;1355309;1008950
"2019";"10";"Individuel groupe";"Brute";4807;3588;417050;317352
"2019";"10";"Individuel groupe";"CVS-CJO";4119;3182;357360;281442
"2019";"10";"Individuel pur";"Brute";11343;12102;1376417;1453700
"2019";"10";"Individuel pur";"CVS-CJO";11678;10387;1417068;1247693
"2019";"10";"Residence";"Brute";5215;2843;190400;138300
"2019";"10";"Residence";"CVS-CJO";4788;3035;174810;147640
"2019";"10";"Tous Logements";"Brute";45385;35645;3563264;2983991
"2019";"10";"Tous Logements";"CVS-CJO";41197;32670;3234456;2734941
"2019";"09";"Collectif";"Brute";19209;17576;1244467;1122189
"2019";"09";"Collectif";"CVS-CJO";17268;16977;1118718;1083944
"2019";"09";"Individuel groupe";"Brute";4078;4003;364102;354275
"2019";"09";"Individuel groupe";"CVS-CJO";3878;3421;346245;302767
"2019";"09";"Individuel pur";"Brute";13022;12340;1571035;1492233
"2019";"09";"Individuel pur";"CVS-CJO";11774;10246;1420470;1239013
"2019";"09";"Residence";"Brute";2722;1303;117900;64400
"2019";"09";"Residence";"CVS-CJO";1781;2026;77142;100134
"2019";"09";"Tous Logements";"Brute";39031;35222;3297504;3033097
"2019";"09";"Tous Logements";"CVS-CJO";34701;32670;2931687;2813335
"2019";"08";"Collectif";"Brute";13777;6402;888477;416431
"2019";"08";"Collectif";"CVS-CJO";16234;13324;1046929;866686
"2019";"08";"Individuel groupe";"Brute";3421;1405;297494;130788
"2019";"08";"Individuel groupe";"CVS-CJO";4168;2863;362454;266510
"2019";"08";"Individuel pur";"Brute";10179;4026;1219019;486635
"2019";"08";"Individuel pur";"CVS-CJO";11370;8916;1361651;1077704
"2019";"08";"Residence";"Brute";2199;463;108200;21100
"2019";"08";"Residence";"CVS-CJO";3057;1709;150417;77883
"2019";"08";"Tous Logements";"Brute";29576;12296;2513190;1054954
"2019";"08";"Tous Logements";"CVS-CJO";34829;26812;2959558;2300376
"2019";"07";"Collectif";"Brute";25285;18142;1622382;1140643
"2019";"07";"Collectif";"CVS-CJO";18941;17523;1215327;1101725
"2019";"07";"Individuel groupe";"Brute";4855;3765;430935;327422
"2019";"07";"Individuel groupe";"CVS-CJO";3971;3601;352470;313160
"2019";"07";"Individuel pur";"Brute";13172;10520;1587248;1268721
"2019";"07";"Individuel pur";"CVS-CJO";11535;9863;1389987;1189486
"2019";"07";"Residence";"Brute";2465;2993;127100;135400
"2019";"07";"Residence";"CVS-CJO";1740;2852;89718;129021
"2019";"07";"Tous Logements";"Brute";45777;35420;3767665;2872186
"2019";"07";"Tous Logements";"CVS-CJO";36187;33839;2978362;2743984
"2019";"06";"Collectif";"Brute";20407;15959;1306876;1038685
"2019";"06";"Collectif";"CVS-CJO";18967;14680;1214658;955442
"2019";"06";"Individuel groupe";"Brute";3858;3582;343542;322246
"2019";"06";"Individuel groupe";"CVS-CJO";3829;3270;340960;294178
"2019";"06";"Individuel pur";"Brute";10720;10031;1306165;1214070
"2019";"06";"Individuel pur";"CVS-CJO";10769;9649;1312135;1167836
"2019";"06";"Residence";"Brute";3582;2194;164700;326100
"2019";"06";"Residence";"CVS-CJO";3158;2195;145204;326249
"2019";"06";"Tous Logements";"Brute";38567;31766;3121283;2901101
"2019";"06";"Tous Logements";"CVS-CJO";36723;29794;2972045;2721004
"2019";"05";"Collectif";"Brute";17268;14391;1100988;947322
"2019";"05";"Collectif";"CVS-CJO";18086;16795;1153143;1105571
"2019";"05";"Individuel groupe";"Brute";3970;2861;361073;260660
"2019";"05";"Individuel groupe";"CVS-CJO";4158;3029;378172;275966
"2019";"05";"Individuel pur";"Brute";11234;10061;1357386;1218938
"2019";"05";"Individuel pur";"CVS-CJO";11627;9729;1404872;1178715
"2019";"05";"Residence";"Brute";2723;1309;116900;69900
"2019";"05";"Residence";"CVS-CJO";2576;1421;110589;75881
"2019";"05";"Tous Logements";"Brute";35195;28622;2936347;2496820
"2019";"05";"Tous Logements";"CVS-CJO";36447;30974;3040802;2701995
"2019";"04";"Collectif";"Brute";18541;16080;1190861;1047149
"2019";"04";"Collectif";"CVS-CJO";19964;17623;1282258;1147631
"2019";"04";"Individuel groupe";"Brute";3671;3424;327649;308071
"2019";"04";"Individuel groupe";"CVS-CJO";3885;3388;346749;304832
"2019";"04";"Individuel pur";"Brute";10722;10612;1294395;1284698
"2019";"04";"Individuel pur";"CVS-CJO";11392;9843;1375280;1191602
"2019";"04";"Residence";"Brute";3064;2632;142800;116000
"2019";"04";"Residence";"CVS-CJO";3682;2872;171602;126578
"2019";"04";"Tous Logements";"Brute";35998;32748;2955705;2755918
"2019";"04";"Tous Logements";"CVS-CJO";38923;33726;3195869;2838222
"2019";"03";"Collectif";"Brute";19683;13669;1266390;870979
"2019";"03";"Collectif";"CVS-CJO";19887;15133;1279515;964264
"2019";"03";"Individuel groupe";"Brute";3817;3113;345912;277169
"2019";"03";"Individuel groupe";"CVS-CJO";3619;3116;327968;277436
"2019";"03";"Individuel pur";"Brute";11115;11176;1351105;1338242
"2019";"03";"Individuel pur";"CVS-CJO";11092;10045;1348309;1202813
"2019";"03";"Residence";"Brute";2379;1452;116800;65600
"2019";"03";"Residence";"CVS-CJO";2854;2253;140121;101788
"2019";"03";"Tous Logements";"Brute";36994;29410;3080207;2551990
"2019";"03";"Tous Logements";"CVS-CJO";37452;30547;3118341;2650651
"2019";"02";"Collectif";"Brute";14024;12762;905745;794671
"2019";"02";"Collectif";"CVS-CJO";16990;16583;1097305;1032599
"2019";"02";"Individuel groupe";"Brute";3520;3038;317517;260099
"2019";"02";"Individuel groupe";"CVS-CJO";3809;3348;343586;286640
"2019";"02";"Individuel pur";"Brute";10627;9984;1282521;1203252
"2019";"02";"Individuel pur";"CVS-CJO";10954;9949;1321985;1199034
"2019";"02";"Residence";"Brute";1350;2660;60100;106300
"2019";"02";"Residence";"CVS-CJO";1908;2773;84941;110816
"2019";"02";"Tous Logements";"Brute";29521;28444;2565883;2364322
"2019";"02";"Tous Logements";"CVS-CJO";33661;32653;2925720;2714182
"2019";"01";"Collectif";"Brute";15866;15428;1006004;971698
"2019";"01";"Collectif";"CVS-CJO";20457;18100;1297102;1139988
"2019";"01";"Individuel groupe";"Brute";3447;3202;310070;281980
"2019";"01";"Individuel groupe";"CVS-CJO";3654;3320;328690;292372
"2019";"01";"Individuel pur";"Brute";11780;10221;1407261;1225848
"2019";"01";"Individuel pur";"CVS-CJO";10905;9987;1302732;1197783
"2019";"01";"Residence";"Brute";1712;2146;75900;87400
"2019";"01";"Residence";"CVS-CJO";2634;2149;116776;87522
"2019";"01";"Tous Logements";"Brute";32805;30997;2799235;2566926
"2019";"01";"Tous Logements";"CVS-CJO";37650;33556;3212656;2778842
"2018";"12";"Collectif";"Brute";19544;27961;1259211;1743709
"2018";"12";"Collectif";"CVS-CJO";18319;16091;1180285;1003470
"2018";"12";"Individuel groupe";"Brute";4127;3443;361752;303491
"2018";"12";"Individuel groupe";"CVS-CJO";4213;2984;369290;263031
"2018";"12";"Individuel pur";"Brute";10465;8085;1254986;954470
"2018";"12";"Individuel pur";"CVS-CJO";10894;9976;1306433;1177711
"2018";"12";"Residence";"Brute";3281;4618;153000;208100
"2018";"12";"Residence";"CVS-CJO";2499;2665;116534;120092
"2018";"12";"Tous Logements";"Brute";37417;44107;3028949;3209770
"2018";"12";"Tous Logements";"CVS-CJO";35925;31716;2908170;2308048
"2018";"11";"Collectif";"Brute";16789;24240;1101471;1509401
"2018";"11";"Collectif";"CVS-CJO";19077;19358;1251579;1205404
"2018";"11";"Individuel groupe";"Brute";3511;3485;310910;312113
"2018";"11";"Individuel groupe";"CVS-CJO";4067;3271;360146;292947
"2018";"11";"Individuel pur";"Brute";10129;10047;1213624;1207695
"2018";"11";"Individuel pur";"CVS-CJO";10815;9971;1295818;1198560
"2018";"11";"Residence";"Brute";2678;1844;126500;106200
"2018";"11";"Residence";"CVS-CJO";2811;579;132782;33346
"2018";"11";"Tous Logements";"Brute";33107;39616;2752505;3135409
"2018";"11";"Tous Logements";"CVS-CJO";36770;33179;3057046;2625952
"2018";"10";"Collectif";"Brute";25026;20865;1658268;1325999
"2018";"10";"Collectif";"CVS-CJO";21842;19816;1447290;1259334
"2018";"10";"Individuel groupe";"Brute";4829;4150;427978;369552
"2018";"10";"Individuel groupe";"CVS-CJO";4170;3665;369573;326363
"2018";"10";"Individuel pur";"Brute";10683;11958;1289916;1436689
"2018";"10";"Individuel pur";"CVS-CJO";11097;10150;1339904;1219468
"2018";"10";"Residence";"Brute";2032;2451;96700;111200
"2018";"10";"Residence";"CVS-CJO";1336;2452;63578;111245
"2018";"10";"Tous Logements";"Brute";42570;39424;3472862;3243440
"2018";"10";"Tous Logements";"CVS-CJO";38445;36083;3136344;2968574
"2018";"09";"Collectif";"Brute";23634;17316;1515412;1114294
"2018";"09";"Collectif";"CVS-CJO";20623;17137;1322347;1102775
"2018";"09";"Individuel groupe";"Brute";5094;4120;453580;351096
"2018";"09";"Individuel groupe";"CVS-CJO";4815;3606;428737;307294
"2018";"09";"Individuel pur";"Brute";11526;11402;1390841;1378794
"2018";"09";"Individuel pur";"CVS-CJO";10797;9740;1302873;1177816
"2018";"09";"Residence";"Brute";4619;1905;208900;103900
"2018";"09";"Residence";"CVS-CJO";3618;2680;163628;146169
"2018";"09";"Tous Logements";"Brute";44873;34743;3568733;2948084
"2018";"09";"Tous Logements";"CVS-CJO";39853;33163;3169494;2814015
"2018";"08";"Collectif";"Brute";16818;7499;1086546;479228
"2018";"08";"Collectif";"CVS-CJO";20011;15828;1292833;1011498
"2018";"08";"Individuel groupe";"Brute";2874;1695;266474;151668
"2018";"08";"Individuel groupe";"CVS-CJO";3372;3398;312648;304052
"2018";"08";"Individuel pur";"Brute";9784;4434;1175782;533353
"2018";"08";"Individuel pur";"CVS-CJO";10499;9660;1261706;1161973
"2018";"08";"Residence";"Brute";3685;1090;180300;55200
"2018";"08";"Residence";"CVS-CJO";4618;2428;225950;122959
"2018";"08";"Tous Logements";"Brute";33161;14718;2709102;1219449
"2018";"08";"Tous Logements";"CVS-CJO";38500;31314;3145274;2594498
"2018";"07";"Collectif";"Brute";23145;17182;1486983;1078721
"2018";"07";"Collectif";"CVS-CJO";18061;16808;1160354;1055240
"2018";"07";"Individuel groupe";"Brute";5114;3160;464342;283022
"2018";"07";"Individuel groupe";"CVS-CJO";4310;3002;391340;268871
"2018";"07";"Individuel pur";"Brute";11749;10646;1418283;1280703
"2018";"07";"Individuel pur";"CVS-CJO";10479;10064;1264975;1210689
"2018";"07";"Residence";"Brute";3352;2442;174600;106000
"2018";"07";"Residence";"CVS-CJO";2696;2280;140430;98968
"2018";"07";"Tous Logements";"Brute";43360;33430;3544208;2748446
"2018";"07";"Tous Logements";"CVS-CJO";35546;32154;2905499;2643540
"2018";"06";"Collectif";"Brute";21309;20400;1365950;1280105
"2018";"06";"Collectif";"CVS-CJO";19433;18591;1245695;1166590
"2018";"06";"Individuel groupe";"Brute";4292;3595;390558;312065
"2018";"06";"Individuel groupe";"CVS-CJO";4078;3181;371085;276128
"2018";"06";"Individuel pur";"Brute";11313;11093;1383823;1341647
"2018";"06";"Individuel pur";"CVS-CJO";10700;10250;1308840;1239690
"2018";"06";"Residence";"Brute";2318;2139;97200;91000
"2018";"06";"Residence";"CVS-CJO";1976;2244;82859;95467
"2018";"06";"Tous Logements";"Brute";39232;37227;3237531;3024817
"2018";"06";"Tous Logements";"CVS-CJO";36187;34266;2986249;2784226
"2018";"05";"Collectif";"Brute";21072;16503;1336166;1039736
"2018";"05";"Collectif";"CVS-CJO";23285;19243;1476491;1212364
"2018";"05";"Individuel groupe";"Brute";3613;2794;328236;247648
"2018";"05";"Individuel groupe";"CVS-CJO";3842;3185;349040;282304
"2018";"05";"Individuel pur";"Brute";10110;10145;1229056;1220642
"2018";"05";"Individuel pur";"CVS-CJO";10777;10195;1310142;1226658
"2018";"05";"Residence";"Brute";3168;2891;149000;138800
"2018";"05";"Residence";"CVS-CJO";3000;2974;141098;142785
"2018";"05";"Tous Logements";"Brute";37963;32333;3042458;2646826
"2018";"05";"Tous Logements";"CVS-CJO";40904;35597;3278158;2914022
"2018";"04";"Collectif";"Brute";19147;16323;1208764;1034305
"2018";"04";"Collectif";"CVS-CJO";21462;17737;1354912;1123903
"2018";"04";"Individuel groupe";"Brute";3732;3458;333987;307845
"2018";"04";"Individuel groupe";"CVS-CJO";4218;3537;377480;314878
"2018";"04";"Individuel pur";"Brute";10259;11501;1241528;1384518
"2018";"04";"Individuel pur";"CVS-CJO";11210;10954;1356616;1318669
"2018";"04";"Residence";"Brute";1632;2050;76900;92200
"2018";"04";"Residence";"CVS-CJO";2094;2310;98670;103894
"2018";"04";"Tous Logements";"Brute";34770;33332;2861179;2818868
"2018";"04";"Tous Logements";"CVS-CJO";38984;34538;3207944;2920859
"2018";"03";"Collectif";"Brute";21626;15708;1368476;1012252
"2018";"03";"Collectif";"CVS-CJO";21249;17046;1344620;1098475
"2018";"03";"Individuel groupe";"Brute";4837;3150;431231;277648
"2018";"03";"Individuel groupe";"CVS-CJO";4405;3041;392717;268040
"2018";"03";"Individuel pur";"Brute";11518;11935;1387346;1414663
"2018";"03";"Individuel pur";"CVS-CJO";11217;10520;1351090;1246942
"2018";"03";"Residence";"Brute";1775;1836;91400;79800
"2018";"03";"Residence";"CVS-CJO";2196;2609;113078;113398
"2018";"03";"Tous Logements";"Brute";39756;32629;3278453;2784363
"2018";"03";"Tous Logements";"CVS-CJO";39067;33216;3221635;2834454
"2018";"02";"Collectif";"Brute";19484;12695;1264053;823434
"2018";"02";"Collectif";"CVS-CJO";23611;16431;1531798;1065762
"2018";"02";"Individuel groupe";"Brute";4065;2803;360809;242844
"2018";"02";"Individuel groupe";"CVS-CJO";4377;3121;388502;270395
"2018";"02";"Individuel pur";"Brute";11291;10702;1349611;1254604
"2018";"02";"Individuel pur";"CVS-CJO";11599;10793;1386426;1265272
"2018";"02";"Residence";"Brute";1901;2440;97800;107900
"2018";"02";"Residence";"CVS-CJO";2447;2430;125890;107458
"2018";"02";"Tous Logements";"Brute";36741;28640;3072273;2428782
"2018";"02";"Tous Logements";"CVS-CJO";42034;32775;3514872;2779446
"2018";"01";"Collectif";"Brute";15243;14432;972182;903119
"2018";"01";"Collectif";"CVS-CJO";18726;16648;1194324;1041791
"2018";"01";"Individuel groupe";"Brute";3994;3038;343490;277344
"2018";"01";"Individuel groupe";"CVS-CJO";4314;3151;371010;287660
"2018";"01";"Individuel pur";"Brute";13209;10582;1557780;1256620
"2018";"01";"Individuel pur";"CVS-CJO";12094;10374;1426284;1231920
"2018";"01";"Residence";"Brute";1800;2226;73400;102700
"2018";"01";"Residence";"CVS-CJO";2671;2258;108917;104176
"2018";"01";"Tous Logements";"Brute";34246;30278;2946852;2539783
"2018";"01";"Tous Logements";"CVS-CJO";37805;32431;3253102;2720381
"2017";"12";"Collectif";"Brute";24424;36488;1562317;2228419
"2017";"12";"Collectif";"CVS-CJO";21859;21160;1398243;1292297
"2017";"12";"Individuel groupe";"Brute";4486;4477;386001;353986
"2017";"12";"Individuel groupe";"CVS-CJO";4569;3992;393143;315638
"2017";"12";"Individuel pur";"Brute";12620;8965;1494393;1051972
"2017";"12";"Individuel pur";"CVS-CJO";13055;11298;1545903;1325731
"2017";"12";"Residence";"Brute";2412;6122;108000;299500
"2017";"12";"Residence";"CVS-CJO";1731;4210;77508;205961
"2017";"12";"Tous Logements";"Brute";43942;56052;3550711;3933877
"2017";"12";"Tous Logements";"CVS-CJO";41214;40660;3330276;2853626
"2017";"11";"Collectif";"Brute";17158;24139;1082754;1499421
"2017";"11";"Collectif";"CVS-CJO";19462;18505;1228148;1149459
"2017";"11";"Individuel groupe";"Brute";3265;4869;285210;418316
"2017";"11";"Individuel groupe";"CVS-CJO";3690;4491;322335;385840
"2017";"11";"Individuel pur";"Brute";11141;11346;1308370;1355568
"2017";"11";"Individuel pur";"CVS-CJO";11898;11243;1397270;1343262
"2017";"11";"Residence";"Brute";2894;4339;134900;205500
"2017";"11";"Residence";"CVS-CJO";2905;3059;135413;144878
"2017";"11";"Tous Logements";"Brute";34458;44693;2811234;3478805
"2017";"11";"Tous Logements";"CVS-CJO";37955;37298;3096534;2903194
"2017";"10";"Collectif";"Brute";23468;19763;1481030;1204870
"2017";"10";"Collectif";"CVS-CJO";20112;18903;1269238;1152439
"2017";"10";"Individuel groupe";"Brute";4672;3745;405362;332393
"2017";"10";"Individuel groupe";"CVS-CJO";4132;3270;358509;290234
"2017";"10";"Individuel pur";"Brute";10927;13077;1299515;1566857
"2017";"10";"Individuel pur";"CVS-CJO";11717;11227;1393467;1345194
"2017";"10";"Residence";"Brute";4112;1767;190900;87100
"2017";"10";"Residence";"CVS-CJO";3354;1669;155710;82269
"2017";"10";"Tous Logements";"Brute";43179;38352;3376807;3191220
"2017";"10";"Tous Logements";"CVS-CJO";39315;35069;3074624;2918046
"2017";"09";"Collectif";"Brute";27583;17629;1709986;1071191
"2017";"09";"Collectif";"CVS-CJO";24245;17508;1503049;1063839
"2017";"09";"Individuel groupe";"Brute";4467;3769;386086;338632
"2017";"09";"Individuel groupe";"CVS-CJO";4043;3296;349439;296134
"2017";"09";"Individuel pur";"Brute";13025;13175;1570708;1570043
"2017";"09";"Individuel pur";"CVS-CJO";11814;11065;1424671;1318598
"2017";"09";"Residence";"Brute";4267;2415;231800;109200
"2017";"09";"Residence";"CVS-CJO";3426;3146;186114;142254
"2017";"09";"Tous Logements";"Brute";49342;36988;3898580;3089066
"2017";"09";"Tous Logements";"CVS-CJO";43528;35015;3439208;2924290
"2017";"08";"Collectif";"Brute";19456;8251;1216727;525550
"2017";"08";"Collectif";"CVS-CJO";22817;18060;1426915;1150337
"2017";"08";"Individuel groupe";"Brute";3561;1937;310437;167462
"2017";"08";"Individuel groupe";"CVS-CJO";4152;3922;361959;339074
"2017";"08";"Individuel pur";"Brute";11327;5132;1353838;616469
"2017";"08";"Individuel pur";"CVS-CJO";12110;11112;1447425;1334802
"2017";"08";"Residence";"Brute";1515;1219;67500;48900
"2017";"08";"Residence";"CVS-CJO";2350;2660;104703;106706
"2017";"08";"Tous Logements";"Brute";35859;16539;2948502;1358381
"2017";"08";"Tous Logements";"CVS-CJO";41429;35754;3406495;2936547
"2017";"07";"Collectif";"Brute";28881;19256;1823620;1170621
"2017";"07";"Collectif";"CVS-CJO";24236;18576;1530323;1129282
"2017";"07";"Individuel groupe";"Brute";4532;3639;399360;313276
"2017";"07";"Individuel groupe";"CVS-CJO";4027;3574;354859;307680
"2017";"07";"Individuel pur";"Brute";12567;11107;1505941;1319661
"2017";"07";"Individuel pur";"CVS-CJO";12282;10878;1471789;1292453
"2017";"07";"Residence";"Brute";3302;3005;174000;129400
"2017";"07";"Residence";"CVS-CJO";2759;2769;145386;119238
"2017";"07";"Tous Logements";"Brute";49282;37007;3902921;2932958
"2017";"07";"Tous Logements";"CVS-CJO";43304;35797;3429489;2837060
"2017";"06";"Collectif";"Brute";24988;19218;1558526;1223329
"2017";"06";"Collectif";"CVS-CJO";22510;17515;1403971;1114924
"2017";"06";"Individuel groupe";"Brute";4375;4100;389664;360713
"2017";"06";"Individuel groupe";"CVS-CJO";4073;3641;362766;320331
"2017";"06";"Individuel pur";"Brute";13220;11776;1566659;1415763
"2017";"06";"Individuel pur";"CVS-CJO";12359;11038;1464625;1327037
"2017";"06";"Residence";"Brute";3383;2958;142600;129700
"2017";"06";"Residence";"CVS-CJO";2984;3105;125781;136146
"2017";"06";"Tous Logements";"Brute";45966;38052;3657449;3129505
"2017";"06";"Tous Logements";"CVS-CJO";41926;35299;3335992;2903090
"2017";"05";"Collectif";"Brute";20405;15001;1291308;939506
"2017";"05";"Collectif";"CVS-CJO";21566;17224;1364781;1078732
"2017";"05";"Individuel groupe";"Brute";4191;3244;357945;288300
"2017";"05";"Individuel groupe";"CVS-CJO";4266;3542;364351;314784
"2017";"05";"Individuel pur";"Brute";12480;11286;1481412;1349960
"2017";"05";"Individuel pur";"CVS-CJO";12685;10976;1505746;1312880
"2017";"05";"Residence";"Brute";2293;2756;108300;112800
"2017";"05";"Residence";"CVS-CJO";2335;2741;110284;112186
"2017";"05";"Tous Logements";"Brute";39369;32287;3238965;2690566
"2017";"05";"Tous Logements";"CVS-CJO";40852;34483;3360974;2873565
"2017";"04";"Collectif";"Brute";18165;16961;1132872;1058493
"2017";"04";"Collectif";"CVS-CJO";20875;18057;1301883;1126892
"2017";"04";"Individuel groupe";"Brute";3339;3212;286517;284436
"2017";"04";"Individuel groupe";"CVS-CJO";3940;3345;338088;296214
"2017";"04";"Individuel pur";"Brute";10391;10634;1237822;1282359
"2017";"04";"Individuel pur";"CVS-CJO";11772;10422;1402333;1256794
"2017";"04";"Residence";"Brute";2192;2481;106000;121300
"2017";"04";"Residence";"CVS-CJO";2777;2752;134289;134550
"2017";"04";"Tous Logements";"Brute";34087;33288;2763211;2746588
"2017";"04";"Tous Logements";"CVS-CJO";39364;34576;3190983;2852861
"2017";"03";"Collectif";"Brute";22242;19090;1349477;1173757
"2017";"03";"Collectif";"CVS-CJO";21338;20986;1294629;1290333
"2017";"03";"Individuel groupe";"Brute";5017;4130;441664;358626
"2017";"03";"Individuel groupe";"CVS-CJO";4398;3953;387171;343256
"2017";"03";"Individuel pur";"Brute";14340;12230;1732051;1447290
"2017";"03";"Individuel pur";"CVS-CJO";13314;10578;1608126;1251793
"2017";"03";"Residence";"Brute";4068;1940;172900;71000
"2017";"03";"Residence";"CVS-CJO";4278;2645;181826;96802
"2017";"03";"Tous Logements";"Brute";45667;37390;3696092;3050673
"2017";"03";"Tous Logements";"CVS-CJO";43328;38162;3506783;3113661
"2017";"02";"Collectif";"Brute";16042;15343;1004943;979242
"2017";"02";"Collectif";"CVS-CJO";19645;19399;1230651;1238110
"2017";"02";"Individuel groupe";"Brute";3508;3199;312545;274664
"2017";"02";"Individuel groupe";"CVS-CJO";3730;3589;332324;308149
"2017";"02";"Individuel pur";"Brute";11849;10672;1425905;1257650
"2017";"02";"Individuel pur";"CVS-CJO";12200;10874;1468144;1281455
"2017";"02";"Residence";"Brute";2324;1404;95000;59000
"2017";"02";"Residence";"CVS-CJO";2857;1330;116788;55890
"2017";"02";"Tous Logements";"Brute";33723;30618;2838393;2570556
"2017";"02";"Tous Logements";"CVS-CJO";38432;35192;3234740;2954569
"2017";"01";"Collectif";"Brute";14488;15944;901050;1000929
"2017";"01";"Collectif";"CVS-CJO";17120;18257;1064742;1146134
"2017";"01";"Individuel groupe";"Brute";3662;3366;321933;287348
"2017";"01";"Individuel groupe";"CVS-CJO";4082;3409;358856;291019
"2017";"01";"Individuel pur";"Brute";13225;10300;1547340;1209993
"2017";"01";"Individuel pur";"CVS-CJO";12250;9979;1433264;1172284
"2017";"01";"Residence";"Brute";1544;3035;68300;124500
"2017";"01";"Residence";"CVS-CJO";2369;3110;104794;127577
"2017";"01";"Tous Logements";"Brute";32919;32645;2838623;2622770
"2017";"01";"Tous Logements";"CVS-CJO";35821;34755;3088864;2792292
"2016";"12";"Collectif";"Brute";26216;27856;1612779;1729787
"2016";"12";"Collectif";"CVS-CJO";23114;16481;1421947;1023428
"2016";"12";"Individuel groupe";"Brute";4049;4099;358942;346100
"2016";"12";"Individuel groupe";"CVS-CJO";3930;3441;348393;290542
"2016";"12";"Individuel pur";"Brute";11656;8854;1368098;1052672
"2016";"12";"Individuel pur";"CVS-CJO";11516;10449;1351666;1242305
"2016";"12";"Residence";"Brute";3594;3923;166000;197700
"2016";"12";"Residence";"CVS-CJO";3218;2287;148633;115254
"2016";"12";"Tous Logements";"Brute";45515;44732;3505819;3326259
"2016";"12";"Tous Logements";"CVS-CJO";41778;32658;3217974;2428440
"2016";"11";"Collectif";"Brute";20590;20279;1318261;1265570
"2016";"11";"Collectif";"CVS-CJO";23351;15732;1495032;981801
"2016";"11";"Individuel groupe";"Brute";3819;3239;342976;278290
"2016";"11";"Individuel groupe";"CVS-CJO";4431;3072;397938;263942
"2016";"11";"Individuel pur";"Brute";10587;10089;1245772;1192604
