Date,Department,Type,PrixM2Median,PrixMedian,NbVentes
2019-07-01,18,Ensemble,1069.0,86000.0,956
2019-10-01,18,Ensemble,1007.0,79200.0,891
2020-01-01,18,Ensemble,1024.0,76000.0,783
2020-04-01,18,Ensemble,1079.0,81000.0,679
2020-07-01,18,Ensemble,1113.0,82000.0,887
2020-10-01,18,Ensemble,1063.0,80000.0,1127
2014-01-01,18,Maison,1015.0,86682.0,414
2014-04-01,18,Maison,981.0,80000.0,499
2014-07-01,18,Maison,1091.0,91000.0,522
2014-10-01,18,Maison,1032.0,86000.0,495
2015-01-01,18,Maison,1043.0,85000.0,442
2015-04-01,18,Maison,1051.0,83000.0,502
2015-07-01,18,Maison,1129.0,100000.0,629
2015-10-01,18,Maison,1031.0,87000.0,607
2016-01-01,18,Maison,1062.0,88000.0,480
2016-04-01,18,Maison,955.0,81000.0,591
2016-07-01,18,Maison,1092.0,95000.0,649
2016-10-01,18,Maison,1023.0,85000.0,622
2017-01-01,18,Maison,1000.0,85000.0,606
2017-04-01,18,Maison,961.0,81000.0,601
2017-07-01,18,Maison,1053.0,92500.0,705
2017-10-01,18,Maison,1011.0,82000.0,645
2018-01-01,18,Maison,987.0,85000.0,549
2018-04-01,18,Maison,1000.0,80000.0,542
2018-07-01,18,Maison,1058.0,92750.0,702
2018-10-01,18,Maison,1050.0,89300.0,616
2019-01-01,18,Maison,973.0,85000.0,595
2019-04-01,18,Maison,978.0,84000.0,663
2019-07-01,18,Maison,1024.0,95000.0,780
2019-10-01,18,Maison,987.0,85000.0,729
2020-01-01,18,Maison,1000.0,82000.0,603
2020-04-01,18,Maison,1059.0,90000.0,523
2020-07-01,18,Maison,1043.0,86200.0,728
2020-10-01,18,Maison,1012.0,84000.0,958
2014-01-01,19,Appartement,1090.0,55500.0,92
2014-04-01,19,Appartement,1143.0,64000.0,83
2014-07-01,19,Appartement,1236.0,73500.0,98
2014-10-01,19,Appartement,1152.0,61475.0,80
2015-01-01,19,Appartement,1090.0,60000.0,87
2015-04-01,19,Appartement,1137.0,63000.0,105
2015-07-01,19,Appartement,1164.0,72500.0,99
2015-10-01,19,Appartement,1064.0,67900.0,85
2016-01-01,19,Appartement,1091.0,64000.0,88
2016-04-01,19,Appartement,1066.0,65000.0,118
2016-07-01,19,Appartement,1042.0,64000.0,113
2016-10-01,19,Appartement,1128.0,62255.0,108
2017-01-01,19,Appartement,1159.0,60000.0,111
2017-04-01,19,Appartement,1125.0,57500.0,129
2017-07-01,19,Appartement,1100.0,61000.0,118
2017-10-01,19,Appartement,1065.0,60000.0,113
2018-01-01,19,Appartement,1110.0,57000.0,108
2018-04-01,19,Appartement,1175.0,69000.0,126
2018-07-01,19,Appartement,1167.0,61000.0,115
2018-10-01,19,Appartement,1209.0,70250.0,96
2019-01-01,19,Appartement,1200.0,67000.0,137
2019-04-01,19,Appartement,1154.0,64750.0,168
2019-07-01,19,Appartement,1272.0,66295.0,148
2019-10-01,19,Appartement,1288.0,69000.0,143
2020-01-01,19,Appartement,1225.0,62443.0,111
2020-04-01,19,Appartement,1198.0,63000.0,100
2020-07-01,19,Appartement,1320.0,74500.0,143
2020-10-01,19,Appartement,1288.0,68500.0,187
2014-01-01,19,Ensemble,1096.0,85500.0,414
2014-04-01,19,Ensemble,1147.0,87500.0,405
2014-07-01,19,Ensemble,1142.0,90000.0,463
2014-10-01,19,Ensemble,1100.0,78000.0,385
2015-01-01,19,Ensemble,1129.0,84500.0,348
2015-04-01,19,Ensemble,1130.0,85750.0,458
2015-07-01,19,Ensemble,1160.0,91500.0,519
2015-10-01,19,Ensemble,1102.0,89500.0,507
2016-01-01,19,Ensemble,1142.0,86300.0,398
2016-04-01,19,Ensemble,1038.0,83000.0,487
2016-07-01,19,Ensemble,1130.0,85000.0,532
2016-10-01,19,Ensemble,1071.0,81000.0,499
2017-01-01,19,Ensemble,1136.0,88000.0,483
2017-04-01,19,Ensemble,1143.0,88000.0,548
2017-07-01,19,Ensemble,1084.0,85000.0,582
2017-10-01,19,Ensemble,1110.0,85000.0,561
2018-01-01,19,Ensemble,1100.0,85000.0,511
2018-04-01,19,Ensemble,1143.0,90000.0,523
2018-07-01,19,Ensemble,1174.0,94000.0,567
2018-10-01,19,Ensemble,1150.0,85000.0,452
2019-01-01,19,Ensemble,1139.0,84000.0,539
2019-04-01,19,Ensemble,1160.0,84000.0,597
2019-07-01,19,Ensemble,1201.0,90000.0,680
2019-10-01,19,Ensemble,1184.0,94000.0,666
2020-01-01,19,Ensemble,1176.0,87000.0,506
2020-04-01,19,Ensemble,1172.0,87000.0,489
2020-07-01,19,Ensemble,1224.0,96000.0,661
2020-10-01,19,Ensemble,1255.0,97110.0,839
2014-01-01,19,Maison,1109.0,93500.0,322
2014-04-01,19,Maison,1157.0,93500.0,322
2014-07-01,19,Maison,1123.0,100000.0,365
2014-10-01,19,Maison,1087.0,83000.0,305
2015-01-01,19,Maison,1140.0,95000.0,261
2015-04-01,19,Maison,1119.0,94200.0,353
2015-07-01,19,Maison,1159.0,100215.0,420
2015-10-01,19,Maison,1111.0,95000.0,422
2016-01-01,19,Maison,1149.0,96000.0,310
2016-04-01,19,Maison,1031.0,90000.0,369
2016-07-01,19,Maison,1162.0,92000.0,419
2016-10-01,19,Maison,1056.0,90000.0,391
2017-01-01,19,Maison,1132.0,99500.0,372
2017-04-01,19,Maison,1150.0,100000.0,419
2017-07-01,19,Maison,1083.0,92500.0,464
2017-10-01,19,Maison,1112.0,94500.0,448
2018-01-01,19,Maison,1096.0,95000.0,403
2018-04-01,19,Maison,1129.0,97500.0,397
2018-07-01,19,Maison,1176.0,107300.0,452
2018-10-01,19,Maison,1117.0,95000.0,356
2019-01-01,19,Maison,1101.0,90500.0,402
2019-04-01,19,Maison,1167.0,97200.0,429
2019-07-01,19,Maison,1185.0,100000.0,532
2019-10-01,19,Maison,1173.0,105000.0,523
2020-01-01,19,Maison,1172.0,100000.0,395
2020-04-01,19,Maison,1165.0,100000.0,389
2020-07-01,19,Maison,1205.0,109500.0,518
2020-10-01,19,Maison,1250.0,110000.0,652
2014-01-01,21,Appartement,1887.0,102750.0,712
2014-04-01,21,Appartement,1974.0,100000.0,559
2014-07-01,21,Appartement,2021.0,102000.0,669
2014-10-01,21,Appartement,1915.0,104048.0,578
2015-01-01,21,Appartement,1880.0,105000.0,538
2015-04-01,21,Appartement,1900.0,100000.0,708
2015-07-01,21,Appartement,1989.0,104000.0,867
2015-10-01,21,Appartement,1922.0,103000.0,721
2016-01-01,21,Appartement,1882.0,101000.0,641
2016-04-01,21,Appartement,1885.0,100000.0,864
2016-07-01,21,Appartement,1938.0,100000.0,896
2016-10-01,21,Appartement,1861.0,96000.0,719
2017-01-01,21,Appartement,1858.0,102300.0,787
2017-04-01,21,Appartement,1905.0,98000.0,961
2017-07-01,21,Appartement,1975.0,104880.0,864
2017-10-01,21,Appartement,1994.0,105000.0,827
2018-01-01,21,Appartement,1889.0,101600.0,764
2018-04-01,21,Appartement,1900.0,100000.0,860
2018-07-01,21,Appartement,1985.0,104200.0,616
2019-01-01,21,Appartement,1966.0,100000.0,868
2019-04-01,21,Appartement,1920.0,99000.0,1007
2019-07-01,21,Appartement,2043.0,104000.0,1154
2019-10-01,21,Appartement,2098.0,109000.0,1019
2020-01-01,21,Appartement,2111.0,108000.0,936
2020-04-01,21,Appartement,2167.0,111000.0,872
2020-07-01,21,Appartement,2241.0,113850.0,1053
2020-10-01,21,Appartement,2157.0,113500.0,1073
2014-01-01,21,Ensemble,1816.0,122350.0,1360
2014-04-01,21,Ensemble,1857.0,120065.0,1102
2014-07-01,21,Ensemble,1894.0,135000.0,1480
2014-10-01,21,Ensemble,1790.0,128000.0,1283
2015-01-01,21,Ensemble,1769.0,123750.0,1128
2015-04-01,21,Ensemble,1817.0,126000.0,1446
2015-07-01,21,Ensemble,1873.0,132000.0,1829
2015-10-01,21,Ensemble,1800.0,128500.0,1543
2016-01-01,21,Ensemble,1750.0,124900.0,1283
2016-04-01,21,Ensemble,1784.0,120000.0,1659
2016-07-01,21,Ensemble,1862.0,130000.0,1869
2016-10-01,21,Ensemble,1776.0,125000.0,1511
2017-01-01,21,Ensemble,1798.0,124000.0,1532
2017-04-01,21,Ensemble,1837.0,121500.0,1828
2017-07-01,21,Ensemble,1892.0,134000.0,1858
2017-10-01,21,Ensemble,1875.0,130000.0,1774
2018-01-01,21,Ensemble,1825.0,125000.0,1501
2018-04-01,21,Ensemble,1830.0,123000.0,1669
2018-07-01,21,Ensemble,1852.0,137000.0,1499
2018-10-01,21,Ensemble,1448.0,143500.0,114
2019-01-01,21,Ensemble,1867.0,127000.0,1696
2019-04-01,21,Ensemble,1839.0,122250.0,1968
2019-07-01,21,Ensemble,1972.0,135000.0,2341
2019-10-01,21,Ensemble,1960.0,131000.0,2068
2020-01-01,21,Ensemble,2011.0,126400.0,1743
2020-04-01,21,Ensemble,2036.0,137145.0,1710
2020-07-01,21,Ensemble,2082.0,139000.0,2182
2020-10-01,21,Ensemble,2019.0,137375.0,2304
2014-01-01,21,Maison,1705.0,154000.0,648
2014-04-01,21,Maison,1683.0,155000.0,543
2014-07-01,21,Maison,1729.0,161900.0,811
2014-10-01,21,Maison,1653.0,155000.0,705
2015-01-01,21,Maison,1681.0,151500.0,590
2015-04-01,21,Maison,1729.0,158300.0,738
2015-07-01,21,Maison,1719.0,160432.0,962
2015-10-01,21,Maison,1700.0,160000.0,822
2016-01-01,21,Maison,1548.0,155000.0,642
2016-04-01,21,Maison,1630.0,153000.0,795
2016-07-01,21,Maison,1733.0,170000.0,973
2016-10-01,21,Maison,1687.0,160000.0,792
2017-01-01,21,Maison,1720.0,162000.0,745
2017-04-01,21,Maison,1688.0,165000.0,867
2017-07-01,21,Maison,1806.0,170550.0,994
2017-10-01,21,Maison,1726.0,165000.0,947
2018-01-01,21,Maison,1726.0,166000.0,737
2018-04-01,21,Maison,1733.0,165000.0,809
2018-07-01,21,Maison,1738.0,176000.0,883
2018-10-01,21,Maison,1308.0,158500.0,88
2019-01-01,21,Maison,1750.0,170000.0,828
2019-04-01,21,Maison,1733.0,163000.0,961
2019-07-01,21,Maison,1902.0,183750.0,1187
2019-10-01,21,Maison,1770.0,171000.0,1049
2020-01-01,21,Maison,1806.0,174700.0,807
2020-04-01,21,Maison,1868.0,182375.0,838
2020-07-01,21,Maison,1865.0,185700.0,1129
2020-10-01,21,Maison,1837.0,179000.0,1231
2014-01-01,22,Appartement,1511.0,82000.0,197
2014-04-01,22,Appartement,1542.0,83610.0,202
2014-07-01,22,Appartement,1516.0,80000.0,209
2014-10-01,22,Appartement,1533.0,76000.0,210
2015-01-01,22,Appartement,1514.0,82836.0,181
2015-04-01,22,Appartement,1451.0,79120.0,225
2015-07-01,22,Appartement,1388.0,80000.0,253
2015-10-01,22,Appartement,1500.0,75000.0,275
2016-01-01,22,Appartement,1452.0,80000.0,257
2016-04-01,22,Appartement,1461.0,80650.0,266
2016-07-01,22,Appartement,1455.0,72381.0,306
2016-10-01,22,Appartement,1500.0,83000.0,279
2017-01-01,22,Appartement,1407.0,75000.0,315
2017-04-01,22,Appartement,1433.0,77000.0,309
2017-07-01,22,Appartement,1533.0,81000.0,311
2017-10-01,22,Appartement,1525.0,77000.0,287
2018-01-01,22,Appartement,1623.0,80000.0,310
2018-04-01,22,Appartement,1519.0,75979.0,289
2018-07-01,22,Appartement,1592.0,77500.0,242
2018-10-01,22,Appartement,1529.0,80000.0,153
2019-01-01,22,Appartement,1542.0,80000.0,358
2019-04-01,22,Appartement,1533.0,74000.0,442
2019-07-01,22,Appartement,1543.0,78000.0,456
2019-10-01,22,Appartement,1630.0,83250.0,468
2020-01-01,22,Appartement,1589.0,85000.0,444
2020-04-01,22,Appartement,1659.0,82000.0,448
2020-07-01,22,Appartement,1652.0,79010.0,433
2020-10-01,22,Appartement,1720.0,85682.0,500
2014-01-01,22,Ensemble,1341.0,108000.0,1063
2014-04-01,22,Ensemble,1347.0,105000.0,1124
2014-07-01,22,Ensemble,1381.0,115000.0,1269
2014-10-01,22,Ensemble,1324.0,105000.0,1248
2015-01-01,22,Ensemble,1303.0,105000.0,1174
2015-04-01,22,Ensemble,1280.0,105000.0,1378
2015-07-01,22,Ensemble,1333.0,115000.0,1607
2015-10-01,22,Ensemble,1351.0,109173.0,1562
2016-01-01,22,Ensemble,1275.0,105000.0,1397
2016-04-01,22,Ensemble,1346.0,110000.0,1470
2016-07-01,22,Ensemble,1350.0,110000.0,1773
2016-10-01,22,Ensemble,1325.0,106000.0,1712
2017-01-01,22,Ensemble,1302.0,103000.0,1607
2017-04-01,22,Ensemble,1338.0,111500.0,1678
2017-07-01,22,Ensemble,1384.0,119000.0,1858
2017-10-01,22,Ensemble,1364.0,110000.0,1718
2018-01-01,22,Ensemble,1396.0,116250.0,1625
2018-04-01,22,Ensemble,1375.0,109365.0,1532
2018-07-01,22,Ensemble,1361.0,115000.0,1370
2018-10-01,22,Ensemble,1386.0,115000.0,946
2019-01-01,22,Ensemble,1408.0,115000.0,1790
2019-04-01,22,Ensemble,1398.0,111175.0,1926
2019-07-01,22,Ensemble,1475.0,121500.0,2226
2019-10-01,22,Ensemble,1491.0,120000.0,2333
2020-01-01,22,Ensemble,1486.0,122000.0,1874
2020-04-01,22,Ensemble,1475.0,123000.0,1869
2020-07-01,22,Ensemble,1538.0,125000.0,2012
2020-10-01,22,Ensemble,1562.0,130000.0,2728
2014-01-01,22,Maison,1331.0,115150.0,866
2014-04-01,22,Maison,1295.0,112000.0,922
2014-07-01,22,Maison,1352.0,120000.0,1060
2014-10-01,22,Maison,1287.0,112000.0,1038
2015-01-01,22,Maison,1279.0,110000.0,993
2015-04-01,22,Maison,1257.0,115000.0,1153
2015-07-01,22,Maison,1320.0,120700.0,1354
2015-10-01,22,Maison,1316.0,115000.0,1287
2016-01-01,22,Maison,1233.0,110000.0,1140
2016-04-01,22,Maison,1325.0,120000.0,1204
2016-07-01,22,Maison,1325.0,120000.0,1467
2016-10-01,22,Maison,1285.0,111625.0,1433
2017-01-01,22,Maison,1280.0,110800.0,1292
2017-04-01,22,Maison,1332.0,122000.0,1369
2017-07-01,22,Maison,1364.0,125000.0,1547
2017-10-01,22,Maison,1333.0,120000.0,1431
2018-01-01,22,Maison,1345.0,125000.0,1315
2018-04-01,22,Maison,1349.0,120000.0,1243
2018-07-01,22,Maison,1342.0,125000.0,1128
2018-10-01,22,Maison,1362.0,123000.0,793
2019-01-01,22,Maison,1377.0,126000.0,1432
2019-04-01,22,Maison,1374.0,125000.0,1484
2019-07-01,22,Maison,1466.0,134349.0,1770
2019-10-01,22,Maison,1453.0,130000.0,1865
2020-01-01,22,Maison,1456.0,135400.0,1430
2020-04-01,22,Maison,1440.0,138000.0,1421
2020-07-01,22,Maison,1500.0,140000.0,1579
2020-10-01,22,Maison,1527.0,144900.0,2228
2014-01-01,23,Ensemble,745.0,60250.0,234
2014-04-01,23,Ensemble,729.0,55125.0,188
2014-07-01,23,Ensemble,693.0,59822.0,275
2014-10-01,23,Ensemble,714.0,52200.0,288
2015-01-01,23,Ensemble,676.0,56000.0,232
2015-04-01,23,Ensemble,609.0,50000.0,246
2015-07-01,23,Ensemble,696.0,57000.0,286
2015-10-01,23,Ensemble,688.0,55000.0,345
2016-01-01,23,Ensemble,671.0,56500.0,244
2016-04-01,23,Ensemble,714.0,58000.0,299
2016-07-01,23,Ensemble,684.0,58464.0,320
2016-10-01,23,Ensemble,655.0,55000.0,339
2017-01-01,23,Ensemble,683.0,56500.0,294
2017-04-01,23,Ensemble,700.0,58100.0,315
2017-07-01,23,Ensemble,652.0,58000.0,335
2017-10-01,23,Ensemble,644.0,50000.0,331
2018-01-01,23,Ensemble,648.0,55000.0,289
2018-04-01,23,Ensemble,627.0,52750.0,288
2018-07-01,23,Ensemble,677.0,52500.0,351
2018-10-01,23,Ensemble,655.0,58000.0,371
2019-01-01,23,Ensemble,640.0,54000.0,317
2019-04-01,23,Ensemble,631.0,54850.0,362
2019-07-01,23,Ensemble,647.0,52000.0,369
2019-10-01,23,Ensemble,640.0,52900.0,420
2020-01-01,23,Ensemble,682.0,50000.0,296
2020-04-01,23,Ensemble,628.0,54500.0,305
2020-07-01,23,Ensemble,593.0,50000.0,381
2020-10-01,23,Ensemble,667.0,51000.0,578
2014-01-01,23,Maison,716.0,60500.0,219
2014-04-01,23,Maison,727.0,55250.0,177
2014-07-01,23,Maison,688.0,60000.0,261
2014-10-01,23,Maison,713.0,54500.0,272
2015-01-01,23,Maison,675.0,56500.0,221
2015-04-01,23,Maison,591.0,50000.0,230
2015-07-01,23,Maison,693.0,57000.0,271
2015-10-01,23,Maison,664.0,55000.0,327
2016-01-01,23,Maison,667.0,59000.0,233
2016-04-01,23,Maison,704.0,58000.0,274
2016-07-01,23,Maison,680.0,59500.0,306
2016-10-01,23,Maison,634.0,55000.0,324
2017-01-01,23,Maison,662.0,58750.0,276
2017-04-01,23,Maison,690.0,60000.0,297
2017-07-01,23,Maison,650.0,60000.0,323
2017-10-01,23,Maison,636.0,51000.0,309
2018-01-01,23,Maison,631.0,56800.0,264
2018-04-01,23,Maison,608.0,52750.0,272
2018-07-01,23,Maison,673.0,54000.0,335
2018-10-01,23,Maison,655.0,59125.0,354
2019-01-01,23,Maison,614.0,54800.0,293
2019-04-01,23,Maison,627.0,56425.0,332
2019-07-01,23,Maison,638.0,53250.0,346
2019-10-01,23,Maison,625.0,53000.0,399
2020-01-01,23,Maison,680.0,50000.0,282
2020-04-01,23,Maison,619.0,54750.0,290
2020-07-01,23,Maison,590.0,50000.0,364
2020-10-01,23,Maison,656.0,50865.0,552
2014-01-01,24,Appartement,1241.0,63200.0,85
2014-04-01,24,Appartement,1332.0,71000.0,86
2014-07-01,24,Appartement,1255.0,69500.0,94
2014-10-01,24,Appartement,1331.0,76000.0,91
2015-01-01,24,Appartement,1205.0,60000.0,88
2015-04-01,24,Appartement,1181.0,70000.0,96
2015-07-01,24,Appartement,1219.0,66000.0,103
2015-10-01,24,Appartement,1366.0,66000.0,120
2016-01-01,24,Appartement,1314.0,75000.0,92
2016-04-01,24,Appartement,1292.0,65000.0,123
2016-07-01,24,Appartement,1283.0,78000.0,115
2016-10-01,24,Appartement,1197.0,61000.0,145
2017-01-01,24,Appartement,1308.0,70250.0,130
2017-04-01,24,Appartement,1373.0,70000.0,142
2017-07-01,24,Appartement,1300.0,70500.0,128
2017-10-01,24,Appartement,1282.0,65000.0,124
2018-01-01,24,Appartement,1297.0,67000.0,128
2018-04-01,24,Appartement,1298.0,70000.0,158
2018-07-01,24,Appartement,1316.0,68650.0,134
2018-10-01,24,Appartement,1346.0,72000.0,87
2019-01-01,24,Appartement,1309.0,65100.0,152
2019-04-01,24,Appartement,1250.0,63000.0,189
2019-07-01,24,Appartement,1303.0,70000.0,203
2019-10-01,24,Appartement,1333.0,72000.0,213
2020-01-01,24,Appartement,1364.0,75000.0,145
2020-04-01,24,Appartement,1324.0,71000.0,173
2020-07-01,24,Appartement,1417.0,70000.0,172
2020-10-01,24,Appartement,1347.0,70548.0,218
2014-01-01,24,Ensemble,1250.0,100000.0,646
2014-04-01,24,Ensemble,1207.0,100000.0,644
2014-07-01,24,Ensemble,1197.0,100000.0,754
2014-10-01,24,Ensemble,1192.0,100000.0,732
2015-01-01,24,Ensemble,1146.0,95000.0,658
2015-04-01,24,Ensemble,1175.0,98000.0,687
2015-07-01,24,Ensemble,1203.0,101600.0,893
2015-10-01,24,Ensemble,1227.0,104000.0,919
2016-01-01,24,Ensemble,1201.0,100500.0,696
2016-04-01,24,Ensemble,1176.0,100000.0,774
2016-07-01,24,Ensemble,1182.0,100000.0,933
2016-10-01,24,Ensemble,1200.0,100000.0,971
2017-01-01,24,Ensemble,1219.0,99938.0,838
2017-04-01,24,Ensemble,1213.0,100000.0,962
2017-07-01,24,Ensemble,1189.0,101400.0,991
2017-10-01,24,Ensemble,1229.0,102000.0,987
2018-01-01,24,Ensemble,1223.0,102000.0,840
2018-04-01,24,Ensemble,1222.0,100000.0,955
2018-07-01,24,Ensemble,1235.0,109000.0,1006
2018-10-01,24,Ensemble,1250.0,105000.0,656
2019-01-01,24,Ensemble,1250.0,100000.0,917
2019-04-01,24,Ensemble,1250.0,99805.0,1028
2019-07-01,24,Ensemble,1250.0,104000.0,1223
2019-10-01,24,Ensemble,1239.0,102875.0,1224
2020-01-01,24,Ensemble,1270.0,104000.0,983
2020-04-01,24,Ensemble,1288.0,105000.0,881
2020-07-01,24,Ensemble,1301.0,105000.0,1094
2020-10-01,24,Ensemble,1314.0,115000.0,1550
2014-01-01,24,Maison,1250.0,105000.0,561
2014-04-01,24,Maison,1166.0,102750.0,558
2014-07-01,24,Maison,1181.0,101750.0,660
2014-10-01,24,Maison,1179.0,102500.0,641
2015-01-01,24,Maison,1138.0,100000.0,570
2015-04-01,24,Maison,1171.0,104000.0,591
2015-07-01,24,Maison,1191.0,106750.0,790
2015-10-01,24,Maison,1197.0,110000.0,799
2016-01-01,24,Maison,1188.0,107800.0,604
2016-04-01,24,Maison,1152.0,105000.0,651
2016-07-01,24,Maison,1175.0,105000.0,818
2016-10-01,24,Maison,1200.0,105900.0,826
2017-01-01,24,Maison,1170.0,105500.0,708
2017-04-01,24,Maison,1185.0,107000.0,820
2017-07-01,24,Maison,1151.0,109000.0,863
2017-10-01,24,Maison,1217.0,110000.0,863
2018-01-01,24,Maison,1200.0,110000.0,712
2018-04-01,24,Maison,1205.0,110000.0,797
2018-07-01,24,Maison,1224.0,115000.0,872
2018-10-01,24,Maison,1237.0,111000.0,569
2019-01-01,24,Maison,1235.0,110000.0,765
2019-04-01,24,Maison,1250.0,108000.0,839
2019-07-01,24,Maison,1229.0,115000.0,1020
2019-10-01,24,Maison,1212.0,110000.0,1011
2020-01-01,24,Maison,1250.0,110000.0,838
2020-04-01,24,Maison,1274.0,115000.0,708
2020-07-01,24,Maison,1273.0,113626.0,922
2020-10-01,24,Maison,1308.0,123000.0,1332
2014-01-01,25,Appartement,1560.0,94000.0,598
2014-04-01,25,Appartement,1574.0,94650.0,533
2014-07-01,25,Appartement,1644.0,97000.0,649
2014-10-01,25,Appartement,1661.0,96850.0,604
2015-01-01,25,Appartement,1574.0,98500.0,547
2015-04-01,25,Appartement,1608.0,95000.0,648
2015-07-01,25,Appartement,1625.0,94000.0,749
2015-10-01,25,Appartement,1583.0,92000.0,692
2016-01-01,25,Appartement,1500.0,91200.0,540
2016-04-01,25,Appartement,1497.0,85000.0,652
2016-07-01,25,Appartement,1630.0,92450.0,766
2016-10-01,25,Appartement,1627.0,95000.0,683
2017-01-01,25,Appartement,1526.0,91000.0,655
2017-04-01,25,Appartement,1600.0,92000.0,806
2017-07-01,25,Appartement,1637.0,99900.0,751
2017-10-01,25,Appartement,1618.0,90000.0,683
2018-01-01,25,Appartement,1432.0,79000.0,228
2018-04-01,25,Appartement,998.0,64000.0,76
2019-01-01,25,Appartement,1596.0,98000.0,782
2019-04-01,25,Appartement,1679.0,100000.0,873
2019-07-01,25,Appartement,1718.0,103200.0,966
2019-10-01,25,Appartement,1691.0,105000.0,934
2020-01-01,25,Appartement,1780.0,101440.0,698
2020-04-01,25,Appartement,1716.0,106096.0,699
2020-07-01,25,Appartement,1778.0,103000.0,957
2020-10-01,25,Appartement,1844.0,109750.0,1037
2014-01-01,25,Ensemble,1560.0,120000.0,1088
2014-04-01,25,Ensemble,1584.0,122500.0,1019
2014-07-01,25,Ensemble,1677.0,130000.0,1290
2014-10-01,25,Ensemble,1666.0,124728.0,1121
2015-01-01,25,Ensemble,1585.0,124000.0,975
2015-04-01,25,Ensemble,1609.0,125000.0,1189
2015-07-01,25,Ensemble,1644.0,127150.0,1440
2015-10-01,25,Ensemble,1608.0,121350.0,1335
2016-01-01,25,Ensemble,1543.0,120000.0,986
2016-04-01,25,Ensemble,1552.0,120000.0,1225
2016-07-01,25,Ensemble,1667.0,121900.0,1449
2016-10-01,25,Ensemble,1628.0,125000.0,1338
2017-01-01,25,Ensemble,1589.0,121275.0,1194
2017-04-01,25,Ensemble,1637.0,120000.0,1444
2017-07-01,25,Ensemble,1673.0,136100.0,1499
2017-10-01,25,Ensemble,1643.0,129700.0,1320
2018-01-01,25,Ensemble,1517.0,120000.0,541
2018-04-01,25,Ensemble,1214.0,110000.0,193
2018-07-01,25,Ensemble,1471.0,131100.0,52
2018-10-01,25,Ensemble,1333.0,110000.0,75
2019-01-01,25,Ensemble,1642.0,121000.0,1384
2019-04-01,25,Ensemble,1684.0,125000.0,1583
2019-07-01,25,Ensemble,1749.0,135000.0,1898
2019-10-01,25,Ensemble,1734.0,132700.0,1800
2020-01-01,25,Ensemble,1777.0,132000.0,1234
2020-04-01,25,Ensemble,1716.0,134500.0,1335
2020-07-01,25,Ensemble,1798.0,135000.0,1834
2020-10-01,25,Ensemble,1841.0,139000.0,1956
2014-01-01,25,Maison,1563.0,155250.0,490
2014-04-01,25,Maison,1595.0,157000.0,486
2014-07-01,25,Maison,1706.0,171000.0,641
2014-10-01,25,Maison,1667.0,170000.0,517
2015-01-01,25,Maison,1599.0,161250.0,428
2015-04-01,25,Maison,1609.0,160000.0,541
2015-07-01,25,Maison,1662.0,173000.0,691
2015-10-01,25,Maison,1642.0,160000.0,643
2016-01-01,25,Maison,1616.0,156980.0,446
2016-04-01,25,Maison,1644.0,167850.0,573
2016-07-01,25,Maison,1674.0,169000.0,683
2016-10-01,25,Maison,1630.0,160000.0,655
2017-01-01,25,Maison,1677.0,166600.0,539
2017-04-01,25,Maison,1660.0,161900.0,638
2017-07-01,25,Maison,1727.0,178000.0,748
2017-10-01,25,Maison,1667.0,165000.0,637
2018-01-01,25,Maison,1543.0,149350.0,313
2018-04-01,25,Maison,1354.0,135000.0,117
2019-01-01,25,Maison,1703.0,168000.0,602
2019-04-01,25,Maison,1689.0,172200.0,710
2019-07-01,25,Maison,1790.0,181080.0,932
2019-10-01,25,Maison,1777.0,177910.0,866
2020-01-01,25,Maison,1760.0,175000.0,536
2020-04-01,25,Maison,1726.0,175200.0,636
2020-07-01,25,Maison,1850.0,187200.0,877
2020-10-01,25,Maison,1835.0,176825.0,919
2014-01-01,26,Appartement,1452.0,88500.0,387
2014-04-01,26,Appartement,1418.0,89000.0,451
2014-07-01,26,Appartement,1474.0,90000.0,446
2014-10-01,26,Appartement,1397.0,87825.0,386
2015-01-01,26,Appartement,1469.0,94500.0,393
2015-04-01,26,Appartement,1420.0,90000.0,455
2015-07-01,26,Appartement,1450.0,90000.0,465
2015-10-01,26,Appartement,1437.0,91450.0,471
2016-01-01,26,Appartement,1407.0,93000.0,409
2016-04-01,26,Appartement,1439.0,91300.0,519
2016-07-01,26,Appartement,1447.0,93525.0,552
2016-10-01,26,Appartement,1458.0,97965.0,544
2017-01-01,26,Appartement,1412.0,89535.0,524
2017-04-01,26,Appartement,1459.0,92500.0,609
2017-07-01,26,Appartement,1525.0,94925.0,550
2017-10-01,26,Appartement,1451.0,91750.0,542
2018-01-01,26,Appartement,1452.0,92880.0,224
2018-07-01,26,Appartement,1413.0,91000.0,78
2018-10-01,26,Appartement,1462.0,90175.0,302
2019-01-01,26,Appartement,1490.0,95000.0,600
2019-04-01,26,Appartement,1465.0,94332.0,673
2019-07-01,26,Appartement,1518.0,97850.0,674
2019-10-01,26,Appartement,1571.0,100000.0,664
2020-01-01,26,Appartement,1574.0,100000.0,575
2020-04-01,26,Appartement,1533.0,100460.0,541
2020-07-01,26,Appartement,1595.0,105960.0,591
2020-10-01,26,Appartement,1640.0,104594.0,692
2014-01-01,26,Ensemble,1667.0,130000.0,909
2014-04-01,26,Ensemble,1667.0,130000.0,968
2014-07-01,26,Ensemble,1688.0,140000.0,1099
