Date,Insee_Confiance_Menages,Credit_Logement_Taux_Interet,Euribor_3M,OAT_10ans,Intentions_Achat_Logement,Taux_Chomage_BIT,Prix_Ancien_Ensemble,Prix_Ancien_Appartements,Prix_Ancien_Maisons,Prix_Neuf,Production_Credits_Habitat,Production_Credits_Pure,Production_Credits_Renego,Demande_Credit_Realisee,Demande_Credit_Perspectives,Reno_Activite_Batiment,Reno_Activite_Prevue
2024-10-01,93.0,3.27,3.1666087,2.99,-82.0,7.3,125.9,124.8,126.7,129.7,12.917,10.706,2.211,66.66666666666666,77.77777777777779,-6.8,-6.9
2024-11-01,90.0,3.17,3.0067619,3.09,-81.0,,,,,,12.059,10.044,2.015,,,-10.0,-7.4
2024-12-01,88.0,3.14,2.8246,3.01,-82.0,,,,,,15.933,13.663,2.27,,,-10.3,-7.8
2025-01-01,91.0,3.11,2.7042727,3.32,-83.0,7.4,127.3,126.0,128.2,131.0,12.357,10.195,2.162,50.0,37.5,-12.3,-7.2
2025-02-01,93.0,3.01,2.52495,3.15,-84.0,,,,,,13.049,10.878,2.171,,,-13.3,-7.0
2025-03-01,91.0,3.05,2.4424286,3.43,-84.0,,,,,,14.719,12.282,2.437,,,-14.7,-10.3
2025-04-01,92.0,3.03,2.2494,3.26,-85.0,7.6,126.8,125.6,127.8,131.3,16.35,13.827,2.523,25.0,37.5,-17.7,-13.1
2025-05-01,89.0,3.02,2.0872381,3.26,-87.0,,,,,,14.825,12.623,2.202,,,-14.3,-7.4
2025-06-01,89.0,3.01,1.983619,3.24,-85.0,,,,,,16.734,14.428,2.306,,,-14.6,-7.4
2025-07-01,89.0,3.01,1.9863478,3.36,-84.0,7.7,126.7,126.2,127.1,130.7,19.417,16.863,2.554,25.0,37.5,-13.9,-8.9
2025-08-01,88.0,3.01,2.0210952,3.42,-82.0,,,,,,15.364,13.254,2.11,,,-9.8,-5.0
2025-09-01,88.0,2.99,2.0272727,3.51,-81.0,,,,,,15.17,12.905,2.265,,,-6.1,-7.6
2025-10-01,90.0,2.99,2.0344348,3.44,-83.0,7.9,127.1,126.5,127.6,130.6,16.456,13.908,2.548,37.5,-25.0,-12.2,-9.3
2025-11-01,89.0,3.0,2.04165,3.44,-86.0,,,,,,14.19,11.802,2.388,,,-13.6,-8.7
2025-12-01,90.0,2.99,2.0484286,3.56,-82.0,,,,,,18.279,15.714,2.565,,,-11.3,-3.6
2026-01-01,89.0,3.05,2.0277273,3.53,-80.0,8.1,127.4,126.7,128.0,131.2,13.29,11.21,2.08,14.285714285714285,-14.285714285714285,-12.1,-7.3
2026-02-01,91.0,3.1,2.0113,3.4,-81.0,,,,,,13.141,10.974,2.167,,,-14.2,-5.2
2026-03-01,89.0,3.1,2.1094091,3.64,-83.0,,,,,,15.007,12.662,2.345,,,-12.6,-7.3
2026-04-01,84.0,3.11,2.1753,3.73,-85.0,,,,,,14.946,12.767,2.179,0.0,-37.5,-13.4,-12.9
2026-05-01,82.0,3.1,2.2261,3.74,-81.0,,,,,,13.765,11.784,1.981,,,-8.5,-11.2
2026-06-01,84.0,,2.339,3.68,-82.0,,,,,,,,,,,-16.1,-9.1
